file,min_lon,max_lon,min_lat,max_lat
BinhDinh.csv,108.6464167,109.2952627,13.5378047,14.6787925
DaNang.csv,107.2308449,108.725467,14.9954264,16.1718097
HCMcity.csv,106.337929,106.973928,10.3773402,11.4993977
Hue.csv,107.0391059,108.0924728,16.0718479,16.7356843
LD.csv,107.2319806,108.8578029,10.5759517,12.797685
Quangninh.csv,106.4417025,108.0695411,20.8369327,21.6597914
