osmid,y,x,street_count,highway,ref,railway,junction,geometry
260019880,10.987075,108.1520687,3,,,,,POINT (108.1520687 10.987075)
260020057,10.9604433,108.1211946,4,,,,,POINT (108.1211946 10.9604433)
260020058,10.958898,108.1193903,3,,,,,POINT (108.1193903 10.958898)
260020059,10.9584571,108.1188895,3,,,,,POINT (108.1188895 10.9584571)
260020061,10.9513634,108.112265,3,,,,,POINT (108.112265 10.9513634)
311591233,10.979325,108.1125453,3,,,,,POINT (108.1125453 10.979325)
311591250,10.9912107,108.1169623,3,,,,,POINT (108.1169623 10.9912107)
311591434,10.9945367,108.118111,3,,,,,POINT (108.118111 10.9945367)
369081657,10.930524,108.1047295,4,,,,,POINT (108.1047295 10.930524)
369081665,10.9339393,108.1255345,4,,,,,POINT (108.1255345 10.9339393)
369081666,10.9348886,108.1292492,3,,,,,POINT (108.1292492 10.9348886)
369081674,10.9378825,108.1454183,4,,,,,POINT (108.1454183 10.9378825)
369081681,10.9397607,108.1645497,3,,,,,POINT (108.1645497 10.9397607)
369081714,10.9545949,108.2412492,3,,,,,POINT (108.2412492 10.9545949)
369081726,10.9409954,108.2794135,3,,,,,POINT (108.2794135 10.9409954)
491517834,10.9295255,108.1049517,3,,,,,POINT (108.1049517 10.9295255)
491517839,10.928623,108.1104682,3,,,,,POINT (108.1104682 10.928623)
491517841,10.9293623,108.1106474,4,,,,,POINT (108.1106474 10.9293623)
491517843,10.9308599,108.1109298,3,,,,,POINT (108.1109298 10.9308599)
491517845,10.9325977,108.111118,4,traffic_signals,,,,POINT (108.111118 10.9325977)
491517852,10.9405781,108.1408151,3,,,,,POINT (108.1408151 10.9405781)
491517856,10.9402374,108.1339908,4,,,,,POINT (108.1339908 10.9402374)
491517858,10.9402686,108.1370076,3,,,,,POINT (108.1370076 10.9402686)
491517866,10.9390518,108.1674382,3,,,,,POINT (108.1674382 10.9390518)
491517879,10.9355535,108.1685803,3,,,,,POINT (108.1685803 10.9355535)
491517901,10.9326763,108.161795,1,,,,,POINT (108.161795 10.9326763)
491517919,10.9376208,108.173239,3,,,,,POINT (108.173239 10.9376208)
491517927,10.9380789,108.1771225,3,,,,,POINT (108.1771225 10.9380789)
491517929,10.9381933,108.1775751,3,,,,,POINT (108.1775751 10.9381933)
491537517,10.9378923,108.1446485,3,,,,,POINT (108.1446485 10.9378923)
491537521,10.9404395,108.1415372,3,,,,,POINT (108.1415372 10.9404395)
491537543,10.9338628,108.1203501,3,,,,,POINT (108.1203501 10.9338628)
491537545,10.9326653,108.1102508,3,,,,,POINT (108.1102508 10.9326653)
491537551,10.9319909,108.1044621,4,,,,,POINT (108.1044621 10.9319909)
491537555,10.9306651,108.1011104,3,,,,,POINT (108.1011104 10.9306651)
491537590,10.9544207,108.2457189,3,,,,,POINT (108.2457189 10.9544207)
491537803,10.9355508,108.2838908,4,,,,,POINT (108.2838908 10.9355508)
491537804,10.9350828,108.2838802,3,,,,,POINT (108.2838802 10.9350828)
491537807,10.9336334,108.2831643,3,,,,,POINT (108.2831643 10.9336334)
491537810,10.9332627,108.2837525,3,,,,,POINT (108.2837525 10.9332627)
491537813,10.9332995,108.2846957,3,,,,,POINT (108.2846957 10.9332995)
491537817,10.9331349,108.285938,3,,,,,POINT (108.285938 10.9331349)
491537818,10.9331534,108.2859833,3,,,,,POINT (108.2859833 10.9331534)
491537820,10.9331654,108.2870906,3,,,,,POINT (108.2870906 10.9331654)
491537822,10.9380013,108.2852572,3,,,,,POINT (108.2852572 10.9380013)
491537823,10.9376212,108.2854416,4,,,,,POINT (108.2854416 10.9376212)
491537825,10.9352987,108.286414,4,,,,,POINT (108.286414 10.9352987)
491537828,10.9358749,108.2861647,3,,,,,POINT (108.2861647 10.9358749)
491586805,10.933847,108.1245071,3,,,,,POINT (108.1245071 10.933847)
491586807,10.9319523,108.1102312,3,,,,,POINT (108.1102312 10.9319523)
491586808,10.9313165,108.1102138,4,,,,,POINT (108.1102138 10.9313165)
491586809,10.9313063,108.1109875,3,,,,,POINT (108.1109875 10.9313063)
491586811,10.9279523,108.1102749,4,,,,,POINT (108.1102749 10.9279523)
491586814,10.9235168,108.1074227,4,,,,,POINT (108.1074227 10.9235168)
491586815,10.9243017,108.1067026,3,,,,,POINT (108.1067026 10.9243017)
491586819,10.9265126,108.1019443,4,,,,,POINT (108.1019443 10.9265126)
491586887,10.9288709,108.0993749,4,,,,,POINT (108.0993749 10.9288709)
491586889,10.9256198,108.1005435,4,,,,,POINT (108.1005435 10.9256198)
491586890,10.9234273,108.1032304,3,,,,,POINT (108.1032304 10.9234273)
491586895,10.9225082,108.098491,3,,,,,POINT (108.098491 10.9225082)
491586896,10.9213428,108.095566,4,,,,,POINT (108.095566 10.9213428)
491586897,10.9224728,108.0949599,4,,,,,POINT (108.0949599 10.9224728)
491586901,10.9268852,108.094068,3,,,,,POINT (108.094068 10.9268852)
491586902,10.9275454,108.093895,1,,,,,POINT (108.093895 10.9275454)
491586903,10.9282018,108.0949188,1,,,,,POINT (108.0949188 10.9282018)
491586909,10.9286087,108.0960699,3,,,,,POINT (108.0960699 10.9286087)
491586910,10.9280825,108.0966829,4,,,,,POINT (108.0966829 10.9280825)
491586911,10.9287395,108.0968951,4,,,,,POINT (108.0968951 10.9287395)
491586920,10.9367155,108.2894779,3,,,,,POINT (108.2894779 10.9367155)
491586921,10.9368374,108.2913701,3,,,,,POINT (108.2913701 10.9368374)
491586931,10.9411034,108.2970615,3,traffic_signals,,,,POINT (108.2970615 10.9411034)
491586937,10.9463006,108.2960104,3,,,,,POINT (108.2960104 10.9463006)
491586980,10.9728843,108.3383082,3,,,,,POINT (108.3383082 10.9728843)
491587002,11.0435289,108.3735349,3,,,,,POINT (108.3735349 11.0435289)
491587016,11.0696296,108.4072925,3,,,,,POINT (108.4072925 11.0696296)
491587025,11.0615151,108.4274552,1,,,,,POINT (108.4274552 11.0615151)
491587068,10.9610684,108.3266424,3,,,,,POINT (108.3266424 10.9610684)
491587069,10.9619466,108.3246414,3,,,,,POINT (108.3246414 10.9619466)
491587072,10.940828,108.2966827,3,traffic_signals,,,,POINT (108.2966827 10.940828)
491587077,10.9381329,108.2871849,3,,,,,POINT (108.2871849 10.9381329)
663296579,10.94628,108.2958753,3,,,,,POINT (108.2958753 10.94628)
663296580,10.9463874,108.2957765,3,,,,,POINT (108.2957765 10.9463874)
663298536,10.9497959,108.2842296,3,,,,,POINT (108.2842296 10.9497959)
663298538,10.9526221,108.2807527,3,,,,,POINT (108.2807527 10.9526221)
663298564,10.9578435,108.2553422,3,,,,,POINT (108.2553422 10.9578435)
663298566,10.9580815,108.2539582,3,,,,,POINT (108.2539582 10.9580815)
663298567,10.9584483,108.2534357,4,,,,,POINT (108.2534357 10.9584483)
663298570,10.9618922,108.2491444,3,,,,,POINT (108.2491444 10.9618922)
663300773,10.9583505,108.2533152,4,,,,,POINT (108.2533152 10.9583505)
663300774,10.9581761,108.2535129,3,,,,,POINT (108.2535129 10.9581761)
663300813,10.9496835,108.2841411,3,,,,,POINT (108.2841411 10.9496835)
663302237,10.9398976,108.1639752,3,,,,,POINT (108.1639752 10.9398976)
663507569,10.9293524,108.1048879,4,,,,,POINT (108.1048879 10.9293524)
663507704,10.9277722,108.110216,4,,,,,POINT (108.110216 10.9277722)
663508310,10.9271868,108.0995397,3,,,,,POINT (108.0995397 10.9271868)
663508411,10.9266205,108.0982254,4,,,,,POINT (108.0982254 10.9266205)
663508412,10.9264678,108.097866,4,,,,,POINT (108.097866 10.9264678)
663508894,10.9258752,108.0981034,4,,,,,POINT (108.0981034 10.9258752)
663509291,10.9255095,108.0959559,3,,,,,POINT (108.0959559 10.9255095)
663509639,10.9254341,108.0958362,3,,,,,POINT (108.0958362 10.9254341)
663509770,10.9255202,108.0957701,3,,,,,POINT (108.0957701 10.9255202)
663512071,10.9268313,108.0967407,4,,,,,POINT (108.0967407 10.9268313)
663512255,10.9261976,108.0970535,3,,,,,POINT (108.0970535 10.9261976)
663512463,10.9256883,108.0973242,4,,,,,POINT (108.0973242 10.9256883)
663512645,10.9274534,108.0978016,4,,,,,POINT (108.0978016 10.9274534)
663516712,10.936221,108.2860185,3,,,,,POINT (108.2860185 10.936221)
663603569,11.190027,108.3612395,4,,,,,POINT (108.3612395 11.190027)
668528602,11.1031787,108.1993225,3,,,,,POINT (108.1993225 11.1031787)
668528621,11.1219354,108.2101319,3,,,,,POINT (108.2101319 11.1219354)
669248208,10.929072,108.291001,4,,,,,POINT (108.291001 10.929072)
669248211,10.9263621,108.2920317,3,,,,,POINT (108.2920317 10.9263621)
669248226,10.9332215,108.2873188,3,,,,,POINT (108.2873188 10.9332215)
675982590,10.9281676,108.1095675,3,,,,,POINT (108.1095675 10.9281676)
676575099,10.9379869,108.2828017,3,,,,,POINT (108.2828017 10.9379869)
676576262,10.9362262,108.2833229,3,,,,,POINT (108.2833229 10.9362262)
676576751,10.9341777,108.2838589,3,,,,,POINT (108.2838589 10.9341777)
676576752,10.9343081,108.2843458,4,,,,,POINT (108.2843458 10.9343081)
888221710,10.954343,108.2154185,4,,,,,POINT (108.2154185 10.954343)
888221776,10.9532646,108.2156445,3,,,,,POINT (108.2156445 10.9532646)
1390213096,10.9465658,108.2959112,3,,,,,POINT (108.2959112 10.9465658)
1390213097,10.9464207,108.296072,3,,,,,POINT (108.296072 10.9464207)
1390213410,10.9613843,108.3217252,3,,,,,POINT (108.3217252 10.9613843)
1402822815,10.9273034,108.1013343,3,,,,,POINT (108.1013343 10.9273034)
1402822816,10.9230494,108.0961387,3,,,,,POINT (108.0961387 10.9230494)
1402822819,10.9302563,108.090438,4,,,,,POINT (108.090438 10.9302563)
1402822821,10.9370401,108.0842069,3,,,,,POINT (108.0842069 10.9370401)
1402822844,10.9236816,108.0952633,3,,,,,POINT (108.0952633 10.9236816)
1402822845,10.9218445,108.0966966,3,,,,,POINT (108.0966966 10.9218445)
1402822862,10.9302026,108.0973814,4,,,,,POINT (108.0973814 10.9302026)
1402822864,10.9207639,108.1007461,1,,,,,POINT (108.1007461 10.9207639)
1402822881,10.9247398,108.1003936,3,,,,,POINT (108.1003936 10.9247398)
1402822888,10.9256106,108.0958863,3,,,,,POINT (108.0958863 10.9256106)
1402822889,10.9221961,108.09752,3,,,,,POINT (108.09752 10.9221961)
1402822909,10.9226559,108.0992293,3,,,,,POINT (108.0992293 10.9226559)
1402822926,10.9232707,108.0988367,4,,,,,POINT (108.0988367 10.9232707)
1402822927,10.924224,108.1023762,3,,,,,POINT (108.1023762 10.924224)
1402822935,10.9189738,108.0877876,3,,,,,POINT (108.0877876 10.9189738)
1402822938,10.9243293,108.1007253,3,,,,,POINT (108.1007253 10.9243293)
1402822946,10.9234444,108.0969702,4,,,,,POINT (108.0969702 10.9234444)
1402822947,10.9236656,108.0995934,4,,,,,POINT (108.0995934 10.9236656)
1402822948,10.9264559,108.0961575,3,,,,,POINT (108.0961575 10.9264559)
1402822954,10.9242069,108.0982389,4,,,,,POINT (108.0982389 10.9242069)
1402822956,10.9270736,108.1016863,3,,,,,POINT (108.1016863 10.9270736)
1402822957,10.9230704,108.1018317,4,,,,,POINT (108.1018317 10.9230704)
1402822964,10.9255052,108.0961213,3,,,,,POINT (108.0961213 10.9255052)
1402822981,10.9248809,108.0978227,3,,,,,POINT (108.0978227 10.9248809)
1402822998,10.9317907,108.0971546,3,,,,,POINT (108.0971546 10.9317907)
1402822999,10.9305266,108.095202,2,,,,,POINT (108.095202 10.9305266)
1402823010,10.9237565,108.1000212,4,,,,,POINT (108.1000212 10.9237565)
1402823012,10.9289546,108.1006999,3,,,,,POINT (108.1006999 10.9289546)
1402823015,10.929933,108.0978189,3,,,,,POINT (108.0978189 10.929933)
1402823017,10.9355667,108.0923232,3,,,,,POINT (108.0923232 10.9355667)
1402823022,10.9254702,108.0957863,3,,,,,POINT (108.0957863 10.9254702)
1402823029,10.9249666,108.0994686,3,,,,,POINT (108.0994686 10.9249666)
1402823030,10.935805,108.0913898,4,,,,,POINT (108.0913898 10.935805)
1402823033,10.9262353,108.0995283,4,,,,,POINT (108.0995283 10.9262353)
1402823040,10.931338,108.097771,4,,,,,POINT (108.097771 10.931338)
1402823041,10.9228242,108.1004074,4,,,,,POINT (108.1004074 10.9228242)
1402823042,10.9307781,108.095709,3,,,,,POINT (108.095709 10.9307781)
1402823046,10.9232247,108.1017618,3,,,,,POINT (108.1017618 10.9232247)
1402823048,10.9225253,108.0973712,4,,,,,POINT (108.0973712 10.9225253)
1402823058,10.9243043,108.0966336,4,,,,,POINT (108.0966336 10.9243043)
1402823065,10.9221316,108.0965786,4,,,,,POINT (108.0965786 10.9221316)
1402823779,10.9370218,108.0976126,4,,,,,POINT (108.0976126 10.9370218)
1402823780,10.9497505,108.1018687,3,,,,,POINT (108.1018687 10.9497505)
1402823782,10.9408499,108.0980773,3,,,,,POINT (108.0980773 10.9408499)
1402823787,10.9413498,108.0982106,3,,,,,POINT (108.0982106 10.9413498)
1402823790,10.9468752,108.100679,3,,,,,POINT (108.100679 10.9468752)
1402823792,10.943509,108.0991043,3,,,,,POINT (108.0991043 10.943509)
1402823793,10.9321994,108.0966859,3,,,,,POINT (108.0966859 10.9321994)
1402823794,10.9351017,108.0972336,3,,,,,POINT (108.0972336 10.9351017)
1402841122,10.9481276,108.1082643,4,,,,,POINT (108.1082643 10.9481276)
1402841127,10.9366142,108.1037049,3,,,,,POINT (108.1037049 10.9366142)
1402841128,10.9498657,108.1090112,4,,,,,POINT (108.1090112 10.9498657)
1402841133,10.972876,108.14288,3,,,,,POINT (108.14288 10.972876)
1402841154,10.9491747,108.1091361,4,,,,,POINT (108.1091361 10.9491747)
1402841156,10.9496136,108.1091949,3,,,,,POINT (108.1091949 10.9496136)
1402841157,10.949518,108.1095749,3,,,,,POINT (108.1095749 10.949518)
1402841166,10.9925523,108.1552938,3,,,,,POINT (108.1552938 10.9925523)
1402845108,10.9787753,108.2762087,3,,,,,POINT (108.2762087 10.9787753)
1402845118,10.9588189,108.2528663,4,,,,,POINT (108.2528663 10.9588189)
1402845177,10.9925033,108.2749784,3,,,,,POINT (108.2749784 10.9925033)
1402845186,10.9635291,108.2558534,3,,,,,POINT (108.2558534 10.9635291)
1402845188,10.9601958,108.25459,4,,,,,POINT (108.25459 10.9601958)
1402845197,10.9684204,108.2599035,3,,,,,POINT (108.2599035 10.9684204)
1402845200,10.9651663,108.2691701,3,,,,,POINT (108.2691701 10.9651663)
1402845201,10.962522,108.25527,4,,,,,POINT (108.25527 10.962522)
1402845205,10.9795054,108.2617899,3,,,,,POINT (108.2617899 10.9795054)
1402845218,10.9768031,108.2761979,3,,,,,POINT (108.2761979 10.9768031)
1402845220,10.9708114,108.2645398,3,,,,,POINT (108.2645398 10.9708114)
1402845224,10.9556333,108.249809,3,,,,,POINT (108.249809 10.9556333)
1402845254,10.9706381,108.2639237,3,,,,,POINT (108.2639237 10.9706381)
1402845263,10.9592223,108.2646734,4,,,,,POINT (108.2646734 10.9592223)
1402845265,10.9793573,108.2622432,3,,,,,POINT (108.2622432 10.9793573)
1402845266,10.9593213,108.2647613,4,,,,,POINT (108.2647613 10.9593213)
1402845268,10.9777952,108.2668646,3,,,,,POINT (108.2668646 10.9777952)
1402845269,10.9731174,108.2671309,3,,,,,POINT (108.2671309 10.9731174)
1402845274,10.9589219,108.2530096,4,,,,,POINT (108.2530096 10.9589219)
1402845278,10.9671538,108.2706418,3,,,,,POINT (108.2706418 10.9671538)
1402845281,10.9774377,108.287663,3,,,,,POINT (108.287663 10.9774377)
1402845282,10.9794159,108.2619455,3,,,,,POINT (108.2619455 10.9794159)
1402845284,10.9604891,108.2540952,3,,,,,POINT (108.2540952 10.9604891)
1402845286,10.9533873,108.2489531,4,,,,,POINT (108.2489531 10.9533873)
1402845293,10.9713078,108.2649636,3,,,,,POINT (108.2649636 10.9713078)
1402845295,10.9653579,108.2696488,3,,,,,POINT (108.2696488 10.9653579)
1402845306,10.9619592,108.25637,4,,,,,POINT (108.25637 10.9619592)
1402845307,10.9599624,108.2552164,3,,,,,POINT (108.2552164 10.9599624)
1402845308,10.9767523,108.2958902,4,,,,,POINT (108.2958902 10.9767523)
1402845309,10.9708264,108.2650663,3,,,,,POINT (108.2650663 10.9708264)
1402845318,10.9703163,108.2667177,3,,,,,POINT (108.2667177 10.9703163)
1402845325,10.9966207,108.2753571,3,,,,,POINT (108.2753571 10.9966207)
1402845336,10.9616839,108.256868,3,,,,,POINT (108.256868 10.9616839)
1402845350,10.9791414,108.2639619,3,,,,,POINT (108.2639619 10.9791414)
1402845352,10.9825821,108.251098,4,,,,,POINT (108.251098 10.9825821)
1402845354,10.9622597,108.2558263,4,,,,,POINT (108.2558263 10.9622597)
1402845356,10.9598308,108.2542669,3,,,,,POINT (108.2542669 10.9598308)
1402845666,10.9574806,108.2146212,4,,,,,POINT (108.2146212 10.9574806)
1402845685,10.9553871,108.2151885,4,,,,,POINT (108.2151885 10.9553871)
1402845689,10.957601,108.2145998,4,,,,,POINT (108.2145998 10.957601)
1402854276,10.9374299,108.1417577,3,,,,,POINT (108.1417577 10.9374299)
1402854282,10.9354074,108.140937,3,,,,,POINT (108.140937 10.9354074)
1402854315,10.9387817,108.1430176,4,,,,,POINT (108.1430176 10.9387817)
1402854325,10.9334638,108.1460559,3,,,,,POINT (108.1460559 10.9334638)
1402854341,10.9464882,108.1895227,4,,,,,POINT (108.1895227 10.9464882)
1402854347,10.9411065,108.1884785,3,,,,,POINT (108.1884785 10.9411065)
1402854383,10.9476896,108.1890103,4,,,,,POINT (108.1890103 10.9476896)
1402854385,10.9394065,108.177843,3,,,,,POINT (108.177843 10.9394065)
1402854433,10.9402424,108.1639577,3,,,,,POINT (108.1639577 10.9402424)
1402854455,10.9379845,108.1876155,3,,,,,POINT (108.1876155 10.9379845)
1402854471,10.9392101,108.1571978,4,,,,,POINT (108.1571978 10.9392101)
1402854474,10.9370119,108.1731486,3,,,,,POINT (108.1731486 10.9370119)
1402854476,10.9352125,108.1421091,4,,,,,POINT (108.1421091 10.9352125)
1402854503,10.9372739,108.1864536,3,,,,,POINT (108.1864536 10.9372739)
1402854517,10.9378081,108.1849033,1,,,,,POINT (108.1849033 10.9378081)
1402854530,10.9488129,108.1444466,3,,,,,POINT (108.1444466 10.9488129)
1402854546,10.939494,108.1422765,3,,,,,POINT (108.1422765 10.939494)
1402854552,10.9462487,108.1895688,4,,,,,POINT (108.1895688 10.9462487)
1402854572,10.9526181,108.1438028,3,,,,,POINT (108.1438028 10.9526181)
1402854585,10.9431507,108.1784147,3,,,,,POINT (108.1784147 10.9431507)
1402854616,10.9482736,108.188772,3,,,,,POINT (108.188772 10.9482736)
1402854645,10.9445212,108.1800189,3,,,,,POINT (108.1800189 10.9445212)
1402854649,10.9374584,108.1883418,3,,,,,POINT (108.1883418 10.9374584)
1402854655,10.9482186,108.1888148,3,,,,,POINT (108.1888148 10.9482186)
1402854665,10.9381556,108.1780463,3,,,,,POINT (108.1780463 10.9381556)
1402854670,10.9399073,108.1638982,3,,,,,POINT (108.1638982 10.9399073)
1402854671,10.9340919,108.1424846,4,,,,,POINT (108.1424846 10.9340919)
1402854731,10.9482401,108.1438673,3,,,,,POINT (108.1438673 10.9482401)
1402854750,10.9698323,108.1443722,3,,,,,POINT (108.1443722 10.9698323)
1402854752,10.9431138,108.178846,3,,,,,POINT (108.178846 10.9431138)
1402865296,10.9405602,108.1114537,4,,,,,POINT (108.1114537 10.9405602)
1402865302,10.9425546,108.1020626,3,,,,,POINT (108.1020626 10.9425546)
1402865303,10.9379842,108.1113681,3,,,,,POINT (108.1113681 10.9379842)
1402865315,10.9417156,108.102522,3,,,,,POINT (108.102522 10.9417156)
1402865317,10.9385859,108.1002953,3,,,,,POINT (108.1002953 10.9385859)
1402865320,10.9400579,108.10282,3,,,,,POINT (108.10282 10.9400579)
1402865324,10.9411208,108.1005631,4,,,,,POINT (108.1005631 10.9411208)
1402865330,10.9382416,108.1110659,3,,,,,POINT (108.1110659 10.9382416)
1402865333,10.9415209,108.1003187,3,,,,,POINT (108.1003187 10.9415209)
1402865335,10.9393944,108.1016176,3,,,,,POINT (108.1016176 10.9393944)
1402865336,10.9400357,108.1240779,3,,,,,POINT (108.1240779 10.9400357)
1402865343,10.9405181,108.1082919,4,,,,,POINT (108.1082919 10.9405181)
1402865345,10.9421418,108.1022833,4,,,,,POINT (108.1022833 10.9421418)
1402865350,10.9383724,108.1110651,3,,,,,POINT (108.1110651 10.9383724)
1402865353,10.9415925,108.1035712,3,,,,,POINT (108.1035712 10.9415925)
1402865361,10.9386232,108.1114757,3,,,,,POINT (108.1114757 10.9386232)
1402865366,10.9386281,108.1113259,3,,,,,POINT (108.1113259 10.9386281)
1402865367,10.940715,108.1008109,3,,,,,POINT (108.1008109 10.940715)
1403140015,10.9273376,108.1123468,3,,,,,POINT (108.1123468 10.9273376)
1403140016,10.9190755,108.1073251,3,,,,,POINT (108.1073251 10.9190755)
1403140019,10.9353367,108.108444,3,,,,,POINT (108.108444 10.9353367)
1403140023,10.9311534,108.1082992,4,,,,,POINT (108.1082992 10.9311534)
1403140032,10.9271583,108.1122903,3,,,,,POINT (108.1122903 10.9271583)
1403140038,10.9267559,108.1136878,3,,,,,POINT (108.1136878 10.9267559)
1403140041,10.9346125,108.1084655,3,,,,,POINT (108.1084655 10.9346125)
1403140046,10.9269252,108.1137356,4,,,,,POINT (108.1137356 10.9269252)
1403140055,10.9349507,108.1159242,3,,,,,POINT (108.1159242 10.9349507)
1403140058,10.926339,108.1154288,3,,,,,POINT (108.1154288 10.926339)
1403140061,10.9298732,108.1079883,4,,,,,POINT (108.1079883 10.9298732)
1403140068,10.932624,108.1085294,4,traffic_signals,,,,POINT (108.1085294 10.932624)
1611455875,10.9245833,108.1084724,3,,,,,POINT (108.1084724 10.9245833)
1611455877,10.9316091,108.1014123,4,,,,,POINT (108.1014123 10.9316091)
1611455895,10.9319472,108.2864618,3,,,,,POINT (108.2864618 10.9319472)
1611455909,10.9260116,108.1076673,3,,,,,POINT (108.1076673 10.9260116)
1611455914,10.9268588,108.2818627,1,,,,,POINT (108.2818627 10.9268588)
1611455951,10.9277122,108.2855494,3,,,,,POINT (108.2855494 10.9277122)
1611455962,10.9229335,108.1064531,3,,,,,POINT (108.1064531 10.9229335)
1611455966,10.9264634,108.1081073,1,,,,,POINT (108.1081073 10.9264634)
1611455969,10.9310608,108.1021999,5,traffic_signals,,,,POINT (108.1021999 10.9310608)
1611455971,10.9257436,108.1080919,3,,,,,POINT (108.1080919 10.9257436)
1611456035,10.9287608,108.1038854,3,,,,,POINT (108.1038854 10.9287608)
1611456043,10.9295057,108.2858579,3,,,,,POINT (108.2858579 10.9295057)
1611456054,10.9328823,108.2867531,3,,,,,POINT (108.2867531 10.9328823)
1611456060,10.9308622,108.0958453,3,,,,,POINT (108.0958453 10.9308622)
1611456065,10.9252155,108.1083521,3,,,,,POINT (108.1083521 10.9252155)
1611456067,10.927233,108.2841404,3,,,,,POINT (108.2841404 10.927233)
1611456079,10.9308734,108.2861336,3,,,,,POINT (108.2861336 10.9308734)
1611456102,10.9263361,108.1079914,3,,,,,POINT (108.1079914 10.9263361)
1611456107,10.9242134,108.1085439,4,,,,,POINT (108.1085439 10.9242134)
1611456113,10.9269032,108.2822126,3,,,,,POINT (108.2822126 10.9269032)
1611456115,10.9246519,108.1062627,3,,,,,POINT (108.1062627 10.9246519)
1611456134,10.927216,108.1030701,3,,,,,POINT (108.1030701 10.927216)
1611456148,10.9223146,108.1086995,1,,,,,POINT (108.1086995 10.9223146)
1611456153,10.9259332,108.1023413,3,,,,,POINT (108.1023413 10.9259332)
1611456231,10.9259055,108.1028268,3,,,,,POINT (108.1028268 10.9259055)
1611456232,10.9263717,108.1097911,3,,,,,POINT (108.1097911 10.9263717)
1611456251,10.923796,108.1071693,3,,,,,POINT (108.1071693 10.923796)
1611456254,10.9238039,108.1085868,4,,,,,POINT (108.1085868 10.9238039)
1611456256,10.925812,108.1096289,4,,,,,POINT (108.1096289 10.925812)
1611535404,10.9550671,108.2719543,4,,,,,POINT (108.2719543 10.9550671)
1611535420,10.9263977,108.2853355,3,,,,,POINT (108.2853355 10.9263977)
1611535422,10.925175,108.2828945,3,,,,,POINT (108.2828945 10.925175)
1611535429,10.9406223,108.2970154,3,traffic_signals,,,,POINT (108.2970154 10.9406223)
1611535435,10.9267276,108.2853641,3,,,,,POINT (108.2853641 10.9267276)
1611535439,10.9259859,108.2855133,3,,,,,POINT (108.2855133 10.9259859)
1611535440,10.926111,108.2841157,4,,,,,POINT (108.2841157 10.926111)
1611535442,10.9444713,108.2811343,3,,,,,POINT (108.2811343 10.9444713)
1611535452,10.9394761,108.282548,3,,,,,POINT (108.282548 10.9394761)
1611535453,10.9405693,108.2958413,3,,,,,POINT (108.2958413 10.9405693)
1611535454,10.9256899,108.2841283,3,,,,,POINT (108.2841283 10.9256899)
1611535467,10.9270322,108.2826325,3,,,,,POINT (108.2826325 10.9270322)
1611535471,10.9267802,108.2841807,4,,,,,POINT (108.2841807 10.9267802)
1611535490,10.9227544,108.2835851,4,,,,,POINT (108.2835851 10.9227544)
1611535491,10.9249668,108.2842444,4,,,,,POINT (108.2842444 10.9249668)
1611535497,10.9484322,108.2795636,3,,,,,POINT (108.2795636 10.9484322)
1611535505,10.9260714,108.2828115,3,,,,,POINT (108.2828115 10.9260714)
1611535514,10.9237388,108.283382,4,,,,,POINT (108.283382 10.9237388)
1611535518,10.9250008,108.2851845,3,,,,,POINT (108.2851845 10.9250008)
1611535524,10.9239594,108.2842271,4,,,,,POINT (108.2842271 10.9239594)
1611535525,10.9236117,108.28464,3,,,,,POINT (108.28464 10.9236117)
1611535535,10.9551881,108.2718157,4,,,,,POINT (108.2718157 10.9551881)
1611535539,10.9253354,108.2853469,3,,,,,POINT (108.2853469 10.9253354)
1611615624,10.9645581,108.232315,3,,,,,POINT (108.232315 10.9645581)
1611615630,10.9692034,108.2691206,3,,,,,POINT (108.2691206 10.9692034)
1611615655,10.943947,108.1817555,1,,,,,POINT (108.1817555 10.943947)
1611615658,10.971123,108.2322351,3,,,,,POINT (108.2322351 10.971123)
1611615679,11.0506642,108.3428231,3,,,,,POINT (108.3428231 11.0506642)
1611615680,10.9452875,108.1844314,3,,,,,POINT (108.1844314 10.9452875)
1611615682,10.9340182,108.141702,3,,,,,POINT (108.141702 10.9340182)
1611615715,10.942912,108.1824009,3,,,,,POINT (108.1824009 10.942912)
1611615724,10.9453553,108.1750005,4,,,,,POINT (108.1750005 10.9453553)
1611615733,10.9400409,108.1802539,3,,,,,POINT (108.1802539 10.9400409)
1611615738,10.9395247,108.1806839,3,,,,,POINT (108.1806839 10.9395247)
1611615757,10.9427504,108.1818042,3,,,,,POINT (108.1818042 10.9427504)
1611615777,10.9421659,108.1794224,3,,,,,POINT (108.1794224 10.9421659)
1611615786,10.9376127,108.1445912,3,,,,,POINT (108.1445912 10.9376127)
1611615789,10.9428514,108.1787225,3,,,,,POINT (108.1787225 10.9428514)
1611615799,10.9681147,108.2488253,3,,,,,POINT (108.2488253 10.9681147)
1611615821,10.9323407,108.1487824,3,,,,,POINT (108.1487824 10.9323407)
1611615840,11.0585737,108.1779337,3,,,,,POINT (108.1779337 11.0585737)
1611615843,10.948557,108.1816398,4,,,,,POINT (108.1816398 10.948557)
1611615853,10.942348,108.1808987,3,,,,,POINT (108.1808987 10.942348)
1611615860,10.9462447,108.184739,3,,,,,POINT (108.184739 10.9462447)
1611615865,10.9409676,108.1800029,3,,,,,POINT (108.1800029 10.9409676)
1611615898,10.97862,108.2674246,3,,,,,POINT (108.2674246 10.97862)
1611615920,10.9486911,108.1819089,4,,,,,POINT (108.1819089 10.9486911)
