osmid,y,x,street_count,junction,highway,ref,railway,geometry
622797516,21.0059402,107.2936895,3,,,,,POINT (107.2936895 21.0059402)
622797517,21.0117985,107.3575821,3,,,,,POINT (107.3575821 21.0117985)
622797520,21.004013,107.3289559,7,,,,,POINT (107.3289559 21.004013)
622797522,21.0031341,107.3242823,3,,,,,POINT (107.3242823 21.0031341)
622797573,21.0089819,107.3406516,4,,,,,POINT (107.3406516 21.0089819)
763379492,21.3015123,107.3511901,3,,,,,POINT (107.3511901 21.3015123)
763379538,21.0732108,107.3285636,4,,,,,POINT (107.3285636 21.0732108)
763379730,21.0762983,107.33914,3,,,,,POINT (107.33914 21.0762983)
763379986,21.1333034,107.35247,3,,,,,POINT (107.35247 21.1333034)
763379989,21.1711045,107.3577479,3,,,,,POINT (107.3577479 21.1711045)
763380090,21.060103,107.3481384,3,,,,,POINT (107.3481384 21.060103)
763380118,21.1228526,107.3443904,3,,,,,POINT (107.3443904 21.1228526)
763380180,21.0817034,107.3497629,3,,,,,POINT (107.3497629 21.0817034)
763380198,21.0639753,107.3377469,3,,,,,POINT (107.3377469 21.0639753)
763380303,21.040533,107.3585776,3,,,,,POINT (107.3585776 21.040533)
763380309,21.166323,107.357519,3,,,,,POINT (107.357519 21.166323)
763380368,21.1396255,107.3526762,3,,,,,POINT (107.3526762 21.1396255)
763380376,21.0609335,107.3344553,3,,,,,POINT (107.3344553 21.0609335)
763380417,21.2911862,107.3528248,3,,,,,POINT (107.3528248 21.2911862)
763380424,21.1327409,107.3521024,3,,,,,POINT (107.3521024 21.1327409)
763380445,21.2752852,107.3583025,3,,,,,POINT (107.3583025 21.2752852)
763380472,21.0758882,107.3378556,3,,,,,POINT (107.3378556 21.0758882)
763380474,21.1246116,107.3452814,3,,,,,POINT (107.3452814 21.1246116)
763380534,21.0681872,107.3238964,3,,,,,POINT (107.3238964 21.0681872)
763380633,21.0760305,107.3387312,3,,,,,POINT (107.3387312 21.0760305)
763380788,21.0370378,107.3582076,3,,,,,POINT (107.3582076 21.0370378)
763380792,21.0636876,107.3373095,3,,,,,POINT (107.3373095 21.0636876)
763380805,21.2814455,107.3544006,3,,,,,POINT (107.3544006 21.2814455)
763380851,21.0724159,107.326442,3,,,,,POINT (107.326442 21.0724159)
763380914,21.0581787,107.3516299,3,,,,,POINT (107.3516299 21.0581787)
1608492939,21.0444262,107.3811637,3,,,,,POINT (107.3811637 21.0444262)
1608492951,21.0558883,107.4052991,3,,,,,POINT (107.4052991 21.0558883)
1608492959,21.0413107,107.3828186,3,,,,,POINT (107.3828186 21.0413107)
1608492963,21.0775774,107.4323805,3,,,,,POINT (107.4323805 21.0775774)
1608492976,21.0411529,107.3833408,3,,,,,POINT (107.3833408 21.0411529)
1608492989,21.1107791,107.4884099,4,,,,,POINT (107.4884099 21.1107791)
1608492993,21.0752876,107.4256816,3,,,,,POINT (107.4256816 21.0752876)
1608492995,21.0761386,107.427366,3,,,,,POINT (107.427366 21.0761386)
1608492997,21.0943164,107.4494849,3,,,,,POINT (107.4494849 21.0943164)
1608493005,21.0666202,107.4159814,3,,,,,POINT (107.4159814 21.0666202)
1608493007,21.0415486,107.3860292,3,,,,,POINT (107.3860292 21.0415486)
1608493013,21.1065311,107.4810524,3,,,,,POINT (107.4810524 21.1065311)
1608493027,21.0672684,107.4167955,3,,,,,POINT (107.4167955 21.0672684)
1608493062,21.0569429,107.4083385,3,,,,,POINT (107.4083385 21.0569429)
1608496314,21.1152679,107.4967074,4,,,,,POINT (107.4967074 21.1152679)
1608496318,21.1189758,107.5035373,3,,,,,POINT (107.5035373 21.1189758)
1608518296,21.0605817,107.4298055,3,,,,,POINT (107.4298055 21.0605817)
1637390074,21.0624856,107.4309004,1,,,,,POINT (107.4309004 21.0624856)
1637390077,21.0695361,107.4203321,3,,,,,POINT (107.4203321 21.0695361)
1637390108,21.0317516,107.3640708,3,,,,,POINT (107.3640708 21.0317516)
2533584191,21.0655502,107.3431675,3,,,,,POINT (107.3431675 21.0655502)
2533584382,21.0705945,107.3224254,3,,,,,POINT (107.3224254 21.0705945)
2533584385,21.0700014,107.3230289,3,,,,,POINT (107.3230289 21.0700014)
2533584415,21.0635722,107.3478808,3,,,,,POINT (107.3478808 21.0635722)
2533584486,21.0775957,107.3424949,3,,,,,POINT (107.3424949 21.0775957)
2533584489,21.0696625,107.3233249,3,,,,,POINT (107.3233249 21.0696625)
2533584522,21.0892801,107.318602,3,,,,,POINT (107.318602 21.0892801)
2533584546,21.071089,107.3214358,3,,,,,POINT (107.3214358 21.071089)
2592108471,21.0699664,107.3240734,3,,,,,POINT (107.3240734 21.0699664)
2592108579,21.071871,107.3201613,3,,,,,POINT (107.3201613 21.071871)
2809955855,21.0561857,107.4098805,3,,,,,POINT (107.4098805 21.0561857)
2809955870,21.0830911,107.4364211,3,,,,,POINT (107.4364211 21.0830911)
2809955889,21.0794483,107.4347985,3,,,,,POINT (107.4347985 21.0794483)
2809955896,21.0877443,107.443762,3,,,,,POINT (107.443762 21.0877443)
2809955897,21.0882646,107.4451645,3,,,,,POINT (107.4451645 21.0882646)
2809955898,21.0709971,107.4212775,3,,,,,POINT (107.4212775 21.0709971)
2809956901,21.0545474,107.411711,3,,,,,POINT (107.411711 21.0545474)
2809956903,21.0570838,107.4170849,1,,,,,POINT (107.4170849 21.0570838)
2809956908,21.0578686,107.4159718,3,,,,,POINT (107.4159718 21.0578686)
2809956909,21.0548058,107.4114295,3,,,,,POINT (107.4114295 21.0548058)
2809956910,21.0573183,107.4089836,4,,,,,POINT (107.4089836 21.0573183)
2809956918,21.0596087,107.4113611,3,,,,,POINT (107.4113611 21.0596087)
2809956920,21.060006,107.4102844,4,,,,,POINT (107.4102844 21.060006)
2809956925,21.0730804,107.4229914,3,,,,,POINT (107.4229914 21.0730804)
2809956935,21.0530162,107.4133004,1,,,,,POINT (107.4133004 21.0530162)
2809956944,21.055533,107.4044506,3,,,,,POINT (107.4044506 21.055533)
2809956946,21.0814626,107.4372611,3,,,,,POINT (107.4372611 21.0814626)
2809956952,21.0790355,107.435174,3,,,,,POINT (107.435174 21.0790355)
2809956953,21.052423,107.4045858,1,,,,,POINT (107.4045858 21.052423)
2809956954,21.0815181,107.4373269,3,,,,,POINT (107.4373269 21.0815181)
2809956959,21.0552013,107.4058949,3,,,,,POINT (107.4058949 21.0552013)
2809956964,21.0674799,107.4173024,3,,,,,POINT (107.4173024 21.0674799)
2809956965,21.0565843,107.4074024,3,,,,,POINT (107.4074024 21.0565843)
2809956970,21.0606293,107.4118238,1,,,,,POINT (107.4118238 21.0606293)
2809956973,21.0771643,107.4318262,3,,,,,POINT (107.4318262 21.0771643)
2809956985,21.0931729,107.4483844,3,,,,,POINT (107.4483844 21.0931729)
2809956986,21.0550573,107.4045399,3,,,,,POINT (107.4045399 21.0550573)
2809956987,21.054943,107.4031507,3,,,,,POINT (107.4031507 21.054943)
2809956991,21.0625766,107.4121016,3,,,,,POINT (107.4121016 21.0625766)
2809956995,21.0555461,107.4057485,3,,,,,POINT (107.4057485 21.0555461)
2809956999,21.0768293,107.4382155,1,,,,,POINT (107.4382155 21.0768293)
2809957000,21.0787727,107.4362294,3,,,,,POINT (107.4362294 21.0787727)
2809957004,21.0873179,107.4434339,4,,,,,POINT (107.4434339 21.0873179)
2809957011,21.0591838,107.411958,1,,,,,POINT (107.411958 21.0591838)
2809957013,21.054966,107.4087165,3,,,,,POINT (107.4087165 21.054966)
2809957022,21.0679292,107.4184678,3,,,,,POINT (107.4184678 21.0679292)
2809957030,21.077654,107.4357319,3,,,,,POINT (107.4357319 21.077654)
2809957031,21.0617581,107.4130525,3,,,,,POINT (107.4130525 21.0617581)
2809957037,21.0611036,107.4107806,3,,,,,POINT (107.4107806 21.0611036)
2809957042,21.0706974,107.4218379,3,,,,,POINT (107.4218379 21.0706974)
2809957045,21.0547276,107.4046059,3,,,,,POINT (107.4046059 21.0547276)
2809957047,21.0634301,107.4131034,3,,,,,POINT (107.4131034 21.0634301)
2809957048,21.0543203,107.4119645,4,,,,,POINT (107.4119645 21.0543203)
2809957053,21.0559896,107.4055845,3,,,,,POINT (107.4055845 21.0559896)
2809957062,21.0825926,107.438791,3,,,,,POINT (107.438791 21.0825926)
2809957081,21.0617404,107.4111592,3,,,,,POINT (107.4111592 21.0617404)
2809957095,21.0597196,107.4136275,3,,,,,POINT (107.4136275 21.0597196)
2809957096,21.0563728,107.4075632,3,,,,,POINT (107.4075632 21.0563728)
2809957100,21.0900083,107.4454177,3,,,,,POINT (107.4454177 21.0900083)
2809957104,21.0887301,107.4445242,3,,,,,POINT (107.4445242 21.0887301)
2809957105,21.0839517,107.4404715,3,,,,,POINT (107.4404715 21.0839517)
2809957106,21.0598077,107.4110232,3,,,,,POINT (107.4110232 21.0598077)
2880803109,21.0951106,107.3762189,1,,,,,POINT (107.3762189 21.0951106)
2880803124,21.1219911,107.3605724,3,,,,,POINT (107.3605724 21.1219911)
2880803147,21.1293857,107.3507834,3,,,,,POINT (107.3507834 21.1293857)
2880803167,21.1228552,107.3598253,3,,,,,POINT (107.3598253 21.1228552)
2880803357,21.115852,107.3682306,3,,,,,POINT (107.3682306 21.115852)
2880803367,21.1135713,107.3680958,3,,,,,POINT (107.3680958 21.1135713)
3149213259,21.004654,107.3016895,3,,,,,POINT (107.3016895 21.004654)
3149213265,21.0033598,107.3209113,3,,,,,POINT (107.3209113 21.0033598)
3195150932,21.0052077,107.2984887,4,,,,,POINT (107.2984887 21.0052077)
3195150958,21.0043123,107.3086946,3,,,,,POINT (107.3086946 21.0043123)
3195150969,21.004562,107.3030837,3,,,,,POINT (107.3030837 21.004562)
3197308765,21.0055398,107.2956019,3,,,,,POINT (107.2956019 21.0055398)
3203320769,21.0035016,107.3187747,3,,,,,POINT (107.3187747 21.0035016)
3203320799,21.0033292,107.3227535,3,,,,,POINT (107.3227535 21.0033292)
3203320800,21.0049351,107.3227464,3,,,,,POINT (107.3227464 21.0049351)
3203320829,21.0091142,107.3330139,3,,,,,POINT (107.3330139 21.0091142)
3203320839,21.0048433,107.3008695,3,,,,,POINT (107.3008695 21.0048433)
3203320852,21.004089,107.3122368,3,,,,,POINT (107.3122368 21.004089)
3203326381,21.0044118,107.3087098,3,,,,,POINT (107.3087098 21.0044118)
3203326382,21.009058,107.3406552,3,,,,,POINT (107.3406552 21.009058)
3203326384,21.0046636,107.3030811,4,,,,,POINT (107.3030811 21.0046636)
3203326386,21.0097395,107.3372615,3,,,,,POINT (107.3372615 21.0097395)
3203326405,21.003534,107.3183555,3,,,,,POINT (107.3183555 21.003534)
3203326429,21.00362,107.318366,3,,,,,POINT (107.318366 21.00362)
3203333238,21.0100807,107.3367302,3,,,,,POINT (107.3367302 21.0100807)
3203333247,21.0035053,107.3262695,3,,,,,POINT (107.3262695 21.0035053)
3203333248,21.013665,107.3289021,3,,,,,POINT (107.3289021 21.013665)
3203333253,21.0072738,107.3270701,3,,,,,POINT (107.3270701 21.0072738)
3203333255,21.0104708,107.3357522,3,,,,,POINT (107.3357522 21.0104708)
3203333698,21.0096766,107.3369657,4,,,,,POINT (107.3369657 21.0096766)
3724371248,21.0119326,107.3576731,3,,,,,POINT (107.3576731 21.0119326)
3724371265,21.0132295,107.3573139,3,,,,,POINT (107.3573139 21.0132295)
3724371736,21.0225888,107.3547653,3,,,,,POINT (107.3547653 21.0225888)
3724371799,21.0281584,107.3673175,4,,,,,POINT (107.3673175 21.0281584)
3724371806,21.0285152,107.3670241,3,,,,,POINT (107.3670241 21.0285152)
3724371927,21.0296166,107.3660946,3,,,,,POINT (107.3660946 21.0296166)
3724371934,21.0298631,107.3682383,1,,,,,POINT (107.3682383 21.0298631)
3724371940,21.030148,107.3656293,4,,,,,POINT (107.3656293 21.030148)
3724371956,21.0315609,107.3669142,1,,,,,POINT (107.3669142 21.0315609)
3724371960,21.031152,107.3647312,3,,,,,POINT (107.3647312 21.031152)
3724371975,21.0316982,107.3636694,3,,,,,POINT (107.3636694 21.0316982)
3724371986,21.0322094,107.3659698,1,,,,,POINT (107.3659698 21.0322094)
3724372004,21.0327246,107.3652168,1,,,,,POINT (107.3652168 21.0327246)
3724372007,21.0327798,107.3654288,1,,,,,POINT (107.3654288 21.0327798)
3724372015,21.0330957,107.3595038,3,,,,,POINT (107.3595038 21.0330957)
3724372018,21.0331954,107.364592,3,,,,,POINT (107.364592 21.0331954)
3724372019,21.0332053,107.3629047,3,,,,,POINT (107.3629047 21.0332053)
3724372129,21.0334078,107.3599362,4,,,,,POINT (107.3599362 21.0334078)
3724372130,21.0334249,107.3592597,3,,,,,POINT (107.3592597 21.0334249)
3724372137,21.0336011,107.364758,3,,,,,POINT (107.364758 21.0336011)
3724372146,21.0337985,107.3644636,3,,,,,POINT (107.3644636 21.0337985)
3724372166,21.0341064,107.3649648,4,,,,,POINT (107.3649648 21.0341064)
3724372204,21.0355819,107.3651275,3,,,,,POINT (107.3651275 21.0355819)
3724372345,21.0371363,107.3610182,3,,,,,POINT (107.3610182 21.0371363)
3724372348,21.0348872,107.3646588,4,,,,,POINT (107.3646588 21.0348872)
3724372351,21.0371738,107.3661094,1,,,,,POINT (107.3661094 21.0371738)
3724372353,21.0371874,107.3600697,3,,,,,POINT (107.3600697 21.0371874)
3724372358,21.0372777,107.3601658,3,,,,,POINT (107.3601658 21.0372777)
3724547639,20.9997366,107.3443383,3,,,,,POINT (107.3443383 20.9997366)
3724547650,21.0029458,107.3438177,3,,,,,POINT (107.3438177 21.0029458)
3724547667,21.003564,107.345768,1,,,,,POINT (107.345768 21.003564)
3724547677,21.0036817,107.3451637,3,,,,,POINT (107.3451637 21.0036817)
3724547682,21.0037419,107.3461815,1,,,,,POINT (107.3461815 21.0037419)
3724547683,21.0037458,107.3463254,3,,,,,POINT (107.3463254 21.0037458)
3724547700,21.0042272,107.3459234,1,,,,,POINT (107.3459234 21.0042272)
3724547707,21.0041779,107.3433237,3,,,,,POINT (107.3433237 21.0041779)
3724547708,21.0041988,107.3482697,3,,,,,POINT (107.3482697 21.0041988)
3724547731,21.0044256,107.3471916,1,,,,,POINT (107.3471916 21.0044256)
3724547735,21.004448,107.3482463,3,,,,,POINT (107.3482463 21.004448)
3724547738,21.0045108,107.3458742,3,,,,,POINT (107.3458742 21.0045108)
3724547741,21.0045321,107.3487037,3,,,,,POINT (107.3487037 21.0045321)
3724547746,21.0045215,107.3433652,3,,,,,POINT (107.3433652 21.0045215)
3724547777,21.0046516,107.3405967,3,,,,,POINT (107.3405967 21.0046516)
3724547779,21.0046947,107.3368175,1,,,,,POINT (107.3368175 21.0046947)
3724547780,21.0046669,107.3376831,3,,,,,POINT (107.3376831 21.0046669)
3724547786,21.0047306,107.3434699,3,,,,,POINT (107.3434699 21.0047306)
3724547800,21.0049082,107.3481679,4,,,,,POINT (107.3481679 21.0049082)
3724547802,21.0048922,107.3497538,1,,,,,POINT (107.3497538 21.0048922)
3724547804,21.0049048,107.3483536,3,,,,,POINT (107.3483536 21.0049048)
3724547824,21.005027,107.3458696,3,,,,,POINT (107.3458696 21.005027)
3724547829,21.0050419,107.3377321,3,,,,,POINT (107.3377321 21.0050419)
3724547832,21.005098,107.3438099,3,,,,,POINT (107.3438099 21.005098)
3724547840,21.0052023,107.3455243,1,,,,,POINT (107.3455243 21.0052023)
3724547851,21.0052778,107.3440175,4,,,,,POINT (107.3440175 21.0052778)
3724547879,21.0054831,107.3425037,3,,,,,POINT (107.3425037 21.0054831)
3724547898,21.0056433,107.3413994,3,,,,,POINT (107.3413994 21.0056433)
3724547914,21.0057693,107.3413433,1,,,,,POINT (107.3413433 21.0057693)
3724547931,21.0059416,107.3401416,3,,,,,POINT (107.3401416 21.0059416)
3724547947,21.006099,107.3391633,1,,,,,POINT (107.3391633 21.006099)
3724547948,21.0061106,107.3380627,4,,,,,POINT (107.3380627 21.0061106)
3724547949,21.0061262,107.3527109,1,,,,,POINT (107.3527109 21.0061262)
3724547964,21.0062745,107.3526034,4,,,,,POINT (107.3526034 21.0062745)
3724547969,21.0063542,107.3426335,3,,,,,POINT (107.3426335 21.0063542)
3724547970,21.0063252,107.351718,1,,,,,POINT (107.351718 21.0063252)
3724547971,21.0063255,107.3514486,1,,,,,POINT (107.3514486 21.0063255)
3724547982,21.0064332,107.3423943,3,,,,,POINT (107.3423943 21.0064332)
3724547990,21.0065081,107.3420515,1,,,,,POINT (107.3420515 21.0065081)
3724547992,21.0065183,107.3458065,3,,,,,POINT (107.3458065 21.0065183)
3724548004,21.0066675,107.3428093,3,,,,,POINT (107.3428093 21.0066675)
3724548006,21.0066778,107.352311,3,,,,,POINT (107.352311 21.0066778)
3724548021,21.0067432,107.3456865,3,,,,,POINT (107.3456865 21.0067432)
3724548029,21.0068015,107.3425504,4,,,,,POINT (107.3425504 21.0068015)
3724548030,21.006839,107.3535091,3,,,,,POINT (107.3535091 21.006839)
3724548041,21.0068694,107.3422766,1,,,,,POINT (107.3422766 21.0068694)
3724548045,21.0069688,107.336793,3,,,,,POINT (107.336793 21.0069688)
3724548048,21.0069619,107.3400351,3,,,,,POINT (107.3400351 21.0069619)
3724548052,21.0069962,107.3452229,3,,,,,POINT (107.3452229 21.0069962)
3724548069,21.0070469,107.3434819,1,,,,,POINT (107.3434819 21.0070469)
3724548072,21.0071281,107.3509764,3,,,,,POINT (107.3509764 21.0071281)
3724548084,21.0071851,107.3432567,3,,,,,POINT (107.3432567 21.0071851)
3724548085,21.0072406,107.3532524,3,,,,,POINT (107.3532524 21.0072406)
3724548086,21.0072481,107.3431254,3,,,,,POINT (107.3431254 21.0072481)
3724548102,21.0073371,107.3402967,1,,,,,POINT (107.3402967 21.0073371)
3724548115,21.0074128,107.3414083,1,,,,,POINT (107.3414083 21.0074128)
3724548123,21.0073791,107.3428231,4,,,,,POINT (107.3428231 21.0073791)
3724548135,21.0075271,107.339814,3,,,,,POINT (107.339814 21.0075271)
3724548145,21.0075317,107.3422124,4,,,,,POINT (107.3422124 21.0075317)
3724548147,21.0075182,107.340585,3,,,,,POINT (107.340585 21.0075182)
3724548148,21.0075715,107.3402712,3,,,,,POINT (107.3402712 21.0075715)
3724548150,21.0076048,107.3414206,3,,,,,POINT (107.3414206 21.0076048)
3724548152,21.0076564,107.3406004,3,,,,,POINT (107.3406004 21.0076564)
3724548153,21.0076226,107.3410403,4,,,,,POINT (107.3410403 21.0076226)
3724548155,21.0075809,107.3376443,3,,,,,POINT (107.3376443 21.0075809)
3724548157,21.0076053,107.3399323,1,,,,,POINT (107.3399323 21.0076053)
3724548165,21.0077128,107.3414276,3,,,,,POINT (107.3414276 21.0077128)
3724548174,21.0078538,107.3406204,3,,,,,POINT (107.3406204 21.0078538)
3724548175,21.0078601,107.3402723,4,,,,,POINT (107.3402723 21.0078601)
3724548176,21.0078662,107.3399317,3,,,,,POINT (107.3399317 21.0078662)
3724548180,21.0079336,107.34104,1,,,,,POINT (107.34104 21.0079336)
3724548195,21.008123,107.3490721,1,,,,,POINT (107.3490721 21.008123)
3724548196,21.0081078,107.3406253,3,,,,,POINT (107.3406253 21.0081078)
3724548198,21.0081133,107.3402748,3,,,,,POINT (107.3402748 21.0081133)
3724548199,21.008117,107.33993,3,,,,,POINT (107.33993 21.008117)
3724548210,21.0082498,107.3506289,1,,,,,POINT (107.3506289 21.0082498)
3724548212,21.0082615,107.3442143,3,,,,,POINT (107.3442143 21.0082615)
3724548222,21.0084525,107.336417,1,,,,,POINT (107.336417 21.0084525)
3724548235,21.0086155,107.3510344,1,,,,,POINT (107.3510344 21.0086155)
3724548238,21.0086476,107.3434534,3,,,,,POINT (107.3434534 21.0086476)
3724548239,21.0087223,107.3434838,3,,,,,POINT (107.3434838 21.0087223)
3724548250,21.0089893,107.3397738,3,,,,,POINT (107.3397738 21.0089893)
3724548252,21.0089894,107.3415097,3,,,,,POINT (107.3415097 21.0089894)
3724548254,21.0090166,107.3392592,3,,,,,POINT (107.3392592 21.0090166)
3724548265,21.0092219,107.3388085,3,,,,,POINT (107.3388085 21.0092219)
3724548270,21.0093768,107.3381465,3,,,,,POINT (107.3381465 21.0093768)
3724548272,21.0095131,107.3380252,3,,,,,POINT (107.3380252 21.0095131)
3724548274,21.0095414,107.3376817,3,,,,,POINT (107.3376817 21.0095414)
3724548277,21.0096378,107.3376444,3,,,,,POINT (107.3376444 21.0096378)
3724548316,21.0113622,107.3385699,3,,,,,POINT (107.3385699 21.0113622)
3724548338,21.0119332,107.3416262,3,,,,,POINT (107.3416262 21.0119332)
3724548347,21.0121357,107.3389368,3,,,,,POINT (107.3389368 21.0121357)
3724548348,21.0121726,107.3410326,3,,,,,POINT (107.3410326 21.0121726)
3724548356,21.0123815,107.339771,3,,,,,POINT (107.339771 21.0123815)
3724548358,21.0123429,107.3390896,3,,,,,POINT (107.3390896 21.0123429)
3724548363,21.0124156,107.3397895,3,,,,,POINT (107.3397895 21.0124156)
3724548367,21.0124997,107.3430411,3,,,,,POINT (107.3430411 21.0124997)
3724548391,21.0133171,107.3427168,3,,,,,POINT (107.3427168 21.0133171)
3724548404,21.0138326,107.3392115,3,,,,,POINT (107.3392115 21.0138326)
3724548418,21.0152141,107.3437302,1,,,,,POINT (107.3437302 21.0152141)
3724548419,21.0153338,107.3393868,3,,,,,POINT (107.3393868 21.0153338)
3724548437,21.0303283,107.365874,3,,,,,POINT (107.365874 21.0303283)
3724548438,21.0303897,107.3671056,3,,,,,POINT (107.3671056 21.0303897)
3724548439,21.0307076,107.3667099,3,,,,,POINT (107.3667099 21.0307076)
3724548440,21.0310132,107.3653599,1,,,,,POINT (107.3653599 21.0310132)
3724548441,21.0308277,107.3664977,3,,,,,POINT (107.3664977 21.0308277)
3724548442,21.0316062,107.3672282,1,,,,,POINT (107.3672282 21.0316062)
3724548457,21.0331293,107.3544773,1,,,,,POINT (107.3544773 21.0331293)
3724548460,21.033877,107.3560641,1,,,,,POINT (107.3560641 21.033877)
3724548461,21.033926,107.3556867,3,,,,,POINT (107.3556867 21.033926)
3724548467,21.0341133,107.3550896,1,,,,,POINT (107.3550896 21.0341133)
3724548473,21.0345704,107.3563058,3,,,,,POINT (107.3563058 21.0345704)
3724548474,21.0346096,107.3563641,3,,,,,POINT (107.3563641 21.0346096)
3724548486,21.0351046,107.3558996,3,,,,,POINT (107.3558996 21.0351046)
3724548653,21.0367732,107.3613249,1,,,,,POINT (107.3613249 21.0367732)
4380093687,21.0352619,107.3584474,3,,,,,POINT (107.3584474 21.0352619)
4631972697,21.1998414,107.3322668,3,,,,,POINT (107.3322668 21.1998414)
4631973055,21.2181025,107.3689929,3,,,,,POINT (107.3689929 21.2181025)
4631973077,21.2207936,107.3662519,3,,,,,POINT (107.3662519 21.2207936)
4632192353,21.1235151,107.3455845,3,,,,,POINT (107.3455845 21.1235151)
4820446532,21.0094681,107.3376421,3,,,,,POINT (107.3376421 21.0094681)
4820446534,21.0096161,107.3369403,4,,,,,POINT (107.3369403 21.0096161)
4820446537,21.0093783,107.3362977,4,,,,,POINT (107.3362977 21.0093783)
4820446543,21.0070268,107.3339944,4,,,,,POINT (107.3339944 21.0070268)
4820446548,21.0080911,107.3336094,3,,,,,POINT (107.3336094 21.0080911)
4820446558,21.0110486,107.3287567,1,,,,,POINT (107.3287567 21.0110486)
4820446559,21.0098643,107.3289176,3,,,,,POINT (107.3289176 21.0098643)
4820446562,21.0076046,107.3292502,3,,,,,POINT (107.3292502 21.0076046)
4820446578,21.0045158,107.3295195,3,,,,,POINT (107.3295195 21.0045158)
4820446588,21.0065203,107.331514,3,,,,,POINT (107.331514 21.0065203)
4820446589,21.006782,107.3317158,3,,,,,POINT (107.3317158 21.006782)
4820446595,21.0082434,107.3334194,3,,,,,POINT (107.3334194 21.0082434)
4820446597,21.0085347,107.3341662,3,,,,,POINT (107.3341662 21.0085347)
4820446610,21.0165101,107.3267732,3,,,,,POINT (107.3267732 21.0165101)
4820446612,21.017474,107.327551,3,,,,,POINT (107.327551 21.017474)
4820446614,21.0112136,107.3063394,1,,,,,POINT (107.3063394 21.0112136)
4820446665,21.0060133,107.3267559,3,,,,,POINT (107.3267559 21.0060133)
4820446666,21.005885,107.3247079,3,,,,,POINT (107.3247079 21.005885)
4820446673,21.0067664,107.3249634,3,,,,,POINT (107.3249634 21.0067664)
4820446695,21.0115269,107.3254884,3,,,,,POINT (107.3254884 21.0115269)
4820446697,21.012268,107.3255448,3,,,,,POINT (107.3255448 21.012268)
4820446705,21.0141741,107.3257271,1,,,,,POINT (107.3257271 21.0141741)
4820446718,21.0131657,107.3303392,4,,,,,POINT (107.3303392 21.0131657)
4820446731,21.0145966,107.3310071,3,,,,,POINT (107.3310071 21.0145966)
4820446750,21.0164056,107.3323844,3,,,,,POINT (107.3323844 21.0164056)
4820446754,21.0168606,107.3323844,3,,,,,POINT (107.3323844 21.0168606)
4820446763,21.0133541,107.3296793,4,,,,,POINT (107.3296793 21.0133541)
4820446764,21.0128784,107.3315237,3,,,,,POINT (107.3315237 21.0128784)
4820446768,21.0147845,107.334588,3,,,,,POINT (107.334588 21.0147845)
4820446769,21.0148601,107.3344939,3,,,,,POINT (107.3344939 21.0148601)
4820446771,21.0151844,107.3333231,3,,,,,POINT (107.3333231 21.0151844)
4820446772,21.0146059,107.3366565,3,,,,,POINT (107.3366565 21.0146059)
4820446778,21.0152686,107.3368475,4,,,,,POINT (107.3368475 21.0152686)
4820446779,21.0153214,107.3367416,3,,,,,POINT (107.3367416 21.0153214)
4820446784,21.0158376,107.3350397,4,,,,,POINT (107.3350397 21.0158376)
4820446785,21.0122478,107.3364788,3,,,,,POINT (107.3364788 21.0122478)
4820446804,21.014128,107.3366272,4,,,,,POINT (107.3366272 21.014128)
4820446813,21.0155499,107.3369066,3,,,,,POINT (107.3369066 21.0155499)
4820446817,21.0157953,107.3371802,3,,,,,POINT (107.3371802 21.0157953)
4820446818,21.0160031,107.3372445,1,,,,,POINT (107.3372445 21.0160031)
4820446823,21.0133916,107.3336212,3,,,,,POINT (107.3336212 21.0133916)
4820446834,21.0150229,107.333869,3,,,,,POINT (107.333869 21.0150229)
4820446860,21.0136156,107.3384386,3,,,,,POINT (107.3384386 21.0136156)
4820446934,21.0107817,107.3325395,3,,,,,POINT (107.3325395 21.0107817)
4820446942,21.0120474,107.3289451,3,,,,,POINT (107.3289451 21.0120474)
4820446944,21.011248,107.3325594,3,,,,,POINT (107.3325594 21.011248)
4820446948,21.0123937,107.3325939,4,yes,,,,POINT (107.3325939 21.0123937)
4820446954,21.0131785,107.3333238,3,,,,,POINT (107.3333238 21.0131785)
4820446959,21.0145462,107.3349868,3,,,,,POINT (107.3349868 21.0145462)
4820446960,21.0126793,107.3366645,1,,,,,POINT (107.3366645 21.0126793)
4820446987,21.0085955,107.336014,1,,,,,POINT (107.336014 21.0085955)
4820446992,21.0094629,107.3362843,3,,,,,POINT (107.3362843 21.0094629)
4820446997,21.0089628,107.3423471,3,,,,,POINT (107.3423471 21.0089628)
4820447223,21.0014667,107.3312357,3,,,,,POINT (107.3312357 21.0014667)
4820447239,21.0021813,107.3262951,3,,,,,POINT (107.3262951 21.0021813)
4820447240,21.0026652,107.3263014,1,,,,,POINT (107.3263014 21.0026652)
4887498236,21.2284098,107.3358531,3,,,,,POINT (107.3358531 21.2284098)
4887498246,21.2237645,107.3358726,3,,,,,POINT (107.3358726 21.2237645)
4887498249,21.2259417,107.3356614,3,,,,,POINT (107.3356614 21.2259417)
4887498256,21.2283153,107.3337957,3,,,,,POINT (107.3337957 21.2283153)
4888822813,21.1448651,107.3521462,3,,,,,POINT (107.3521462 21.1448651)
4888826436,21.1441918,107.3524087,3,,,,,POINT (107.3524087 21.1441918)
4888826457,21.146889,107.3639634,3,,,,,POINT (107.3639634 21.146889)
