vehicle_id,brand,model,engine_type,cc_battery,horsepower,top_speed_kmh,accel_0_100,torque,fuel_type,seats,color,price_usd,vehicle_category,vehicle_type
CAR_0456,Volkswagen,Id. Buzz Cargo,Electric,77 kWh,204.0,145.0,10.2 sec,310 Nm,Electric,3.0,Orange,55000.0,Mid-Range,car
CAR_0457,Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462.0,250.0,5.1 sec,700 Nm,Hybrid,5.0,Orange,70000.0,Luxury,car
CAR_0458,Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150.0,190.0,9.4 sec,350 Nm,Hybrid,7.0,Yellow,50000.0,Mid-Range,car
CAR_0459,Volkswagen,Polo Bluemotion,1.2L Diesel I3,1199 cc,75.0,190.0,10.5 sec,250 Nm,Diesel,5.0,Green,22000.0,Budget,car
CAR_0460,Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130.0,210.0,8.9 sec,250 Nm,Petrol,5.0,Brown,30000.0,Mid-Range,car
CAR_0461,Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147.0,210.0,7.1 sec,350 Nm,Petrol,5.0,Grey,35000.0,Mid-Range,car
CAR_0462,Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147.0,210.0,7.1 sec,350 Nm,Petrol,5.0,Yellow,35000.0,Mid-Range,car
CAR_0463,Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147.0,210.0,7.1 sec,350 Nm,Petrol,5.0,Orange,35000.0,Mid-Range,car
CAR_0464,Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,280.0,250.0,5.5 sec,350 Nm,Petrol,4.0,Blue,40000.0,Mid-Range,car
CAR_0465,Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984 cc,184.0,215.0,7.6 sec,320 Nm,Petrol,7.0,Orange,35000.0,Mid-Range,car
CAR_0466,Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984 cc,184.0,215.0,7.6 sec,320 Nm,Petrol,7.0,Blue,35000.0,Mid-Range,car
CAR_0467,Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984 cc,184.0,215.0,7.6 sec,320 Nm,Petrol,7.0,Black,35000.0,Mid-Range,car
CAR_0468,Volkswagen,Arteon 4Motion,2.0L Turbo I4,1984 cc,190.0,250.0,5.6 sec,350 Nm,Petrol,5.0,Red,48000.0,Mid-Range,car
CAR_0469,Volkswagen,Id.4 Gtx,Electric AWD,77 kWh,299.0,180.0,6.2 sec,460 Nm,Electric,5.0,White,50000.0,Mid-Range,car
CAR_0470,Volkswagen,Id.3 Pro,Electric,58 kWh,204.0,160.0,7.3 sec,310 Nm,Electric,5.0,Grey,35000.0,Mid-Range,car
CAR_0471,Volkswagen,Id.3 Pro,Electric,58 kWh,204.0,160.0,7.3 sec,310 Nm,Electric,5.0,Silver,35000.0,Mid-Range,car
CAR_0472,Volkswagen,Id.3 Pro,Electric,58 kWh,204.0,160.0,7.3 sec,310 Nm,Electric,5.0,Brown,35000.0,Mid-Range,car
CAR_0473,Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,1498 cc / 1968 cc,130.0,220.0,7.5 sec,320 Nm,Petrol,5.0,Orange,32000.0,Mid-Range,car
CAR_0474,Volkswagen,Crafter,2.0L Turbo Diesel I4,1968 cc,102.0,160.0,13.0 sec,410 Nm,Diesel,3.0,Brown,40000.0,Mid-Range,car
CAR_0475,Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,1390 cc / 1199 cc,60.0,170.0,14.3 sec,120 Nm,Petrol,4.0,Blue,15000.0,Budget,car
CAR_0476,Volkswagen,Corrado,2.9L VR6,2861 cc,190.0,235.0,6.4 sec,245 Nm,Petrol,4.0,Black,25000.0,Budget,car
CAR_0477,Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,2967 cc / 5998 cc,240.0,250.0,6.1 sec,560 Nm,Petrol,5.0,Silver,85000.0,Luxury,car
CAR_0478,Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,2967 cc / 5998 cc,240.0,250.0,6.1 sec,560 Nm,Petrol,5.0,White,85000.0,Luxury,car
CAR_0479,Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,2967 cc / 5998 cc,240.0,250.0,6.1 sec,560 Nm,Petrol,5.0,Black,85000.0,Luxury,car
CAR_0480,Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,1197 cc / 1984 cc,105.0,217.0,8.4 sec,200 Nm,Petrol,4.0,Black,30000.0,Mid-Range,car
CAR_0481,Volkswagen,Santana,1.5L I4 Gas,1498 cc,110.0,190.0,12.9 sec,145 Nm,Petrol,5.0,Brown,15000.0,Budget,car
CAR_0482,Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,1390 cc / 1598 cc,85.0,170.0,10.8 sec,132 Nm,Petrol,5.0,Silver,14000.0,Budget,car
CAR_0483,Volkswagen,Karmann Ghia,1.2L I4 Gas,1192 cc,34.0,138.0,23.0 sec,106 Nm,Petrol,2.0,Black,25000.0,Budget,car
CAR_0484,Volkswagen,Karmann Ghia,1.2L I4 Gas,1192 cc,34.0,138.0,23.0 sec,106 Nm,Petrol,2.0,Silver,25000.0,Budget,car
CAR_0485,Volkswagen,Karmann Ghia,1.2L I4 Gas,1192 cc,34.0,138.0,23.0 sec,106 Nm,Petrol,2.0,Green,25000.0,Budget,car
CAR_0486,Volkswagen,Fox,1.2L I4 Gas / 1.4L I4 Gas,1198 cc / 1390 cc,55.0,148.0,17.5 sec,93 Nm,Petrol,5.0,White,12000.0,Budget,car
CAR_0487,Volkswagen,Vento,1.6L I4 Gas / Diesel,1598 cc,105.0,186.0,11.7 sec,153 Nm,Petrol,5.0,Brown,18000.0,Budget,car
CAR_0488,Volkswagen,Golf Electric,Electric,35.8 kWh,136.0,140.0,10.4 sec,290 Nm,Electric,5.0,Black,33000.0,Mid-Range,car
CAR_0489,Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,1598 cc / 1896 cc,100.0,200.0,9.4 sec,220 Nm,Petrol,5.0,Black,20000.0,Budget,car
CAR_0490,Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,1984 cc / 3597 cc,235.0,190.0,8.6 sec,350 Nm,Petrol,7.0,Green,32000.0,Mid-Range,car
CAR_0491,Volkswagen,Taos,1.5L I4 Turbo,1498 cc,158.0,193.0,8.4 sec,250 Nm,Petrol,5.0,White,24000.0,Budget,car
CAR_0492,Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999 cc,82.0,160.0,12.4 sec,95 Nm,Petrol,4.0,White,18000.0,Budget,car
CAR_0493,Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,999 cc / 1498 cc,115.0,205.0,9.6 sec,250 Nm,Petrol,4.0,Brown,35000.0,Mid-Range,car
CAR_0494,Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,999 cc / 1498 cc,115.0,205.0,9.6 sec,250 Nm,Petrol,4.0,Orange,35000.0,Mid-Range,car
CAR_0495,Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,999 cc / 1498 cc,115.0,205.0,9.6 sec,250 Nm,Petrol,4.0,Blue,35000.0,Mid-Range,car
CAR_0496,Volkswagen,Passat Cc,2.0L I4 Turbo,1984 cc,200.0,240.0,7.3 sec,280 Nm,Petrol,5.0,Brown,40000.0,Mid-Range,car
CAR_0497,Volkswagen,Transporter,2.0L I4 Turbo Diesel,1968 cc,102.0,180.0,12.2 sec,340 Nm,Diesel,9.0,Brown,35000.0,Mid-Range,car
CAR_0498,Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,2967 cc,204.0,191.0,7.9 sec,580 Nm,Diesel,5.0,Orange,45000.0,Mid-Range,car
CAR_0499,Volkswagen,Id.2,Electric,~50 kWh (Estimate),170.0,160.0,8.0 sec,220 Nm,Electric,5.0,Green,25000.0,Budget,car
CAR_0500,Volkswagen,Polo Tdi,1.4L I4 Diesel / 1.6L Diesel,1390 cc / 1598 cc,75.0,190.0,9.9 sec,250 Nm,Diesel,5.0,Green,20000.0,Budget,car
CAR_0501,Volkswagen,Golf Gte,Plug-in Hybrid (1.4L I4 Turbo),1395 cc + Electric Motor,204.0,222.0,7.6 sec,350 Nm,Hybrid,5.0,Green,40000.0,Mid-Range,car
CAR_0502,Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956 cc,421.0,250.0,4.9 sec,770 Nm,Petrol,5.0,Blue,70000.0,Luxury,car
CAR_0503,Volkswagen,Beetle Dune,1.4L I4 Turbo,1395 cc,150.0,200.0,7.5 sec,250 Nm,Petrol,4.0,White,30000.0,Mid-Range,car
CAR_0504,Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,1498 cc / 1968 cc,150.0,210.0,8.7 sec,250 Nm,Petrol,5.0,White,28000.0,Budget,car
CAR_0505,Volkswagen,Id.4 Pro S,Electric,77 kWh,201.0,180.0,7.8 sec,310 Nm,Electric,5.0,Brown,45000.0,Mid-Range,car
CAR_0506,Volkswagen,Golf Country,1.8L I4 Gas,1781 cc,98.0,165.0,12.0 sec,170 Nm,Petrol,5.0,Orange,25000.0,Budget,car
CAR_0507,Volkswagen,Jetta Gli,2.0L I4 Turbo,1984 cc,228.0,250.0,6.5 sec,350 Nm,Petrol,5.0,Black,31000.0,Mid-Range,car
CAR_0508,Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,1984 cc,150.0,250.0,5.6 sec,420 Nm,Petrol,5.0,Brown,50000.0,Mid-Range,car
CAR_0509,Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,999 cc / 1498 cc,115.0,200.0,8.5 sec,250 Nm,Petrol,5.0,Grey,27000.0,Budget,car
CAR_0510,Volkswagen,Golf R32,3.2L VR6,3189 cc,240.0,250.0,6.2 sec,320 Nm,Petrol,5.0,Orange,40000.0,Mid-Range,car
CAR_0511,Volkswagen,Golf R32,3.2L VR6,3189 cc,240.0,250.0,6.2 sec,320 Nm,Petrol,5.0,Blue,40000.0,Mid-Range,car
CAR_0512,Volkswagen,Golf R32,3.2L VR6,3189 cc,240.0,250.0,6.2 sec,320 Nm,Petrol,5.0,White,40000.0,Mid-Range,car
CAR_0513,Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,1598 cc / 1984 cc,120.0,220.0,8.5 sec,280 Nm,Petrol,5.0,Brown,26000.0,Budget,car
CAR_0514,Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,1598 cc / 1984 cc,120.0,220.0,8.5 sec,280 Nm,Petrol,5.0,Grey,26000.0,Budget,car
CAR_0515,Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,1598 cc / 1984 cc,120.0,220.0,8.5 sec,280 Nm,Petrol,5.0,Green,26000.0,Budget,car
CAR_0516,Volkswagen,Scirocco 16V,1.8L I4 Gas,1781 cc,137.0,220.0,7.1 sec,230 Nm,Petrol,4.0,Brown,35000.0,Mid-Range,car
CAR_0517,Volkswagen,Polo Bluemotion,1.2L Diesel I3,1199 cc,75.0,190.0,10.5 sec,210 Nm,Diesel,5.0,Green,20000.0,Budget,car
CAR_0518,Volkswagen,Golf Variant Gtd,2.0L Diesel I4,1968 cc,184.0,230.0,7.5 sec,380 Nm,Diesel,5.0,Black,38000.0,Mid-Range,car
CAR_0519,Volkswagen,Golf Variant Gtd,2.0L Diesel I4,1968 cc,184.0,230.0,7.5 sec,380 Nm,Diesel,5.0,Silver,38000.0,Mid-Range,car
CAR_0520,Volkswagen,Golf Variant Gtd,2.0L Diesel I4,1968 cc,184.0,230.0,7.5 sec,380 Nm,Diesel,5.0,Red,38000.0,Mid-Range,car
CAR_0521,Volkswagen,Polo Gti R5,1.6L Turbocharged Rally Engine,1598 cc,272.0,200.0,4.1 sec,400 Nm,Petrol,5.0,Blue,45000.0,Mid-Range,car
CAR_0522,Volkswagen,Polo Gti R5,1.6L Turbocharged Rally Engine,1598 cc,272.0,200.0,4.1 sec,400 Nm,Petrol,5.0,Brown,45000.0,Mid-Range,car
CAR_0523,Volkswagen,Polo Gti R5,1.6L Turbocharged Rally Engine,1598 cc,272.0,200.0,4.1 sec,400 Nm,Petrol,5.0,Black,45000.0,Mid-Range,car
CAR_0524,Volkswagen,Id. Buzz Pro,Electric,77 kWh,204.0,145.0,10.2 sec,310 Nm,Electric,7.0,Silver,60000.0,Mid-Range,car
CAR_0525,Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,170.0,210.0,8.6 sec,250 Nm,Hybrid,5.0,Silver,28000.0,Budget,car
CAR_0526,Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968 cc,150.0,220.0,7.8 sec,320 Nm,Petrol,5.0,White,35000.0,Mid-Range,car
CAR_0527,Volkswagen,Volkswagen Xl1,Plug-in Hybrid (0.8L I2 Diesel),800 cc + Electric Motor,68.0,160.0,11.9 sec,140 Nm,Hybrid,2.0,Grey,150000.0,Ultra-Luxury,car
CAR_0528,Volkswagen,Golf Tdi,2.0L Diesel I4,1968 cc,150.0,220.0,8.0 sec,350 Nm,Diesel,5.0,Blue,28000.0,Budget,car
CAR_0529,Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,1498 cc / 1968 cc,150.0,220.0,8.5 sec,280 Nm,Petrol,5.0,Brown,30000.0,Mid-Range,car
CAR_0530,Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,1498 cc / 1968 cc,150.0,220.0,8.5 sec,280 Nm,Petrol,5.0,White,30000.0,Mid-Range,car
CAR_0531,Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,1498 cc / 1968 cc,150.0,220.0,8.5 sec,280 Nm,Petrol,5.0,Black,30000.0,Mid-Range,car
CAR_0532,Volkswagen,Polo Gti Clubsport,2.0L I4 Turbo,1984 cc,300.0,240.0,6.7 sec,320 Nm,Petrol,5.0,Silver,30000.0,Mid-Range,car
CAR_0533,Volkswagen,Id.3 Gtx,Electric,77 kWh,299.0,180.0,6.2 sec,310 Nm,Electric,5.0,Red,45000.0,Mid-Range,car
CAR_0534,Volkswagen,Arteon R-Line,2.0L I4 Turbo,1984 cc,190.0,250.0,5.6 sec,420 Nm,Petrol,5.0,Green,50000.0,Mid-Range,car
CAR_0535,Volkswagen,Golf Tgi,1.5L I4 CNG,1498 cc,130.0,220.0,8.8 sec,200 Nm,Petrol,5.0,Grey,30000.0,Mid-Range,car
CAR_0536,Volkswagen,Golf Tgi,1.5L I4 CNG,1498 cc,130.0,220.0,8.8 sec,200 Nm,Petrol,5.0,Orange,30000.0,Mid-Range,car
CAR_0537,Volkswagen,Golf Tgi,1.5L I4 CNG,1498 cc,130.0,220.0,8.8 sec,200 Nm,Petrol,5.0,White,30000.0,Mid-Range,car
CAR_0538,Volkswagen,Scirocco Gts,2.0L I4 Turbo,1984 cc,220.0,246.0,6.5 sec,350 Nm,Petrol,4.0,Green,35000.0,Mid-Range,car
CAR_0539,Volkswagen,Scirocco Gts,2.0L I4 Turbo,1984 cc,220.0,246.0,6.5 sec,350 Nm,Petrol,4.0,White,35000.0,Mid-Range,car
CAR_0540,Volkswagen,Scirocco Gts,2.0L I4 Turbo,1984 cc,220.0,246.0,6.5 sec,350 Nm,Petrol,4.0,Red,35000.0,Mid-Range,car
CAR_0541,Volkswagen,Caddy Maxi,2.0L Diesel I4,1968 cc,122.0,180.0,12.0 sec,250 Nm,Diesel,7.0,Yellow,25000.0,Budget,car
CAR_0542,Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199 cc,61.0,165.0,14.5 sec,140 Nm,Diesel,4.0,Brown,20000.0,Budget,car
CAR_0543,Volkswagen,Polo Beats,1.0L I3 Turbo,999 cc,95.0,187.0,9.5 sec,175 Nm,Petrol,5.0,Grey,22000.0,Budget,car
CAR_0544,Volkswagen,Polo Beats,1.0L I3 Turbo,999 cc,95.0,187.0,9.5 sec,175 Nm,Petrol,5.0,Silver,22000.0,Budget,car
CAR_0545,Volkswagen,Polo Beats,1.0L I3 Turbo,999 cc,95.0,187.0,9.5 sec,175 Nm,Petrol,5.0,Red,22000.0,Budget,car
CAR_0546,Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,215.0,210.0,7.4 sec,330 Nm,Hybrid,5.0,Blue,32000.0,Mid-Range,car
CAR_0547,Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,215.0,210.0,7.4 sec,330 Nm,Hybrid,5.0,White,32000.0,Mid-Range,car
CAR_0548,Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,215.0,210.0,7.4 sec,330 Nm,Hybrid,5.0,Black,32000.0,Mid-Range,car
CAR_0549,Volkswagen,Golf Tcr,2.0L I4 Turbo,1984 cc,290.0,250.0,5.6 sec,370 Nm,Petrol,5.0,Green,40000.0,Mid-Range,car
CAR_0550,Volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984 cc,190.0,250.0,4.9 sec,420 Nm,Petrol,5.0,Grey,45000.0,Mid-Range,car
CAR_0551,Volkswagen,Sharan Business,2.0L Diesel I4,1968 cc,150.0,200.0,8.3 sec,350 Nm,Diesel,7.0,Green,35000.0,Mid-Range,car
CAR_0552,Volkswagen,Id. Buzz Cargo Pro,Electric,77 kWh,204.0,145.0,10.2 sec,310 Nm,Electric,2.0,Yellow,55000.0,Mid-Range,car
CAR_0553,Volkswagen,Arteon 280 Tsi,2.0L I4 Turbo,1984 cc,280.0,250.0,5.6 sec,350 Nm,Petrol,5.0,Blue,50000.0,Mid-Range,car
CAR_0554,Volkswagen,Jetta Gli 35Th,2.0L I4 Turbo,1984 cc,228.0,250.0,6.5 sec,350 Nm,Petrol,5.0,Green,31000.0,Mid-Range,car
CAR_0555,Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984 cc,174.0,205.0,7.0 sec,250 Nm,Petrol,4.0,Black,25000.0,Budget,car
CAR_0556,Volkswagen,Golf Variant Tdi,2.0L Diesel I4,1968 cc,150.0,220.0,7.8 sec,350 Nm,Diesel,5.0,Yellow,30000.0,Mid-Range,car
CAR_0557,Volkswagen,Golf 4Motion,2.0L Diesel I4,1968 cc,150.0,250.0,4.9 sec,400 Nm,Petrol,5.0,Green,40000.0,Mid-Range,car
CAR_0558,Volkswagen,Jetta Sportwagen,1.4L I4 Turbo / 2.0L Diesel I4,1395 cc / 1968 cc,147.0,200.0,8.5 sec,250 Nm,Petrol,5.0,White,27000.0,Budget,car
CAR_0559,Volkswagen,Polo Gti Plus,2.0L I4 Turbo,1984 cc,207.0,237.0,6.7 sec,320 Nm,Petrol,5.0,Blue,30000.0,Mid-Range,car
CAR_0560,Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,2967 cc,231.0,235.0,7.5 sec,450 Nm,Petrol,5.0,Orange,60000.0,Mid-Range,car
CAR_0561,Volkswagen,Tiguan Ehybrid,1.4L I4 Turbo + Electric Motor,1395 cc + Battery,245.0,200.0,7.5 sec,400 Nm,Hybrid,5.0,Orange,42000.0,Mid-Range,car
CAR_0562,Volkswagen,Up! E-Up!,Electric,32.3 kWh,83.0,130.0,11.9 sec,210 Nm,Electric,4.0,Grey,23000.0,Budget,car
CAR_0563,Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996 cc,310.0,210.0,7.4 sec,580 Nm,Diesel,5.0,Grey,70000.0,Luxury,car
CAR_0564,Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984 cc,265.0,250.0,5.9 sec,380 Nm,Petrol,4.0,Red,45000.0,Mid-Range,car
CAR_0565,Volkswagen,Passat Alltrack Tdi,2.0L Diesel I4,1968 cc,190.0,220.0,8.0 sec,400 Nm,Diesel,5.0,Brown,40000.0,Mid-Range,car
CAR_0566,Volkswagen,Id. Buzz Cargo Ev,Electric,77 kWh,204.0,145.0,10.2 sec,310 Nm,Electric,2.0,Silver,55000.0,Mid-Range,car
CAR_0567,Nissan,Versa,1.6L Inline-4,1598 cc,122.0,180.0,10.4 sec,154 Nm,Petrol,5.0,Yellow,16700.0,Budget,car
CAR_0568,Nissan,Micra,1.0L Turbocharged Inline-3,999 cc,100.0,175.0,10.8 sec,160 Nm,Petrol,5.0,Silver,15500.0,Budget,car
CAR_0569,Nissan,Micra,1.0L Turbocharged Inline-3,999 cc,100.0,175.0,10.8 sec,160 Nm,Petrol,5.0,Yellow,15500.0,Budget,car
CAR_0570,Nissan,Micra,1.0L Turbocharged Inline-3,999 cc,100.0,175.0,10.8 sec,160 Nm,Petrol,5.0,White,15500.0,Budget,car
CAR_0571,Nissan,Patrol Platinum,5.6L V8,5552 cc,400.0,210.0,7.3 sec,560 Nm,Petrol,7.0,Yellow,77000.0,Luxury,car
CAR_0572,Nissan,Qashqai,1.3L Turbocharged Inline-4,1332 cc,156.0,195.0,8.9 sec,260 Nm,Petrol,5.0,Blue,26000.0,Budget,car
CAR_0573,Nissan,Murano,3.5L V6,3498 cc,260.0,210.0,7.5 sec,325 Nm,Petrol,5.0,White,39000.0,Mid-Range,car
CAR_0574,Nissan,Maxima Platinum,3.5L V6,3498 cc,300.0,220.0,6.2 sec,353 Nm,Petrol,5.0,Blue,45000.0,Mid-Range,car
CAR_0575,Nissan,Armada,5.6L V8,5552 cc,400.0,210.0,6.5 sec,560 Nm,Petrol,8.0,White,51000.0,Mid-Range,car
CAR_0576,Nissan,Armada,5.6L V8,5552 cc,400.0,210.0,6.5 sec,560 Nm,Petrol,8.0,Brown,51000.0,Mid-Range,car
CAR_0577,Nissan,Armada,5.6L V8,5552 cc,400.0,210.0,6.5 sec,560 Nm,Petrol,8.0,Green,51000.0,Mid-Range,car
CAR_0578,Nissan,Kicks,1.6L Inline-4,1598 cc,122.0,180.0,10.7 sec,154 Nm,Petrol,5.0,Brown,20000.0,Budget,car
CAR_0579,Nissan,X-Trail,1.5L Turbocharged Inline-3,1498 cc,201.0,200.0,8.0 sec,305 Nm,Hybrid,5.0,Grey,29000.0,Budget,car
CAR_0580,Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997 cc,400.0,250.0,4.5 sec,475 Nm,Petrol,2.0,Yellow,40000.0,Mid-Range,car
CAR_0581,Nissan,Almera,1.0L Turbocharged Inline-3,999 cc,100.0,185.0,10.7 sec,160 Nm,Petrol,5.0,Blue,14500.0,Budget,car
CAR_0582,Nissan,Sylphy,1.8L Inline-4,1798 cc,137.0,190.0,9.6 sec,174 Nm,Petrol,5.0,Orange,18000.0,Budget,car
CAR_0583,Nissan,Note,1.2L Inline-3 Hybrid,1198 cc,109.0,170.0,11.5 sec,150 Nm,Hybrid,5.0,Black,16000.0,Budget,car
CAR_0584,Nissan,Sunny,1.6L Inline-4,1598 cc,118.0,180.0,11.0 sec,156 Nm,Petrol,5.0,Yellow,15000.0,Budget,car
CAR_0585,Nissan,Cube,1.8L Inline-4,1798 cc,122.0,175.0,10.6 sec,171 Nm,Petrol,5.0,Red,14500.0,Budget,car
CAR_0586,Nissan,Cube,1.8L Inline-4,1798 cc,122.0,175.0,10.6 sec,171 Nm,Petrol,5.0,Green,14500.0,Budget,car
CAR_0587,Nissan,Cube,1.8L Inline-4,1798 cc,122.0,175.0,10.6 sec,171 Nm,Petrol,5.0,Orange,14500.0,Budget,car
CAR_0588,Nissan,Juke,1.0L Turbocharged Inline-3,999 cc,117.0,180.0,10.4 sec,180 Nm,Petrol,5.0,Brown,25000.0,Budget,car
CAR_0589,Nissan,Juke,1.0L Turbocharged Inline-3,999 cc,117.0,180.0,10.4 sec,180 Nm,Petrol,5.0,Black,25000.0,Budget,car
CAR_0590,Nissan,Juke,1.0L Turbocharged Inline-3,999 cc,117.0,180.0,10.4 sec,180 Nm,Petrol,5.0,Blue,25000.0,Budget,car
CAR_0591,Nissan,Terrano,1.5L Inline-4 Diesel,1461 cc,110.0,168.0,13.5 sec,248 Nm,Diesel,5.0,Blue,15500.0,Budget,car
CAR_0592,Nissan,Magnite,1.0L Turbocharged Inline-3,999 cc,100.0,160.0,13.0 sec,160 Nm,Petrol,5.0,Orange,12000.0,Budget,car
CAR_0593,Nissan,Xterra,4.0L V6,3954 cc,261.0,200.0,7.8 sec,381 Nm,Petrol,7.0,Red,35000.0,Mid-Range,car
CAR_0594,Nissan,Patrol,5.6L V8,5552 cc,400.0,210.0,7.3 sec,560 Nm,Petrol,7.0,Brown,77000.0,Luxury,car
CAR_0595,Nissan,Gt-R Nismo,3.8L Twin-Turbo V6,3799 cc,600.0,330.0,2.9 sec,652 Nm,Petrol,2.0,Blue,220000.0,Ultra-Luxury,car
CAR_0596,Nissan,370Z Roadster,3.7L V6,3696 cc,332.0,250.0,5.5 sec,366 Nm,Petrol,2.0,Silver,41820.0,Mid-Range,car
CAR_0597,Nissan,Ariya,Dual Electric Motors,87 kWh,389.0,200.0,5.1 sec,600 Nm,Electric,5.0,Blue,58950.0,Mid-Range,car
CAR_0598,Nissan,Patrol Royale,5.6L V8,5552 cc,400.0,210.0,6.6 sec,560 Nm,Petrol,7.0,Orange,85000.0,Luxury,car
CAR_0599,Nissan,Infiniti Qx80*,5.6L V8,5552 cc,400.0,210.0,6.5 sec,560 Nm,Petrol,7.0,Silver,70600.0,Luxury,car
CAR_0600,Nissan,Infiniti Qx80*,5.6L V8,5552 cc,400.0,210.0,6.5 sec,560 Nm,Petrol,7.0,Grey,70600.0,Luxury,car
CAR_0601,Nissan,Infiniti Qx80*,5.6L V8,5552 cc,400.0,210.0,6.5 sec,560 Nm,Petrol,7.0,Blue,70600.0,Luxury,car
CAR_0602,Nissan,Tiida,1.6L Inline-4,1598 cc,126.0,190.0,10.1 sec,154 Nm,Petrol,5.0,Grey,14500.0,Budget,car
CAR_0603,Nissan,Pulsar,1.2L Turbocharged Inline-4,1197 cc,115.0,190.0,10.7 sec,190 Nm,Petrol,5.0,Red,19000.0,Budget,car
CAR_0604,Nissan,Latio,1.5L Inline-4,1498 cc,102.0,175.0,11.5 sec,139 Nm,Petrol,5.0,Orange,13000.0,Budget,car
CAR_0605,Nissan,Bluebird Sylphy,2.0L Inline-4,1997 cc,133.0,185.0,10.5 sec,191 Nm,Petrol,5.0,Orange,18500.0,Budget,car
CAR_0606,Nissan,March,1.2L Inline-3,1198 cc,79.0,170.0,13.7 sec,106 Nm,Petrol,5.0,Brown,12000.0,Budget,car
CAR_0607,Nissan,Rogue Sport,2.0L Inline-4,1997 cc,141.0,190.0,9.8 sec,199 Nm,Petrol,5.0,Silver,24960.0,Budget,car
CAR_0608,Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997 cc,179.0,180.0,9.4 sec,207 Nm,Hybrid,5.0,Silver,28500.0,Budget,car
CAR_0609,Nissan,Pathfinder Rock Creek,3.5L V6,3498 cc,284.0,190.0,7.4 sec,351 Nm,Petrol,7.0,Yellow,42820.0,Mid-Range,car
CAR_0610,Nissan,Armada Platinum,5.6L V8,5552 cc,400.0,210.0,6.5 sec,560 Nm,Petrol,8.0,Grey,65300.0,Mid-Range,car
CAR_0611,Nissan,Terrano Xl,1.6L Inline-4,1598 cc,104.0,165.0,12.5 sec,145 Nm,Petrol,5.0,Grey,14000.0,Budget,car
CAR_0612,Nissan,Gt-R50 By Italdesign,3.8L Twin-Turbo V6,3799 cc,720.0,315.0,2.5 sec,780 Nm,Petrol,2.0,Green,1100000.0,Ultra-Luxury,car
