osmid,y,x,street_count,highway,junction,railway,ref,geometry
366372433,10.99375,106.3768609,3,,,,,POINT (106.3768609 10.99375)
366389789,10.9927974,106.3833257,3,,,,,POINT (106.3833257 10.9927974)
366397178,10.9937956,106.3748904,3,,,,,POINT (106.3748904 10.9937956)
366401779,10.9808963,106.3650729,3,,,,,POINT (106.3650729 10.9808963)
366409607,10.9912599,106.3981241,3,,,,,POINT (106.3981241 10.9912599)
366412194,10.9833082,106.3715638,3,,,,,POINT (106.3715638 10.9833082)
366421144,10.990779,106.3703245,1,,,,,POINT (106.3703245 10.990779)
366421502,10.9842688,106.3748762,4,,,,,POINT (106.3748762 10.9842688)
366428683,10.9702826,106.373072,3,,,,,POINT (106.373072 10.9702826)
366431851,10.9938296,106.3725647,3,,,,,POINT (106.3725647 10.9938296)
366441543,10.9816539,106.3644978,3,,,,,POINT (106.3644978 10.9816539)
366452752,10.9701884,106.3733554,3,,,,,POINT (106.3733554 10.9701884)
366459517,10.9933928,106.3797118,3,,,,,POINT (106.3797118 10.9933928)
366465167,10.9912572,106.400923,3,,,,,POINT (106.400923 10.9912572)
366467692,10.9912742,106.402922,3,,,,,POINT (106.402922 10.9912742)
366469563,10.9819403,106.3642717,3,,,,,POINT (106.3642717 10.9819403)
366471254,10.9825823,106.3641557,4,,,,,POINT (106.3641557 10.9825823)
1610944973,10.9712614,106.415801,3,,,,,POINT (106.415801 10.9712614)
3466961264,10.9966439,106.3718782,3,,,,,POINT (106.3718782 10.9966439)
7243474671,10.9947655,106.3872859,1,,,,,POINT (106.3872859 10.9947655)
7243487587,10.9952353,106.4009266,3,,,,,POINT (106.4009266 10.9952353)
7243489275,10.9895239,106.3859511,3,,,,,POINT (106.3859511 10.9895239)
7243489277,10.9910773,106.388904,3,,,,,POINT (106.388904 10.9910773)
7243489278,10.9917311,106.3899303,3,,,,,POINT (106.3899303 10.9917311)
7243489279,10.9903518,106.3875898,3,,,,,POINT (106.3875898 10.9903518)
7243489280,10.9855265,106.3872966,3,,,,,POINT (106.3872966 10.9855265)
7243504780,10.984847,106.387136,3,,,,,POINT (106.387136 10.984847)
7243510183,10.9912687,106.3940444,3,,,,,POINT (106.3940444 10.9912687)
7243512300,10.9860191,106.3888071,3,,,,,POINT (106.3888071 10.9860191)
7243518199,10.9845767,106.3862515,3,,,,,POINT (106.3862515 10.9845767)
7243518204,10.9894691,106.3858241,3,,,,,POINT (106.3858241 10.9894691)
7243521691,10.9842812,106.393295,3,,,,,POINT (106.393295 10.9842812)
7243521695,10.9818989,106.3922882,3,,,,,POINT (106.3922882 10.9818989)
7243521706,10.991266,106.3950509,3,,,,,POINT (106.3950509 10.991266)
7243521717,10.9912696,106.3934845,3,,,,,POINT (106.3934845 10.9912696)
7243521723,10.9862565,106.3909344,3,,,,,POINT (106.3909344 10.9862565)
7243524472,10.9912555,106.3967729,3,,,,,POINT (106.3967729 10.9912555)
7243549410,10.9912653,106.3991152,3,,,,,POINT (106.3991152 10.9912653)
7243560584,10.9911519,106.4061499,3,,,,,POINT (106.4061499 10.9911519)
7243566492,10.99126,106.39553,3,,,,,POINT (106.39553 10.99126)
7243566494,10.9912604,106.3956079,3,,,,,POINT (106.3956079 10.9912604)
7243586303,10.9912792,106.402309,3,,,,,POINT (106.402309 10.9912792)
7243598909,10.9913635,106.392053,3,,,,,POINT (106.392053 10.9913635)
7243598918,10.984778,106.3910113,3,,,,,POINT (106.3910113 10.984778)
7251774033,10.9977939,106.3790028,3,,,,,POINT (106.3790028 10.9977939)
7251774045,10.9976904,106.3758243,3,,,,,POINT (106.3758243 10.9976904)
7251774053,10.993788,106.3758995,3,,,,,POINT (106.3758995 10.993788)
7251793532,10.9938781,106.3833519,3,,,,,POINT (106.3833519 10.9938781)
7251793534,10.9938309,106.3812684,3,,,,,POINT (106.3812684 10.9938309)
7251803172,10.994367,106.3708024,3,,,,,POINT (106.3708024 10.994367)
7251836373,10.9931325,106.3813239,3,,,,,POINT (106.3813239 10.9931325)
7251836374,10.9947142,106.3811999,1,,,,,POINT (106.3811999 10.9947142)
7251836378,10.9971629,106.3788711,3,,,,,POINT (106.3788711 10.9971629)
7251836379,10.9961513,106.3789509,3,,,,,POINT (106.3789509 10.9961513)
7251836381,10.9952884,106.3791552,3,,,,,POINT (106.3791552 10.9952884)
7251842686,10.9935958,106.3781476,3,,,,,POINT (106.3781476 10.9935958)
7251842693,10.9972048,106.3768843,1,,,,,POINT (106.3768843 10.9972048)
7251842697,10.9960224,106.3761132,3,,,,,POINT (106.3761132 10.9960224)
7251865072,10.9968214,106.3741648,3,,,,,POINT (106.3741648 10.9968214)
7251865081,10.9967286,106.3718625,3,,,,,POINT (106.3718625 10.9967286)
7251865084,10.9954538,106.3739877,3,,,,,POINT (106.3739877 10.9954538)
7251914692,10.9949886,106.3724246,3,,,,,POINT (106.3724246 10.9949886)
7251914696,10.9954652,106.375033,1,,,,,POINT (106.375033 10.9954652)
7251914702,10.9956574,106.3680719,1,,,,,POINT (106.3680719 10.9956574)
7251914713,10.9962525,106.3719834,3,,,,,POINT (106.3719834 10.9962525)
7251925403,10.9946522,106.3842321,3,,,,,POINT (106.3842321 10.9946522)
7251925404,10.9969402,106.385541,3,,,,,POINT (106.385541 10.9969402)
7258223738,10.9944139,106.3692967,1,,,,,POINT (106.3692967 10.9944139)
7258312501,10.9926712,106.3706789,4,,,,,POINT (106.3706789 10.9926712)
7258312517,10.9909389,106.3714487,3,,,,,POINT (106.3714487 10.9909389)
7258312524,10.9930856,106.3713607,3,,,,,POINT (106.3713607 10.9930856)
7258312538,10.9938227,106.3731373,3,,,,,POINT (106.3731373 10.9938227)
7258346896,10.9917017,106.371238,3,,,,,POINT (106.371238 10.9917017)
7258346900,10.9894994,106.3760029,3,,,,,POINT (106.3760029 10.9894994)
7258346901,10.9916708,106.3754654,3,,,,,POINT (106.3754654 10.9916708)
7258346905,10.9865574,106.3779726,3,,,,,POINT (106.3779726 10.9865574)
7258346908,10.9868932,106.37866,3,,,,,POINT (106.37866 10.9868932)
7258346918,10.9882711,106.3815532,3,,,,,POINT (106.3815532 10.9882711)
7258346919,10.9883357,106.3818479,3,,,,,POINT (106.3818479 10.9883357)
7258356153,10.9906731,106.3830176,3,,,,,POINT (106.3830176 10.9906731)
7258356159,10.9927612,106.3835476,3,,,,,POINT (106.3835476 10.9927612)
7258356162,10.9929709,106.3853823,3,,,,,POINT (106.3853823 10.9929709)
7258356163,10.9928783,106.3853855,3,,,,,POINT (106.3853855 10.9928783)
7258356165,10.9924765,106.3853735,3,,,,,POINT (106.3853735 10.9924765)
7258356169,10.9924371,106.3856149,3,,,,,POINT (106.3856149 10.9924371)
7258402038,10.9931731,106.3810608,3,,,,,POINT (106.3810608 10.9931731)
7258402040,10.9918668,106.3810465,1,,,,,POINT (106.3810465 10.9918668)
7258402059,10.9869466,106.3787132,3,,,,,POINT (106.3787132 10.9869466)
7258455914,10.9921238,106.3773859,1,,,,,POINT (106.3773859 10.9921238)
7258455923,10.9897468,106.3776013,3,,,,,POINT (106.3776013 10.9897468)
7258455941,10.9935843,106.3782928,3,,,,,POINT (106.3782928 10.9935843)
7258536816,10.9857206,106.3782366,3,,,,,POINT (106.3782366 10.9857206)
7258536818,10.9854245,106.3771177,3,,,,,POINT (106.3771177 10.9854245)
7258536820,10.984765,106.3756394,3,,,,,POINT (106.3756394 10.984765)
7258536836,10.9896725,106.3771983,3,,,,,POINT (106.3771983 10.9896725)
7258536840,10.9898485,106.3794514,3,,,,,POINT (106.3794514 10.9898485)
7258536845,10.989452,106.3760152,3,,,,,POINT (106.3760152 10.989452)
7258536854,10.9866543,106.3744276,3,,,,,POINT (106.3744276 10.9866543)
7258536870,10.9855717,106.3787791,3,,,,,POINT (106.3787791 10.9855717)
7258567931,10.9815791,106.3799513,3,,,,,POINT (106.3799513 10.9815791)
7258567933,10.984,106.3792135,3,,,,,POINT (106.3792135 10.984)
7258877560,10.983648,106.3851399,3,,,,,POINT (106.3851399 10.983648)
7258877561,10.983728,106.385166,3,,,,,POINT (106.385166 10.983728)
7258909820,10.9841408,106.3774693,3,,,,,POINT (106.3774693 10.9841408)
7258909821,10.9835909,106.3758525,3,,,,,POINT (106.3758525 10.9835909)
7258909831,10.984561,106.3756092,3,,,,,POINT (106.3756092 10.984561)
7258909833,10.9813521,106.3783852,3,,,,,POINT (106.3783852 10.9813521)
7258909835,10.9822476,106.3847089,3,,,,,POINT (106.3847089 10.9822476)
7258913129,10.9834345,106.3862925,1,,,,,POINT (106.3862925 10.9834345)
7258913130,10.9938577,106.3851336,1,,,,,POINT (106.3851336 10.9938577)
7788219768,10.9953234,106.4009216,3,,,,,POINT (106.4009216 10.9953234)
7788223202,10.991104,106.4067796,4,,,,,POINT (106.4067796 10.991104)
8344329184,10.9664681,106.4225054,3,,,,,POINT (106.4225054 10.9664681)
8344408186,10.9912604,106.4044924,3,,,,,POINT (106.4044924 10.9912604)
8344408193,10.9912729,106.4035897,3,,,,,POINT (106.4035897 10.9912729)
8344492998,10.9744145,106.4108901,3,,,,,POINT (106.4108901 10.9744145)
8344547322,10.9912597,106.4010805,3,,,,,POINT (106.4010805 10.9912597)
8345677104,10.9834702,106.3785325,1,,,,,POINT (106.3785325 10.9834702)
8345685755,10.9789347,106.381841,1,,,,,POINT (106.381841 10.9789347)
8345685757,10.981794,106.3814701,3,,,,,POINT (106.3814701 10.981794)
8345703366,10.9901496,106.3840639,1,,,,,POINT (106.3840639 10.9901496)
8345715586,10.9843404,106.3793826,3,,,,,POINT (106.3793826 10.9843404)
8345715589,10.9838836,106.3797569,1,,,,,POINT (106.3797569 10.9838836)
8345747764,10.9912521,106.3817793,1,,,,,POINT (106.3817793 10.9912521)
8345747766,10.9905651,106.38186,3,,,,,POINT (106.38186 10.9905651)
8348352006,10.9912625,106.3986906,4,,,,,POINT (106.3986906 10.9912625)
8348393792,10.9905922,106.391858,3,,,,,POINT (106.391858 10.9905922)
8348393796,10.990665,106.3906789,1,,,,,POINT (106.3906789 10.990665)
8348393803,10.9916677,106.3898486,3,,,,,POINT (106.3898486 10.9916677)
8474618920,10.9984798,106.3804539,3,,,,,POINT (106.3804539 10.9984798)
8477597018,10.996422,106.3708453,1,,,,,POINT (106.3708453 10.996422)
8477617597,10.9962996,106.3694814,1,,,,,POINT (106.3694814 10.9962996)
8477617598,10.9975822,106.3717069,3,,,,,POINT (106.3717069 10.9975822)
8481330491,10.999725,106.3916069,1,,,,,POINT (106.3916069 10.999725)
8527331048,10.9992117,106.371525,3,,,,,POINT (106.371525 10.9992117)
8813391426,10.9743975,106.4107064,3,,,,,POINT (106.4107064 10.9743975)
8813392230,10.9719348,106.3886425,3,,,,,POINT (106.3886425 10.9719348)
8813392231,10.971344,106.3834633,3,,,,,POINT (106.3834633 10.971344)
8813392249,10.9724229,106.3886136,3,,,,,POINT (106.3886136 10.9724229)
8813392256,10.9721772,106.3910565,3,,,,,POINT (106.3910565 10.9721772)
8813393826,10.9733077,106.4010192,3,,,,,POINT (106.4010192 10.9733077)
8813394755,10.9852449,106.3846788,1,,,,,POINT (106.3846788 10.9852449)
8813394763,10.9850126,106.3840022,3,,,,,POINT (106.3840022 10.9850126)
8813395470,10.9891998,106.391506,3,,,,,POINT (106.391506 10.9891998)
8813395472,10.9892879,106.3905555,1,,,,,POINT (106.3905555 10.9892879)
8813407519,10.9824143,106.387357,3,,,,,POINT (106.387357 10.9824143)
8813487826,10.9929293,106.3868051,3,,,,,POINT (106.3868051 10.9929293)
8813487837,10.9941148,106.3942073,4,,,,,POINT (106.3942073 10.9941148)
8813487844,10.9949805,106.3993089,3,,,,,POINT (106.3993089 10.9949805)
8813487856,10.9941976,106.3941897,4,,,,,POINT (106.3941897 10.9941976)
8816225906,10.9915892,106.3748994,1,,,,,POINT (106.3748994 10.9915892)
8816225909,10.9822012,106.375903,3,,,,,POINT (106.375903 10.9822012)
9709028139,10.9913917,106.3709579,1,,,,,POINT (106.3709579 10.9913917)
9709028140,10.9889733,106.3773765,1,,,,,POINT (106.3773765 10.9889733)
9709028142,10.9870189,106.37994,1,,,,,POINT (106.37994 10.9870189)
9709028149,10.9877613,106.3799967,3,,,,,POINT (106.3799967 10.9877613)
9736307829,10.9936877,106.3698418,3,,,,,POINT (106.3698418 10.9936877)
9753940722,10.9925614,106.3867173,1,,,,,POINT (106.3867173 10.9925614)
9787731695,10.9833814,106.3717941,3,,,,,POINT (106.3717941 10.9833814)
11792682403,10.9945355,106.371147,1,,,,,POINT (106.371147 10.9945355)
13100318542,10.9903135,106.3898943,1,,,,,POINT (106.3898943 10.9903135)
369196280,11.4311648,106.3771831,1,,,,,POINT (106.3771831 11.4311648)
1275577827,11.2589147,106.3703686,3,,,,,POINT (106.3703686 11.2589147)
1275577887,11.2762937,106.3595547,3,,,,,POINT (106.3595547 11.2762937)
1275577916,11.2375785,106.3816988,3,,,,,POINT (106.3816988 11.2375785)
1275577917,11.2775773,106.3608387,3,,,,,POINT (106.3608387 11.2775773)
1275577921,11.2668441,106.3676951,3,,,,,POINT (106.3676951 11.2668441)
1275577931,11.2783687,106.3604476,3,,,,,POINT (106.3604476 11.2783687)
1275577932,11.2687901,106.3640323,4,,,,,POINT (106.3640323 11.2687901)
1275578010,11.2723296,106.3595598,3,,,,,POINT (106.3595598 11.2723296)
1275578075,11.252437,106.3743065,4,,,,,POINT (106.3743065 11.252437)
1275578076,11.2796045,106.3602393,4,,,,,POINT (106.3602393 11.2796045)
1275578091,11.25538,106.3719526,3,,,,,POINT (106.3719526 11.25538)
1275578165,11.279425,106.3591709,3,,,,,POINT (106.3591709 11.279425)
1607743223,11.2834796,106.3796171,3,,,,,POINT (106.3796171 11.2834796)
1607743334,11.412541,106.4571221,3,,,,,POINT (106.4571221 11.412541)
1686093762,11.3277086,106.4759848,3,,,,,POINT (106.4759848 11.3277086)
1872723884,11.3069472,106.4545676,3,,,,,POINT (106.4545676 11.3069472)
3282364033,11.3119932,106.3490465,3,,,,,POINT (106.3490465 11.3119932)
3282364588,11.3319991,106.3504604,3,,,,,POINT (106.3504604 11.3319991)
3815195761,11.2736656,106.3569172,3,,,,,POINT (106.3569172 11.2736656)
3815195762,11.2722581,106.3593936,3,,,,,POINT (106.3593936 11.2722581)
3815195768,11.2721036,106.3594916,3,,,,,POINT (106.3594916 11.2721036)
3815195780,11.2721615,106.359614,3,,,,,POINT (106.359614 11.2721615)
3815195781,11.2736805,106.3595971,4,,,,,POINT (106.3595971 11.2736805)
3815195785,11.2736351,106.3601282,3,,,,,POINT (106.3601282 11.2736351)
3815195788,11.2732139,106.3622161,3,,,,,POINT (106.3622161 11.2732139)
3815195790,11.2730091,106.3632223,3,,,,,POINT (106.3632223 11.2730091)
3815195797,11.2718896,106.3646305,3,,,,,POINT (106.3646305 11.2718896)
3815196759,11.2815989,106.3714556,3,,,,,POINT (106.3714556 11.2815989)
3815202232,11.2755392,106.3587731,4,,,,,POINT (106.3587731 11.2755392)
3815202238,11.2763821,106.3578225,3,,,,,POINT (106.3578225 11.2763821)
3815202242,11.2776162,106.3573763,3,,,,,POINT (106.3573763 11.2776162)
3815202244,11.2783235,106.3577221,3,,,,,POINT (106.3577221 11.2783235)
3815202246,11.2792759,106.3581755,4,,,,,POINT (106.3581755 11.2792759)
3815202251,11.2814778,106.359329,3,,,,,POINT (106.359329 11.2814778)
3815205457,11.285114,106.3600785,3,,,,,POINT (106.3600785 11.285114)
3815205458,11.2746102,106.3578662,3,,,,,POINT (106.3578662 11.2746102)
3815205459,11.2742812,106.3581691,3,,,,,POINT (106.3581691 11.2742812)
3815205460,11.2742113,106.3582375,3,,,,,POINT (106.3582375 11.2742113)
3815205469,11.2732139,106.357656,3,,,,,POINT (106.357656 11.2732139)
3815205483,11.2727952,106.3546266,3,,,,,POINT (106.3546266 11.2727952)
3815205492,11.2680768,106.3567375,3,,,,,POINT (106.3567375 11.2680768)
3815205565,11.2777803,106.3694176,3,,,,,POINT (106.3694176 11.2777803)
3815205569,11.2812237,106.3693988,5,,,,,POINT (106.3693988 11.2812237)
4002854062,11.3698688,106.4282141,4,,,,,POINT (106.4282141 11.3698688)
4089333005,11.2775594,106.363653,4,,,,,POINT (106.363653 11.2775594)
4089333007,11.2775042,106.3617272,3,,,,,POINT (106.3617272 11.2775042)
4089333047,11.2779524,106.3612147,3,,,,,POINT (106.3612147 11.2779524)
4089338013,11.2981453,106.3690617,4,,,,,POINT (106.3690617 11.2981453)
4089338016,11.2899692,106.3701292,3,,,,,POINT (106.3701292 11.2899692)
4089338017,11.2798728,106.3618145,3,,,,,POINT (106.3618145 11.2798728)
4089338029,11.2937097,106.3708574,3,,,,,POINT (106.3708574 11.2937097)
4089338033,11.2935414,106.3708735,3,,,,,POINT (106.3708735 11.2935414)
4089338042,11.2992753,106.3693124,4,,,,,POINT (106.3693124 11.2992753)
4089357973,11.273745,106.3553659,3,,,,,POINT (106.3553659 11.273745)
4089357975,11.29205,106.3676405,4,,,,,POINT (106.3676405 11.29205)
4089357976,11.2932501,106.3679103,4,,,,,POINT (106.3679103 11.2932501)
4089357977,11.2942027,106.3681196,4,,,,,POINT (106.3681196 11.2942027)
4089357978,11.2951302,106.3683246,4,,,,,POINT (106.3683246 11.2951302)
4089357979,11.2963279,106.3685943,4,,,,,POINT (106.3685943 11.2963279)
4089358793,11.28327,106.3647245,4,,,,,POINT (106.3647245 11.28327)
4089358795,11.2840825,106.3650598,3,,,,,POINT (106.3650598 11.2840825)
4089358806,11.306895,106.3575483,3,,,,,POINT (106.3575483 11.306895)
4089358822,11.2800954,106.3632366,3,,,,,POINT (106.3632366 11.2800954)
4089358824,11.30927,106.3512719,3,,,,,POINT (106.3512719 11.30927)
4089358849,11.2908927,106.3674724,3,,,,,POINT (106.3674724 11.2908927)
4089358850,11.2920305,106.3677282,3,,,,,POINT (106.3677282 11.2920305)
4089358851,11.293231,106.3679981,3,,,,,POINT (106.3679981 11.293231)
4089358853,11.2941832,106.3682073,3,,,,,POINT (106.3682073 11.2941832)
4089358857,11.2963084,106.3686821,3,,,,,POINT (106.3686821 11.2963084)
4089358882,11.2951114,106.3684125,3,,,,,POINT (106.3684125 11.2951114)
4089358886,11.290911,106.3673844,4,,,,,POINT (106.3673844 11.290911)
4089358990,11.3079727,106.3402292,1,,,,,POINT (106.3402292 11.3079727)
4089359011,11.3033824,106.3441432,3,,,,,POINT (106.3441432 11.3033824)
4089359018,11.2816155,106.364058,3,,,,,POINT (106.364058 11.2816155)
4089359030,11.2920802,106.3487211,3,,,,,POINT (106.3487211 11.2920802)
4089359041,11.2799781,106.3633052,3,,,,,POINT (106.3633052 11.2799781)
4089359046,11.2801632,106.3635816,3,,,,,POINT (106.3635816 11.2801632)
4089359052,11.2889331,106.3539753,3,,,,,POINT (106.3539753 11.2889331)
4089359058,11.2802737,106.3634845,3,,,,,POINT (106.3634845 11.2802737)
4089363747,11.2762813,106.3577466,3,,,,,POINT (106.3577466 11.2762813)
4089363749,11.292871,106.3639513,4,,,,,POINT (106.3639513 11.292871)
4089363750,11.2940727,106.364227,4,,,,,POINT (106.364227 11.2940727)
4089363751,11.2959466,106.3646455,4,,,,,POINT (106.3646455 11.2959466)
4089363752,11.2968345,106.3648439,3,,,,,POINT (106.3648439 11.2968345)
4089363753,11.2966291,106.3667965,3,,,,,POINT (106.3667965 11.2966291)
4089363755,11.2796738,106.3629572,3,,,,,POINT (106.3629572 11.2796738)
4089363756,11.2936524,106.366109,4,,,,,POINT (106.366109 11.2936524)
4089363757,11.292452,106.3658323,4,,,,,POINT (106.3658323 11.292452)
4089363762,11.295526,106.366541,4,,,,,POINT (106.366541 11.295526)
4089363764,11.2967694,106.3654791,3,,,,,POINT (106.3654791 11.2967694)
4089363765,11.2958099,106.3652618,4,,,,,POINT (106.3652618 11.2958099)
4089363766,11.2939363,106.3648375,4,,,,,POINT (106.3648375 11.2939363)
4089363767,11.292734,106.3645654,3,,,,,POINT (106.3645654 11.292734)
4089363768,11.2937919,106.3654844,3,,,,,POINT (106.3654844 11.2937919)
4089363769,11.2925904,106.3652103,4,,,,,POINT (106.3652103 11.2925904)
4089363771,11.2943928,106.3662797,3,,,,,POINT (106.3662797 11.2943928)
4089363772,11.2946725,106.3650042,3,,,,,POINT (106.3650042 11.2946725)
4089363773,11.2945295,106.3656563,3,,,,,POINT (106.3656563 11.2945295)
4089363774,11.2956646,106.3659165,4,,,,,POINT (106.3659165 11.2956646)
4089363775,11.2967003,106.3661539,3,,,,,POINT (106.3661539 11.2967003)
4089363778,11.2943143,106.3676189,1,,,,,POINT (106.3676189 11.2943143)
4089363790,11.2756126,106.3635792,4,,,,,POINT (106.3635792 11.2756126)
4089363830,11.2763836,106.3596618,3,,,,,POINT (106.3596618 11.2763836)
4089364816,11.279414,106.3558001,3,,,,,POINT (106.3558001 11.279414)
4089364822,11.2823938,106.3581289,1,,,,,POINT (106.3581289 11.2823938)
4089364826,11.2820195,106.3579104,3,,,,,POINT (106.3579104 11.2820195)
4089364834,11.2894013,106.371705,3,,,,,POINT (106.371705 11.2894013)
4089364841,11.2818811,106.3651121,1,,,,,POINT (106.3651121 11.2818811)
4089364842,11.2818005,106.364792,3,,,,,POINT (106.364792 11.2818005)
4089364844,11.2803061,106.3642982,3,,,,,POINT (106.3642982 11.2803061)
4089364845,11.2808037,106.36439,4,,,,,POINT (106.36439 11.2808037)
4089364849,11.2814629,106.3653776,1,,,,,POINT (106.3653776 11.2814629)
4089364852,11.2811728,106.3638674,3,,,,,POINT (106.3638674 11.2811728)
4089364854,11.2813128,106.3645963,4,,,,,POINT (106.3645963 11.2813128)
4089364855,11.2813222,106.3653561,1,,,,,POINT (106.3653561 11.2813222)
4089364858,11.2807188,106.3636718,3,,,,,POINT (106.3636718 11.2807188)
4089364860,11.2827279,106.3605992,3,,,,,POINT (106.3605992 11.2827279)
4089364873,11.285315,106.3615257,3,,,,,POINT (106.3615257 11.285315)
4089364885,11.2815826,106.3576368,3,,,,,POINT (106.3576368 11.2815826)
4089365291,11.2804779,106.3588306,3,,,,,POINT (106.3588306 11.2804779)
4089365295,11.2823073,106.3574651,3,,,,,POINT (106.3574651 11.2823073)
4089366203,11.2954875,106.3624607,3,,,,,POINT (106.3624607 11.2954875)
4089374597,11.2686899,106.3640093,4,,,,,POINT (106.3640093 11.2686899)
4089374600,11.2712123,106.3607706,4,,,,,POINT (106.3607706 11.2712123)
4089374601,11.2701772,106.3622904,3,,,,,POINT (106.3622904 11.2701772)
4089374602,11.2712849,106.3608287,3,,,,,POINT (106.3608287 11.2712849)
4089374603,11.2701015,106.3622367,3,,,,,POINT (106.3622367 11.2701015)
4089374614,11.2679253,106.3598147,3,,,,,POINT (106.3598147 11.2679253)
4089377878,11.3840134,106.4097228,3,,,,,POINT (106.4097228 11.3840134)
4089377880,11.409297,106.4127484,3,,,,,POINT (106.4127484 11.409297)
4089377896,11.3247976,106.3751342,3,,,,,POINT (106.3751342 11.3247976)
4089377909,11.3225285,106.3527273,3,,,,,POINT (106.3527273 11.3225285)
4089378112,11.4384563,106.4156328,3,,,,,POINT (106.4156328 11.4384563)
4089378119,11.3881033,106.4359772,3,,,,,POINT (106.4359772 11.3881033)
4089380715,11.2934922,106.3822195,4,,,,,POINT (106.3822195 11.2934922)
4089380716,11.2921993,106.3769889,4,,,,,POINT (106.3769889 11.2921993)
4089380719,11.2917558,106.3751688,3,,,,,POINT (106.3751688 11.2917558)
4094591077,11.3085323,106.4298152,3,,,,,POINT (106.4298152 11.3085323)
4094591083,11.3099543,106.433688,4,,,,,POINT (106.433688 11.3099543)
4094591085,11.3066904,106.4250854,4,,,,,POINT (106.4250854 11.3066904)
4094591088,11.3083435,106.4293581,3,,,,,POINT (106.4293581 11.3083435)
4797115558,11.3229848,106.3568102,3,,,,,POINT (106.3568102 11.3229848)
4885353575,11.2839865,106.3687696,3,,,,,POINT (106.3687696 11.2839865)
4885353576,11.282085,106.373765,3,,,,,POINT (106.373765 11.282085)
4885353582,11.2914244,106.3736498,4,,,,,POINT (106.3736498 11.2914244)
4885353583,11.2829057,106.3771482,3,,,,,POINT (106.3771482 11.2829057)
4885353584,11.2867799,106.3738742,3,,,,,POINT (106.3738742 11.2867799)
4885353590,11.2865571,106.380595,3,,,,,POINT (106.380595 11.2865571)
4885353592,11.2945684,106.3867663,3,,,,,POINT (106.3867663 11.2945684)
4885353594,11.2966762,106.390588,1,,,,,POINT (106.390588 11.2966762)
4885353595,11.2943232,106.3857328,3,,,,,POINT (106.3857328 11.2943232)
4885353597,11.2855496,106.3879665,3,,,,,POINT (106.3879665 11.2855496)
4885353598,11.2939543,106.4053776,3,,,,,POINT (106.4053776 11.2939543)
4885353606,11.3094922,106.4432282,3,,,,,POINT (106.4432282 11.3094922)
4885354667,11.1799288,106.4225132,4,,,,,POINT (106.4225132 11.1799288)
4885354669,11.1916893,106.4107755,3,,,,,POINT (106.4107755 11.1916893)
4885354676,11.1941186,106.4079056,4,,,,,POINT (106.4079056 11.1941186)
4885354686,11.2064556,106.3986372,3,,,,,POINT (106.3986372 11.2064556)
4885354689,11.2134753,106.3967892,4,,,,,POINT (106.3967892 11.2134753)
4885354707,11.2231573,106.3925888,4,,,,,POINT (106.3925888 11.2231573)
4885354718,11.2111867,106.3899077,3,,,,,POINT (106.3899077 11.2111867)
4885354724,11.2016797,106.3886815,3,,,,,POINT (106.3886815 11.2016797)
4885354725,11.1966697,106.4013258,3,,,,,POINT (106.4013258 11.1966697)
4885354731,11.2280553,106.3910011,3,,,,,POINT (106.3910011 11.2280553)
4885354736,11.2268109,106.4011075,1,,,,,POINT (106.4011075 11.2268109)
4885354752,11.229474,106.4090431,3,,,,,POINT (106.4090431 11.229474)
4885354753,11.2276077,106.4099484,3,,,,,POINT (106.4099484 11.2276077)
4885354800,11.2837434,106.3883531,3,,,,,POINT (106.3883531 11.2837434)
5180254266,11.2776724,106.3666029,3,,,,,POINT (106.3666029 11.2776724)
5180254268,11.2794702,106.3664848,3,,,,,POINT (106.3664848 11.2794702)
5180254269,11.2763918,106.3611582,3,,,,,POINT (106.3611582 11.2763918)
5180254270,11.2763105,106.3612506,3,,,,,POINT (106.3612506 11.2763105)
5180254271,11.2759782,106.3615129,3,,,,,POINT (106.3615129 11.2759782)
5180254273,11.2756626,106.3621108,3,,,,,POINT (106.3621108 11.2756626)
5180254280,11.2754824,106.3691713,3,,,,,POINT (106.3691713 11.2754824)
5180254281,11.2757292,106.3671808,3,,,,,POINT (106.3671808 11.2757292)
5180254282,11.2776925,106.3671257,3,,,,,POINT (106.3671257 11.2776925)
5180254283,11.2795017,106.3694071,4,,,,,POINT (106.3694071 11.2795017)
5180254284,11.2790116,106.3694119,3,,,,,POINT (106.3694119 11.2790116)
5180254285,11.2789793,106.36652,3,,,,,POINT (106.36652 11.2789793)
5180254286,11.2785124,106.3694142,3,,,,,POINT (106.3694142 11.2785124)
5180254287,11.2784624,106.366557,3,,,,,POINT (106.366557 11.2784624)
5180254288,11.2780133,106.3694165,3,,,,,POINT (106.3694165 11.2780133)
5180254289,11.2779581,106.366587,3,,,,,POINT (106.366587 11.2779581)
5180254290,11.2794929,106.3680277,3,,,,,POINT (106.3680277 11.2794929)
5180254291,11.2789962,106.3680358,4,,,,,POINT (106.3680358 11.2789962)
5180254292,11.2784884,106.3680441,4,,,,,POINT (106.3680441 11.2784884)
5180254293,11.2779867,106.3680523,4,,,,,POINT (106.3680523 11.2779867)
5180254294,11.2777281,106.3680565,3,,,,,POINT (106.3680565 11.2777281)
5180254295,11.2772123,106.3694166,4,,,,,POINT (106.3694166 11.2772123)
5180254296,11.2771214,106.3671417,4,,,,,POINT (106.3671417 11.2771214)
