input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,place_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
bf04fcf5-2c1a-4b5b-a778-f16996716116,https://www.google.com/maps/place/Da+Nang+Central+Bus+Station/data=!4m7!3m6!1s0x31421910a3f6f4db:0xb3cf940a1c837050!8m2!3d16.0564841!4d108.1736397!16s%2Fg%2F11nbzh9k0c!19sChIJ2_T2oxAZQjERUHCDHAqUz7M?authuser=0&hl=en&rclk=1,Da Nang Central Bus Station,Bus stop,"An Khê, Đà Nẵng 550000, Vietnam",{},{},,,,0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",16.056484,108.173640,12956737424117166160,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HjqFtwpDCO2Has1oEF-Zfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.45848&pitch=0&thumbfov=100,Asia/Saigon,,0x31421910a3f6f4db:0xb3cf940a1c837050,ChIJ2_T2oxAZQjERUHCDHAqUz7M,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HjqFtwpDCO2Has1oEF-Zfw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=237.45848\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HjqFtwpDCO2Has1oEF-Zfw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=237.45848\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Da Nang Central Bus Station (Owner)"",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,[],null,
bf04fcf5-2c1a-4b5b-a778-f16996716116,https://www.google.com/maps/place/Da+Nang+Bus+Station/data=!4m7!3m6!1s0x3142191754c6504f:0xdea3b9781e803ff4!8m2!3d16.0555141!4d108.1725622!16s%2Fg%2F11bw208q9h!19sChIJT1DGVBcZQjER9D-AHni5o94?authuser=0&hl=en&rclk=1,Da Nang Bus Station,Bus station,"201 Tôn Đức Thắng, Liên Chiểu, Đà Nẵng 550000, Vietnam",{},"{""Friday"":{""10"":96,""11"":92,""12"":89,""13"":75,""14"":71,""15"":71,""16"":85,""17"":85,""18"":67,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":78,""8"":100,""9"":96},""Monday"":{""10"":53,""11"":71,""12"":89,""13"":92,""14"":89,""15"":78,""16"":75,""17"":71,""18"":71,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":32,""8"":32,""9"":42},""Saturday"":{""10"":89,""11"":89,""12"":92,""13"":67,""14"":57,""15"":60,""16"":71,""17"":82,""18"":78,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":35,""8"":57,""9"":60},""Sunday"":{""10"":64,""11"":82,""12"":96,""13"":89,""14"":60,""15"":53,""16"":50,""17"":71,""18"":82,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":32,""8"":39,""9"":50},""Thursday"":{""10"":50,""11"":64,""12"":71,""13"":82,""14"":82,""15"":78,""16"":75,""17"":60,""18"":46,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":39,""8"":42,""9"":46},""Tuesday"":{""10"":57,""11"":60,""12"":67,""13"":85,""14"":85,""15"":100,""16"":92,""17"":85,""18"":50,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":46,""8"":46,""9"":46},""Wednesday"":{""10"":71,""11"":64,""12"":50,""13"":53,""14"":53,""15"":75,""16"":75,""17"":96,""18"":57,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":35,""8"":53,""9"":71}}",http://www.xedanangdidalat.com/,+84 905 848 612,"354F+62 An Khe, Da Nang, Vietnam",45,3.000000,"{""1"":13,""2"":4,""3"":6,""4"":12,""5"":10}",16.055514,108.172562,16042870223182774260,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnSfHf7YnHMjfxpkG93EELt-vnEhzYOYYoSPPYD4FQmylLRCgaiG4Hctovrd2XrS4ePRqRPMy7Agm6u-ogTrJb99XEojsjUayEhQRL-68plUia_dqyW7d3l2j6OkxDzLVydpgqKw=w408-h306-k-no,Asia/Saigon,,0x3142191754c6504f:0xdea3b9781e803ff4,ChIJT1DGVBcZQjER9D-AHni5o94,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnSfHf7YnHMjfxpkG93EELt-vnEhzYOYYoSPPYD4FQmylLRCgaiG4Hctovrd2XrS4ePRqRPMy7Agm6u-ogTrJb99XEojsjUayEhQRL-68plUia_dqyW7d3l2j6OkxDzLVydpgqKw=w397-h298-k-no""},{""title"":""Latest"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAF102j35_RZ6zqdk2QyNytPLblQIf0oNbz89PwWiJDMBfi7xS-4_GQ4gJvKR-ogvb7DGbW5EXvTw4cAiJO6KyYkkmeM0xfpY430jLjmCOh_KT3QqG0HYB93I6i5cQOCU5WmFrm3aWyXMoSM=w473-h298-k-no""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgPtfj5u6YKB2fvCKJ0V1_r-Jwn4ZnHNePxS_xR9ONG4sZbF0pjThRP5FJ7abNFGoJqU4RtDQxHajHr_Cf6WwPfVnJr1ToqsjzwT5Tjxou-C_YuvsdXw-vT7SlPRaiT06EoCpblA=w529-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYuwwQ1GT0OCjaMPDsfHDE7Tk-igr8a81GtexxmXnyaQkpdB59HaaqfLR48BotQuO9PACAjvOVZnHnUo1DVRCGR-4dJbPc_gBeaIQUkZr0XgEV7NF0pyaz0oimc0tkvXH3HoI4=w224-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-7pVLdqlaJikJ-JMumyZXRyf-Un044IGJCPPRqoNhOSxDR5XPFGWi7Jd6HBJuhO7EKZvhs5-B5O7oxKbZXG19ZEQTVmAmE1v_RoiUSo0KKf0K1nrLVPTj3UY5E6nX4DH6187xig=w224-h298-k-no-pi-0-ya120.00001-ro-0-fo100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""111115777874301574613"",""name"":""Da Nang Bus Station (Owner)"",""link"":""https://www.google.com/maps/contrib/111115777874301574613""}","{""borough"":""Liên Chiểu"",""street"":""201 Tôn Đức Thắng"",""city"":""Da Nang"",""postal_code"":"""",""state"":""Liên Chiểu, Da Nang"",""country"":""VN""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Restroom"",""enabled"":true}]},{""id"":""getting_here"",""name"":""Getting here"",""options"":[{""name"":""24-hour transit available"",""enabled"":true}]}]","[{""Name"":""J Jia"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVG1dRTjdYf9MtEnINX3vAmOUguMAc75aaM6tSLOXOxrQoNDCA=s120-c-rp-mo-ba12-br100"",""Rating"":5,""Description"":""Hi guys, if you want to find local LK-02 red bus to go hoi an, its outside the main bus station! When you enter the toll, it was on the road to the right side. Luckily we managed to find the bus driver who led us to the place😭👍"",""Images"":[""https://lh3.googleusercontent.com/grass-cs/ANxoTn1jq9UsrnYQOvPJaTz6D_y4KIoIuVS5k1dvYJG1TrD5X501QEZUlhyJw5qwac6487mxOTo3tNHbzpF86DPQKg77v5fSbLLQuEJ9vCt4yDQkN6bjuS9Il-p1AviBwuQ-le992gd6I_2cPv8=k-no"",""https://lh3.googleusercontent.com/grass-cs/ANxoTn1XcC56PiQkROKYAVRkZ7uNzUVHZjRh701mbPFNmlZzWFbNK9-vPBONm1pwVk34Ydg6kGcm34swswzq1nytMXCX1vL8ViNqqamPk60QW9QKgQRgTlm01WMJfan6p4XCjNB_OyU_coFvQbdf=k-no"",""https://lh3.googleusercontent.com/grass-cs/ANxoTn3Rv5ENKpS5g9aGb_RrnWQ7JVwX9pVH9IsEpBF98l-ib50SwAwEMv7yYrJSw2kNNtxDl9W7dyrp_mGI6GpZ1Jqx9GkRd82-ggjpCKUd9FfW2r1KCUpZX4CacAAjikxwiEEQftvF9ruNggV3=k-no""],""When"":""2026-1-26""},{""Name"":""Aleksandra Klimczak"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJ-N_UogoZWiTO2VXWzVpc9Ab1AAq7MYLDL2DB_vWqTFIUhhg=s120-c-rp-mo-ba12-br100"",""Rating"":1,""Description"":""I highly do not recommend this company. Absolutely terrible experience\n\nWe were traveling from Hue to Da Nang. At the very beginning, the person from the service started taking our luggage.\n\nThen, when paying for the ticket, it turned out that the price for us instead of 80,000 VND was 150,000 VND.\n\nThe person was very unpleasant, he pushed people off the bus"",""Images"":[""https://lh3.googleusercontent.com/grass-cs/ANxoTn05WM49YbxsRTpRPr7yAJQZj4uQ5muN4aBunEi1EVYRTCQSmy49xQpFcQN2UsO5J5sFVt5kBXwxhMLTFn-0oUakjwU-ZMZRRiS8nAYvt52B9GNvMqASCAcpOwQIqzqI-6V5W5zZ3gkqf34Z=k-no"",""https://lh3.googleusercontent.com/grass-cs/ANxoTn0E11Vd7u0U18SpCLA9eAmLdCBotC1H_rSo1VDfYD3Z2wt_QKNl2jgeHq72hFLKEUhW_Fgxj9OnYMjRes1gqEN2L9k-TfvXZRTBvsuHuGBMc45prwRPnL2sk1-zS2F3O4wQnYOwMHSy7jY=k-no""],""When"":""2025-6-22""},{""Name"":""_ Poel"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjX2J7Bq7tRfxaH6FM4goXG05itxmibtwzE5iJpG7aIC9vV2BEsX=s120-c-rp-mo-ba12-br100"",""Rating"":1,""Description"":""SCAM ALERT\nRegional busses to Hoi An officialy costs 16k for EVERYONE but bus drivers always try to scam tourists to pay way more - i had to pay 31k and was about to get kicked out when i told him i wont pay more then 20k because 16k is the official price. Ended up paying the 31k and the busdriver telling Vietnamese to sit right next to me while the whole bus is empty but it gets even worse\n\nAn old lady (tourist) should pay 16k but he wanted 47k from her and she resistet and didn't want to leave the bus because the official ticket is 16k the Busdriver started shouting around so she threatend with police but that made him just more angry and he almost punched her in the face, an old lady because she wanted the original price excuse me????  Well the called the police but they just laughed at her because the price is too low for them to care about"",""Images"":[""https://lh3.googleusercontent.com/grass-cs/ANxoTn1FNcqf51g8JgpzP3vk2GLvjR2dvPsFoMFmnA0wzFxJojoL_JNU2PiqLoRE3k9gGK9HzVjJE_wk86St7pi4w0sjb9HNHJJek9PWK6KbIyrlz2C1PkXYETgbV2kSHSnBpRlI1c4=k-no""],""When"":""2025-4-19""},{""Name"":""Milana Prikhodko"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUxXJ3RKI7Qep2fIE75qDjc0XxYY1-1kpxHvDecJy1OXrlpF0-J=s120-c-rp-mo-ba12-br100"",""Rating"":5,""Description"":""To this station we arrived from Savannakhet (Laos) to Da Nang. Buses were comfortable and price is fair, around 25$. The road was comfortable, the driver was fast but careful, we made sanitary stops every 2-3 hours for 5-10 min. Great experience. I think here you can buy tickets back too - Da Nang to Laos Savannakhet."",""Images"":[""https://lh3.googleusercontent.com/grass-cs/ANxoTn1nR6KxHdHIwkTVmo7fNmh6TStZRmWhzKGcrN-DUKNyUtKdGt0MUXGu_6D-qcTZsUeKOq5VMmV5Pv5kzwRLZF9rSOgUdvhEVqJxn7ioR2t9izrsvfIRBCX7HSsatt7YKtOtvyka5g=k-no"",""https://lh3.googleusercontent.com/grass-cs/ANxoTn3vuauZbeI92aa5zHSZEsyarrWTU6F_RRAbXaXtK2tjrGpO5nsenAeJklJVzI3rVkKZUrKDC1jzAcU465Hr2u4hcWmBxmgqfiW61yt9ZFCYfEC20GnCI3RwV2tZ9iqGHehPZ2y0=k-no""],""When"":""2024-2-6""},{""Name"":""Darren Storey"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocLnFk3UMIW8ni_MdTnWm3UVt5lowcGxi90VyeI-vaIHuUKRYg=s120-c-rp-mo-ba12-br100"",""Rating"":1,""Description"":""Absolutely awful experience travelling with Duc Duong.\n\nI paid for a seat in a 'limosine van' which arrived 35 minutes late. All seats were taken, I was forced to sit in front in a half size seat between an obese passenger who took up part of my seat and the driver who regularly knocked my knee with the gear stick. There was no leg room and no seat belt, as such the ride was very unsafe as well as very uncomfortable for two hours. Other passengers who paid the same rate as myself were seated in actual seats with leg space, yet I paid the same and had no such service as was advertised.\n\nOverall I can thoroughly recommend not using Ducdong Bus for any transportation needs."",""Images"":[""https://lh3.googleusercontent.com/grass-cs/ANxoTn2ZP2Nc6NSd9yNYnxW9CRgp2jLTC_mpC6dm1gGlDYquiUop8UaplIRzGdcvYeZ75nhspbKItbhfGCFnreAStk3OKK1Wk3jEdte8jvdOyI2Q0JRkvLA6Z4vpjzy8UNJKyKPc-5ma=k-no""],""When"":""2023-12-14""},{""Name"":""Sam Quinlan"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVDXzl8VYQks5JHpUK2zdgHbIX-kvXnSFd3RBI3Nq6_MaJf314=s120-c-rp-mo-ba12-br100"",""Rating"":3,""Description"":""Very mixed experience at the Futa/Phoung Trang counter (in the room at the end, room 11 I think). I used Translate both times.\n\nFirst employee: she used my passport to get my ticket (because someone stole my phone in Hanoi and I couldn't login to anything), wrote down the departure time *and numberplate* of the bus I needed, and was very friendly, understanding and efficient the whole time.\n😌🙏\n\nSecond employee: a few minutes later, I realised I'd forgotten to cancel my second ticket (couldn't have done that previously, because I couldn't login to anything). I went back in and showed her that situation in Translate, and after reading it, she just glared straight at me as if I'd committed a crime, until I walked out awkwardly when I was sure enough that the cancellation had been noted.\n🫥😬\n\nSo yeah...be prepared for \""good cop, bad cop\"" or just luck of the draw, I guess 😅"",""Images"":null,""When"":""""},{""Name"":""Jens S"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocK5jTXRu7jPmOo_CnSRQYW8dDlCk5mSCCk07jIPNpA62XzWgQ=s120-c-rp-mo-ba12-br100"",""Rating"":5,""Description"":""For all people who like to go to Hoi An. Here is a public bus to Hoi An for 35000 Dong (+ 18k for backpacks). Don't trust the taxi/grab drivers, who tell you there is no bus.\nThe bus lane LK02 drives every hour directly to Hoi An. :)"",""Images"":null,""When"":""""},{""Name"":""Riog Nimal"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjW6YnEQDf8tsL-daBgwrh1OK1m2vBoE5-cHbzPPxJeDM7MjVs_I=s120-c-rp-mo-ba12-br100"",""Rating"":3,""Description"":""Bit of a mess honestly so be patient, keep smiling and stay away from people that you can't clearly identify as being part of a transport team. Always ask for a receipt whatever you're purchasing.\n\nGoing to Laos from here is a pain in the butt. You're best and cheapest option is to go to the Lao Bao border checkpoint (ask at counter 4) for 350.000 vnd, then cross into Laos and go to the Dansavanh bus station. From there you can go to Vientiane, Savannakhet, etc..."",""Images"":null,""When"":""""}]",null,
