"",Unnamed: 0,power,make_model,fuel,Company Names
1295,1621,95.0,Victory Kingpin 8-Ball,Gasoline,Victory
2618,3232,95.0,BMW R 1150 GS Adventure,Gasoline,BMW
114,146,95.0,BMW F 800 GS,Gasoline,BMW
560,698,95.0,Yamaha MT-01,Gasoline,Yamaha
44,58,95.0,Triumph Tiger 800,Gasoline,Triumph
8684,10795,95.0,Ducati Monster 696,Gasoline,Ducati
4895,6093,95.0,Victory Hammer,Gasoline,Victory
667,840,95.0,Ducati 1000 Sport,Gasoline,Ducati
2349,2905,95.0,Victory Hammer 8-Ball,Gasoline,Victory
2431,3002,95.0,Ducati 851,Gasoline,Ducati
387,477,95.0,Honda CBR 650,Gasoline,Honda
6272,7793,95.0,BMW R 1150 RS,Gasoline,BMW
481,597,95.0,Buell XB 12,Gasoline,Buell
229,277,95.0,Victory Vision Tour,Gasoline,Victory
4417,5501,95.0,Aprilia Shiver 750,Gasoline,Aprilia
313,380,95.0,KTM 790 Duke,Gasoline,KTM
1662,2074,95.0,Doohan iTank,Electric,Doohan
1793,2235,95.0,Moto Guzzi V 11,Gasoline,Moto
8380,10429,95.0,Victory Vegas,Gasoline,Victory
67,88,95.0,Ducati Monster 1100,Gasoline,Ducati
82,105,95.0,Victory High-Ball,Gasoline,Victory
13361,16604,95.0,Yamaha FZS 600,Gasoline,Yamaha
87,110,95.0,Honda CRF 1000,Gasoline,Honda
1137,1430,95.0,Aprilia Shiver 900,Gasoline,Aprilia
630,787,95.0,KTM 790 Adventure,Gasoline,KTM
18966,23657,95.0,Indian Custom,Gasoline,Indian
4453,5547,94.0,Triumph Thunderbird LT,Gasoline,Triumph
5967,7420,94.0,Honda GL 1200,Gasoline,Honda
2014,2506,94.0,Honda Varadero,Gasoline,Honda
2535,3128,94.0,Honda XL 1000,Gasoline,Honda
684,861,94.0,Harley-Davidson CVO Breakout,Gasoline,Harley-Davidson
1975,2458,94.0,Triumph Thunderbird Commander,Gasoline,Triumph
3511,4375,92.0,Moto Guzzi Norge 1200,Gasoline,Moto
1328,1661,92.0,Kawasaki Zephyr 1100,Gasoline,Kawasaki
2220,2758,92.0,Ducati Paul Smart 1000,Gasoline,Ducati
1256,1576,92.0,Indian Roadmaster,Gasoline,Indian
976,1224,92.0,Indian Springfield,Gasoline,Indian
7196,8941,92.0,Harley-Davidson CVO Pro Street,Gasoline,Harley-Davidson
642,806,91.0,Harley-Davidson XR 1200,Gasoline,Harley-Davidson
1132,1423,91.0,Can Am Outlander,Gasoline,Can
1099,1385,91.0,Harley-Davidson FXDR 114,Gasoline,Harley-Davidson
2369,2928,91.0,BMW R 1,Gasoline,BMW
298,362,91.0,Honda CB 650,Gasoline,Honda
7045,8747,91.0,BMW R18 Classic,Gasoline,BMW
780,980,91.0,BMW R18,Gasoline,BMW
837,1059,91.0,Harley-Davidson Sportster XR 1200,Gasoline,Harley-Davidson
2675,3305,90.0,Ducati Hypermotard 796,Gasoline,Ducati
1424,1781,90.0,Harley-Davidson Road Glide,Gasoline,Harley-Davidson
1,1,90.0,BMW F 800 GT,Gasoline,BMW
19017,23713,90.0,Harley-Davidson VRSC Street Rod,Gasoline,Harley-Davidson
576,717,90.0,Bimota YB 9,Gasoline,Bimota
10242,12742,90.0,BMW R 1100 RT,Gasoline,BMW
14571,18129,90.0,Confederate,Gasoline,Confederate
2209,2746,90.0,Harley-Davidson Dyna Low Rider,Gasoline,Harley-Davidson
15243,18979,90.0,Buell S 2,Gasoline,Buell
1608,2010,90.0,Yamaha SCR 950,Gasoline,Yamaha
565,705,90.0,Honda CB 1100,Gasoline,Honda
7478,9295,90.0,Victory Kingpin,Gasoline,Victory
16348,20380,90.0,Yamaha Star Venture,Gasoline,Yamaha
508,632,90.0,Yamaha XV 1900,Gasoline,Yamaha
7889,9808,90.0,Yamaha XJ 900,Gasoline,Yamaha
5774,7167,90.0,Bimota Tesi 3/D,Gasoline,Bimota
7452,9258,90.0,BMW K 100 RT,Gasoline,BMW
1505,1884,90.0,BMW R 1100 RS,Gasoline,BMW
8405,10462,88.0,Buell,Gasoline,Buell
24485,30650,88.0,Bimota SB 3,Gasoline,Bimota
294,356,88.0,Harley-Davidson Street Rod,Gasoline,Harley-Davidson
6858,8516,88.0,Buell XB 9,Gasoline,Buell
11089,13796,88.0,Victory Vegas Highball,Gasoline,Victory
10065,12526,88.0,Harley-Davidson Freewheeler,Gasoline,Harley-Davidson
14639,18217,88.0,Can Am Rally,Gasoline,Can
4303,5353,88.0,Buell X1,Gasoline,Buell
7030,8730,88.0,Victory Jackpot,Gasoline,Victory
10472,13038,88.0,Yamaha RD 500,Gasoline,Yamaha
6000,7459,88.0,Victory Magnum,Gasoline,Victory
4782,5948,88.0,Victory Cross Country Tour,Gasoline,Victory
6152,7646,88.0,Victory Judge,Gasoline,Victory
402,497,88.0,Victory Boardwalk,Gasoline,Victory
7418,9216,88.0,Triumph TR 6,Gasoline,Triumph
4059,5054,88.0,KTM 990 Supermoto,Gasoline,KTM
547,680,88.0,Harley-Davidson Dyna Wide Glide,Gasoline,Harley-Davidson
5031,6257,88.0,Victory Gunner,Gasoline,Victory
8355,10396,88.0,Honda VF 1000,Gasoline,Honda
18003,22462,88.0,Benelli 900 Sei,Gasoline,Benelli
5468,6803,88.0,Moto Guzzi Griso 1100,Gasoline,Moto
2002,2489,88.0,Honda VF 750,Gasoline,Honda
20987,26206,88.0,Buell S 1,Gasoline,Buell
2579,3178,87.0,Harley-Davidson Tri Glide,Gasoline,Harley-Davidson
9665,12024,87.0,Honda X 11,Gasoline,Honda
312,379,87.0,Harley-Davidson Electra Glide,Gasoline,Harley-Davidson
207,251,87.0,BMW F 800 R,Gasoline,BMW
2796,3476,87.0,Harley-Davidson Ultra Limited,Gasoline,Harley-Davidson
1037,1302,87.0,Harley-Davidson Softail Slim,Gasoline,Harley-Davidson
17057,21274,87.0,Honda RS 250,Gasoline,Honda
17403,21693,87.0,BMW R 1150,Gasoline,BMW
18432,22995,86.0,BMW R 1100 R,Gasoline,BMW
980,1229,86.0,BMW F 800 GS Adventure,Gasoline,BMW
2873,3572,86.0,TGB Blade 1000,Gasoline,TGB
1478,1851,86.0,BMW F 800 ST,Gasoline,BMW
19683,24557,86.0,Kawasaki GPX 600 R,Gasoline,Kawasaki
1578,1974,86.0,Moto Guzzi Le Mans,Gasoline,Moto
6822,8475,86.0,Moto Guzzi Breva 1100,Gasoline,Moto
1962,2444,86.0,BMW K 1200 LT,Gasoline,BMW
2067,2573,86.0,Suzuki GSX 750,Gasoline,Suzuki
9714,12088,86.0,Rewaco FX6,Gasoline,Rewaco
3140,3896,86.0,Kawasaki GPZ 750,Gasoline,Kawasaki
203,247,86.0,Yamaha XV 1700,Gasoline,Yamaha
139,175,84.0,Indian Chieftain,Gasoline,Indian
9,10,84.0,Harley-Davidson Sport Glide,Gasoline,Harley-Davidson
9642,11997,84.0,Ducati ST 2,Gasoline,Ducati
8626,10728,84.0,BMW R 1150 R Rockster,Gasoline,BMW
2956,3674,84.0,BMW R 90/6,Gasoline,BMW
1224,1540,84.0,BMW R 1150 R,Gasoline,BMW
11725,14595,84.0,BMW R 1150 GS,Gasoline,BMW
9816,12211,84.0,Ducati Monster 1000,Gasoline,Ducati
787,989,84.0,Harley-Davidson Ultra Classic,Gasoline,Harley-Davidson
5994,7452,84.0,Honda CTX 1300,Gasoline,Honda
6287,7811,84.0,Ducati 750 Sport,Gasoline,Ducati
326,401,83.0,Laverda 1000,Gasoline,Laverda
7903,9826,83.0,Laverda,Gasoline,Laverda
587,731,83.0,Can Am Renegade,Gasoline,Can
4600,5723,83.0,Ducati 1000 GT,Gasoline,Ducati
5223,6497,83.0,Polaris Sportsman 1000,Gasoline,Polaris
61,80,82.0,Ducati Monster 796,Gasoline,Ducati
16,17,82.0,Harley-Davidson Road King,Gasoline,Harley-Davidson
23230,29052,82.0,Bombardier Renegade,Gasoline,Bombardier
2762,3431,82.0,Ducati Monster 800,Gasoline,Ducati
1940,2418,82.0,Honda CB 900,Gasoline,Honda
16794,20936,82.0,Yamaha XJ 750,Gasoline,Yamaha
24650,30869,82.0,Aprilia RXV 550,Gasoline,Aprilia
10933,13603,82.0,Can Am Traxter,Gasoline,Can
11458,14255,82.0,Magni,Gasoline,Magni
3333,4159,82.0,NSU 601 OSL,Gasoline,NSU
2112,2630,82.0,Bombardier,Gasoline,Bombardier
21713,27109,82.0,Moto Guzzi 1000 Le Mans,Gasoline,Moto
383,473,82.0,Triumph Thunderbird Sport,Gasoline,Triumph
15919,19804,82.0,Ducati 450 Desmo,Gasoline,Ducati
7725,9603,82.0,Bimota KB 1,Gasoline,Bimota
230,278,82.0,Moto Guzzi 850 Le Mans,Gasoline,Moto
1143,1436,82.0,Can Am Ryker,Gasoline,Can
2871,3570,82.0,Magni Sfida 1000,Gasoline,Magni
19077,23787,80.0,Laverda 1200,Gasoline,Laverda
13680,16992,80.0,Honda GL 1000,Gasoline,Honda
891,1119,80.0,Moto Guzzi V 85,Others,Moto
3609,4496,80.0,BMW R 1100 GS,Gasoline,BMW
19549,24389,80.0,Yamaha TDM 850,Gasoline,Yamaha
4610,5735,80.0,Norton Dominator,Gasoline,Norton
13809,17167,80.0,Hyosung Comet 650,Gasoline,Hyosung
1776,2215,80.0,Triumph Trident 750,Gasoline,Triumph
19339,24123,80.0,Hyosung GT 650,Gasoline,Hyosung
2022,2515,80.0,CF Moto ZForce 1000,Gasoline,CF
4504,5610,79.0,Suzuki VL 1500,Gasoline,Suzuki
747,938,79.0,Harley-Davidson Dyna Fat Bob,Gasoline,Harley-Davidson
75,97,79.0,Arctic Cat 1000,Gasoline,Arctic
77,100,79.0,Harley-Davidson Fat Boy,Gasoline,Harley-Davidson
128,163,79.0,Harley-Davidson Fat Bob,Gasoline,Harley-Davidson
1616,2019,77.0,Triumph Speedmaster,Gasoline,Triumph
13689,17002,77.0,SMC,Gasoline,SMC
2015,2507,77.0,Kawasaki 900 Z1,Gasoline,Kawasaki
7015,8712,77.0,Suzuki Bandit 650,Gasoline,Suzuki
1795,2238,77.0,Ducati Monster 900,Gasoline,Ducati
1796,2239,77.0,Suzuki Bandit 600,Gasoline,Suzuki
8307,10338,77.0,Kawasaki Z 1,Gasoline,Kawasaki
2616,3229,77.0,Indian Chief,Gasoline,Indian
88,112,77.0,Honda CBF 600,Others,Honda
201,245,77.0,Hyosung GT 650i,Gasoline,Hyosung
376,464,77.0,Triumph Bonneville Bobber,Gasoline,Triumph
25319,31720,77.0,Rewaco,Gasoline,Rewaco
11786,14663,77.0,Yamaha XJ 6,Gasoline,Yamaha
179,222,76.0,BMW F 750 GS,Gasoline,BMW
1715,2138,76.0,Aprilia SRV 850,Gasoline,Aprilia
1584,1980,76.0,Harley-Davidson Super Glide,Gasoline,Harley-Davidson
1573,1969,76.0,Suzuki SV 650,Gasoline,Suzuki
482,599,76.0,KTM 300 EXC,Two Stroke Gasoline,KTM
26890,33704,76.0,MV Agusta 750 S,Gasoline,MV
2449,3024,76.0,Benelli 752 S,Gasoline,Benelli
14848,18486,76.0,Ducati 1000 SS,Gasoline,Ducati
3330,4154,76.0,Aprilia Mana 850,Gasoline,Aprilia
27219,34114,76.0,Kawasaki KZ 750,Gasoline,Kawasaki
59,78,76.0,Harley-Davidson Dyna Super Glide,Gasoline,Harley-Davidson
2755,3422,76.0,Harley-Davidson Dyna Switchback,Gasoline,Harley-Davidson
22525,28146,75.0,Piaggio Beverly 200,Gasoline,Piaggio
10686,13306,75.0,BMW K 75,Gasoline,BMW
341,423,75.0,BMW F 700 GS,Gasoline,BMW
6010,7470,75.0,Husqvarna,Gasoline,Husqvarna
3207,3993,75.0,Husqvarna Svartpilen,Gasoline,Husqvarna
1506,1885,75.0,Honda Aeon Cobra,Diesel,Honda
6348,7884,75.0,MBK Skycruiser,Gasoline,MBK
1807,2253,75.0,Moto Guzzi Bellagio,Gasoline,Moto
6939,8616,75.0,Aprilia Atlantic 125,Electric,Aprilia
1790,2231,75.0,KTM,Gasoline,KTM
982,1231,75.0,Husqvarna 701 Enduro,Gasoline,Husqvarna
654,826,75.0,Husqvarna Vitpilen,Gasoline,Husqvarna
4221,5255,75.0,Ducati 750 F1,Gasoline,Ducati
5527,6866,75.0,BMW F 700,Gasoline,BMW
1443,1808,75.0,Husqvarna 701 Supermoto,Gasoline,Husqvarna
15656,19481,75.0,Ducati MH 900 e,Gasoline,Ducati
462,577,75.0,KTM 690 Duke,Gasoline,KTM
48,63,75.0,Harley-Davidson,Gasoline,Harley-Davidson
20879,26066,75.0,Benelli 750 Sei,Gasoline,Benelli
740,931,75.0,KTM 690 SMC,Gasoline,KTM
807,1018,75.0,KTM 690 Supermoto,Gasoline,KTM
11362,14134,75.0,Hyosung Aquila 650,Gasoline,Hyosung
5679,7045,75.0,CF Moto CForce 1000,Gasoline,CF
2389,2950,75.0,Kawasaki GPZ 600,Gasoline,Kawasaki
2865,3563,75.0,BMW K 75 S,Gasoline,BMW
3103,3853,75.0,Moto Guzzi 850 T,Gasoline,Moto
2951,3667,73.0,Moto Guzzi California 1100,Gasoline,Moto
132,168,73.0,Kawasaki VN 1700,Gasoline,Kawasaki
540,673,73.0,Yamaha Tracer 700,Gasoline,Yamaha
99,125,73.0,Harley-Davidson Rocker C,Gasoline,Harley-Davidson
1360,1700,73.0,Cagiva Elefant 900,Gasoline,Cagiva
869,1093,73.0,Yamaha XT 700,Gasoline,Yamaha
6358,7896,73.0,Kawasaki Vulcan 1700,Gasoline,Kawasaki
655,827,73.0,Ducati Monster 797,Gasoline,Ducati
4280,5329,73.0,Victory Cross Country Cory Ness,Gasoline,Victory
715,899,73.0,Yamaha XVS 1300,Gasoline,Yamaha
1921,2393,73.0,Moto Guzzi California,Gasoline,Moto
1082,1364,73.0,Yamaha XVZ 1300,Gasoline,Yamaha
440,545,73.0,Harley-Davidson Deluxe,Gasoline,Harley-Davidson
3293,4098,72.0,Yamaha 550 Supermoto,Gasoline,Yamaha
25185,31545,72.0,Ducati 900 Hailwood,Gasoline,Ducati
544,677,72.0,BMW R 100 RS,Gasoline,BMW
2205,2742,72.0,Suzuki Gladius 650,Gasoline,Suzuki
11767,14639,72.0,Bombardier Outlander 800,Gasoline,Bombardier
8995,11198,72.0,Kawasaki ER - 6 F,Gasoline,Kawasaki
16345,20377,72.0,Arctic Cat 1000i GT 4x4,Gasoline,Arctic
23626,29558,72.0,Others AME,Gasoline,Others
818,1033,72.0,Honda MSX 125,Gasoline,Honda
4102,5105,72.0,Honda NS 400,Gasoline,Honda
766,961,71.0,Kawasaki 750 H2,Gasoline,Kawasaki
3187,3963,71.0,BMW R 850,Gasoline,BMW
31,38,71.0,Harley-Davidson Late Shovel,Gasoline,Harley-Davidson
5351,6661,71.0,Rewaco FX5,Gasoline,Rewaco
1138,1431,71.0,BMW R 850 R,Gasoline,BMW
338,417,71.0,Harley-Davidson Heritage Softail,Gasoline,Harley-Davidson
16099,20047,71.0,Arctic Cat 1000i XT,Gasoline,Arctic
1227,1543,71.0,BMW F 650 GS,Others,BMW
5,6,71.0,Suzuki V-Strom 650,Gasoline,Suzuki
17848,22273,71.0,BMW R 100 CS,Gasoline,BMW
17854,22280,71.0,Big Dog,Gasoline,Big
8043,10001,69.0,Gilera GP 800,Gasoline,Gilera
582,724,69.0,Ducati 900 MHR,Gasoline,Ducati
6469,8032,69.0,Polaris Sportsman 800,Gasoline,Polaris
1163,1468,69.0,Polaris Sportsman 850,Gasoline,Polaris
6024,7487,69.0,Yamaha Ténéré 700,Gasoline,Yamaha
8136,10115,69.0,Boom Trike Chopper,Gasoline,Boom
4680,5822,69.0,Bimota,Gasoline,Bimota
13259,16482,69.0,Triumph Legend TT,Gasoline,Triumph
151,187,69.0,Kawasaki Versys 650,Gasoline,Kawasaki
19422,24230,69.0,KTM 690 LC 4,Gasoline,KTM
27032,33878,69.0,BMW R 850 RT,Gasoline,BMW
39,49,69.0,Online,Gasoline,Online
71,93,68.0,Kawasaki Ninja 650,Gasoline,Kawasaki
5931,7370,68.0,Peugeot SC 50,Gasoline,Peugeot
22102,27612,68.0,KSR Moto Cruzer,Gasoline,KSR
5440,6766,68.0,Harley-Davidson Early Shovel,Gasoline,Harley-Davidson
20,25,68.0,Peugeot Metropolis,Gasoline,Peugeot
12167,15131,68.0,Yamaha YFM 350,Gasoline,Yamaha
2644,3265,68.0,Harley-Davidson Bad Boy,Electric/Gasoline,Harley-Davidson
5680,7046,68.0,Malaguti Phantom,Two Stroke Gasoline,Malaguti
1134,1427,68.0,BMW R 1200 C Independent,Gasoline,BMW
18208,22715,68.0,Piaggio Si,Others,Piaggio
202,246,68.0,Polini,Gasoline,Polini
11811,14692,68.0,BMW R 100 RT,Gasoline,BMW
11785,14662,68.0,BMW R 100 T,Gasoline,BMW
24021,30050,68.0,Stels ATV 850G,Gasoline,Stels
438,543,68.0,Kymco Super 9,Gasoline,Kymco
3625,4516,68.0,KSR Moto TR 50,Two Stroke Gasoline,KSR
26014,32603,68.0,Others A+M Trike,Gasoline,Others
10024,12478,68.0,Harley-Davidson AME ST 800,Gasoline,Harley-Davidson
331,406,68.0,Harley-Davidson 1200 Custom,Gasoline,Harley-Davidson
8186,10185,68.0,Aprilia SR Racing,Gasoline,Aprilia
16571,20656,68.0,Piaggio Ciao,Gasoline,Piaggio
681,858,68.0,SYM Fiddle 50,Gasoline,SYM
729,916,68.0,Znen S Znen-King,Gasoline,Znen
791,994,68.0,Triumph Bonneville SE,Gasoline,Triumph
7021,8720,68.0,Yamaha DT 125,Gasoline,Yamaha
21946,27412,68.0,Kymco People 50,Gasoline,Kymco
1902,2372,68.0,SYM Symply 50,Gasoline,SYM
1804,2249,68.0,Beta RR 480,Gasoline,Beta
4289,5338,68.0,Honda CR 500,Gasoline,Honda
14764,18378,68.0,Peugeot Elystar,Two Stroke Gasoline,Peugeot
11450,14247,68.0,Turbho RS 50,Gasoline,Turbho
10740,13371,68.0,KSR Moto,Gasoline,KSR
12700,15801,68.0,TGB Tapo 50,Gasoline,TGB
11633,14471,68.0,Znen Q Scooter,Others,Znen
9656,12013,68.0,Polaris Scrambler 1000,Gasoline,Polaris
9756,12138,68.0,MBK,Gasoline,MBK
1981,2465,68.0,Kawasaki Z 650,Gasoline,Kawasaki
216,262,67.0,Kawasaki VN 1500,Gasoline,Kawasaki
2390,2951,67.0,Kawasaki VN 1600,Gasoline,Kawasaki
104,133,67.0,Harley-Davidson Sportster Forty Eight,Gasoline,Harley-Davidson
13961,17367,67.0,Egli Honda,Gasoline,Egli
10463,13024,67.0,SYM C 50,Gasoline,SYM
11281,14034,67.0,Explorer Spin 50,Gasoline,Explorer
2361,2919,67.0,Honda VT 1100,Gasoline,Honda
578,720,67.0,Honda CB 750 four,Gasoline,Honda
7843,9747,67.0,Moto Guzzi California 1000,Gasoline,Moto
2651,3274,67.0,BMW R 45,Gasoline,BMW
76,99,67.0,Harley-Davidson Sportster 1200,Gasoline,Harley-Davidson
1817,2269,67.0,KTM 690 Enduro,Gasoline,KTM
16793,20934,67.0,BMW R 90,Gasoline,BMW
788,990,67.0,Zero Zero DSR,Electric,Zero
697,877,67.0,Vespa S 50,Gasoline,Vespa
308,374,67.0,Harley-Davidson Sportster,Gasoline,Harley-Davidson
1074,1353,67.0,Harley-Davidson Iron 1200,Gasoline,Harley-Davidson
9117,11352,67.0,MBK Ovetto,Two Stroke Gasoline,MBK
567,707,67.0,Harley-Davidson XL 1200,Gasoline,Harley-Davidson
3847,4793,67.0,Moto Guzzi Mille GT,Gasoline,Moto
1763,2199,67.0,BMW R 90 S,Gasoline,BMW
865,1089,67.0,Harley-Davidson Roadster,Gasoline,Harley-Davidson
6110,7588,67.0,Others Norelli,Gasoline,Others
395,488,67.0,Suzuki VS 1400,Gasoline,Suzuki
1331,1664,65.0,Ducati 900 SS,Gasoline,Ducati
11832,14721,65.0,Husqvarna FC 450,Gasoline,Husqvarna
14929,18586,65.0,Bombardier DS 650,Gasoline,Bombardier
54,71,65.0,Triumph Bonneville T100,Gasoline,Triumph
159,199,65.0,Peugeot,Gasoline,Peugeot
640,801,65.0,Triumph Street Scrambler,Gasoline,Triumph
1848,2309,65.0,CF Moto UForce 800,Gasoline,CF
690,870,65.0,Moto Guzzi V 9,Gasoline,Moto
5962,7413,65.0,KTM 450 SMR,Gasoline,KTM
2645,3268,65.0,Triumph Bonneville T214,Gasoline,Triumph
7041,8742,65.0,Harley-Davidson Trike,Gasoline,Harley-Davidson
521,650,65.0,CF Moto Tracker,Gasoline,CF
20025,24987,65.0,KTM 450 SX,Gasoline,KTM
5772,7165,65.0,Husqvarna FS 450,Gasoline,Husqvarna
18,20,64.0,Harley-Davidson Softail,Gasoline,Harley-Davidson
13881,17266,64.0,BMW R 80 ST,Gasoline,BMW
84,107,64.0,Moto Guzzi V 7,Gasoline,Moto
4932,6141,64.0,Honda CX 650,Gasoline,Honda
1033,1298,64.0,Harley-Davidson Night Train,Gasoline,Harley-Davidson
2298,2846,64.0,CF Moto CForce 850,Gasoline,CF
25048,31357,64.0,Arctic Cat,Gasoline,Arctic
6218,7723,64.0,BMW R 1150 RT,Gasoline,BMW
8731,10858,64.0,Laverda 668,Gasoline,Laverda
25574,32042,64.0,Harley-Davidson Deuce,Gasoline,Harley-Davidson
2909,3616,64.0,Honda CB 750,Gasoline,Honda
5078,6315,64.0,BMW K 1100 RS,Gasoline,BMW
1114,1403,64.0,Arctic Cat 700,Gasoline,Arctic
1760,2195,63.0,Ossa Explorer,Two Stroke Gasoline,Ossa
6972,8651,63.0,Suzuki GT 750,Two Stroke Gasoline,Suzuki
2120,2641,63.0,Can Am 800 Renegade,Gasoline,Can
343,425,63.0,Yamaha XV 1600,Gasoline,Yamaha
284,343,63.0,Quadix Buggy 1100,Gasoline,Quadix
17,19,61.0,BMW R 1200 C Montauk,Gasoline,BMW
21,27,61.0,Kawasaki Vulcan S,Gasoline,Kawasaki
2742,3404,61.0,KTM 525 XC,Gasoline,KTM
5067,6299,61.0,Ecomobile Standart - ECO,Electric,Ecomobile
20511,25595,61.0,Stels,Gasoline,Stels
23844,29830,61.0,CF Moto 650 NK,Gasoline,CF
1441,1806,61.0,Moto Guzzi V 1000,Gasoline,Moto
1172,1478,61.0,Laverda 750,Gasoline,Laverda
6084,7559,61.0,Husqvarna FC 250,Gasoline,Husqvarna
2569,3165,61.0,BMW R 1200 C,Gasoline,BMW
8603,10701,61.0,Moto Guzzi 1000 Convert,Gasoline,Moto
8555,10644,61.0,Benda Benson 50,Gasoline,Benda
3928,4896,61.0,Yamaha XVS 1100,Gasoline,Yamaha
4217,5249,61.0,Honda DN-01,Gasoline,Honda
27539,34508,61.0,Suzuki RGV 250,Gasoline,Suzuki
504,628,61.0,Explorer Race 50,Gasoline,Explorer
6728,8358,61.0,Yamaha XV 750,Gasoline,Yamaha
2178,2710,61.0,BMW F 800,Gasoline,BMW
24679,30902,61.0,Yamaha XV 1100,Gasoline,Yamaha
4426,5511,61.0,Triumph Bonneville America,Gasoline,Triumph
22019,27501,61.0,Sherco 300 SE,Gasoline,Sherco
2836,3527,61.0,BMW R 1200 CL,Gasoline,BMW
6995,8683,61.0,Moto Guzzi 1000 SP,Gasoline,Moto
16006,19918,61.0,Ride,Gasoline,Ride
474,590,61.0,Aprilia RS 250,Gasoline,Aprilia
8775,10917,61.0,CF Moto 650GT,Gasoline,CF
6144,7636,61.0,Harley-Davidson Sportster XLCH 1000,Gasoline,Harley-Davidson
4587,5707,61.0,CF Moto 650 MT,Gasoline,CF
5407,6728,60.0,BMW F 650,Gasoline,BMW
5343,6649,60.0,BMW C 600,Gasoline,BMW
2379,2940,60.0,BMW R 100 GS Paris-Dakar,Gasoline,BMW
4646,5783,60.0,Triumph Bonneville Spirit,Gasoline,Triumph
15749,19593,60.0,TM SMX 450 Fi KS,Gasoline,TM
2114,2633,60.0,Triumph America LT,Gasoline,Triumph
8625,10727,60.0,Harley-Davidson Electra Glide Sidecar,Gasoline,Harley-Davidson
760,953,60.0,Bombardier Outlander 650,Gasoline,Bombardier
171,214,60.0,BMW R 100,Gasoline,BMW
49,64,60.0,BMW C 650 GT,Gasoline,BMW
16617,20710,60.0,Kawasaki GPZ 500 S,Gasoline,Kawasaki
668,841,60.0,BMW R 100/7,Gasoline,BMW
2798,3478,60.0,BMW R 100 S,Gasoline,BMW
2673,3301,60.0,Kawasaki 500 H1,Gasoline,Kawasaki
3660,4561,60.0,Triumph Bonneville T140V,Gasoline,Triumph
8033,9988,60.0,Kymco Maxxer 250,Gasoline,Kymco
7797,9691,60.0,Honda VFR 400,Gasoline,Honda
16437,20488,60.0,Kawasaki KR-1,Gasoline,Kawasaki
1399,1749,60.0,BMW R 100 R,Gasoline,BMW
1633,2039,60.0,Yamaha YZ 450,Gasoline,Yamaha
358,443,60.0,BMW R 100 GS,Gasoline,BMW
803,1012,60.0,Triumph Bonneville T120,Gasoline,Triumph
6349,7885,60.0,BMW C 600 Sport,Gasoline,BMW
6047,7513,60.0,Zero Zero S,Electric,Zero
14693,18288,60.0,Norton,Gasoline,Norton
11879,14781,60.0,Ducati 750 GT,Gasoline,Ducati
317,385,60.0,BMW C 650,Gasoline,BMW
18934,23619,60.0,Beta RR 430,Gasoline,Beta
17032,21241,58.0,Access Shade Xtreme 850,Gasoline,Access
851,1074,58.0,Triumph Scrambler,Gasoline,Triumph
742,933,58.0,Triumph Trident T 150,Gasoline,Triumph
3095,3842,58.0,Honda VTX 1300,Gasoline,Honda
13122,16318,58.0,Honda Forza 350,Gasoline,Honda
3189,3966,58.0,AJP PR7 600,Gasoline,AJP
836,1058,58.0,Kymco Myroad 700i,Gasoline,Kymco
512,637,58.0,Honda VT 1300,Gasoline,Honda
372,459,58.0,BMW R 80/7,Gasoline,BMW
738,926,58.0,CF Moto CForce 820,Gasoline,CF
728,915,58.0,Access Shade Sport 850,Gasoline,Access
8382,10432,58.0,Harley-Davidson Duo Glide,Gasoline,Harley-Davidson
4246,5286,58.0,Hisun UTV,Gasoline,Hisun
23,29,57.0,Harley-Davidson Low Rider,Gasoline,Harley-Davidson
591,739,57.0,Harley-Davidson Street 750,Gasoline,Harley-Davidson
1923,2396,57.0,Honda XRV 750,Gasoline,Honda
1612,2014,57.0,Honda Integra,Gasoline,Honda
24000,30020,57.0,Yamaha XJ 600,Gasoline,Yamaha
2880,3581,56.0,Harley-Davidson Dyna Glide,Gasoline,Harley-Davidson
24286,30395,56.0,Hisun HS 800,Gasoline,Hisun
1528,1912,56.0,Harley-Davidson Heritage Springer,Gasoline,Harley-Davidson
2033,2531,56.0,Harley-Davidson Heritage,Gasoline,Harley-Davidson
9425,11746,56.0,Gilera Nexus 300,Gasoline,Gilera
7652,9515,56.0,Honda Deauville,Gasoline,Honda
2413,2979,56.0,Harley-Davidson Sportster 1000,Gasoline,Harley-Davidson
154,192,56.0,Harley-Davidson FXD,Gasoline,Harley-Davidson
11399,14179,54.0,Husqvarna TC 250,Gasoline,Husqvarna
197,241,54.0,Triumph Street Twin,Gasoline,Triumph
4498,5601,54.0,Yamaha Raptor 700,Gasoline,Yamaha
845,1068,54.0,HM CRE Baja,Two Stroke Gasoline,HM
18527,23112,54.0,BMW 100 CS,Gasoline,BMW
11460,14258,54.0,KTM 530 EXC,Gasoline,KTM
9265,11542,54.0,Moto Guzzi V 850,Gasoline,Moto
27854,34902,54.0,Big Dog Bulldog,Gasoline,Big
1408,1759,54.0,Honda NM4 Vultus,Gasoline,Honda
8264,10286,54.0,Husaberg FE 350,Gasoline,Husaberg
5146,6399,54.0,Cagiva Elefant 650,Gasoline,Cagiva
58,77,54.0,Honda NC 750,Gasoline,Honda
3953,4926,54.0,Husqvarna FC 350,Gasoline,Husqvarna
