osmid,y,x,street_count,highway,ref,junction,railway,geometry
7841794129,15.8226048,108.3275583,1,,,,,POINT (108.3275583 15.8226048)
7841797907,15.8224622,108.3175872,1,,,,,POINT (108.3175872 15.8224622)
7841797945,15.8270588,108.319324,1,,,,,POINT (108.319324 15.8270588)
7841797966,15.8279771,108.3241898,3,,,,,POINT (108.3241898 15.8279771)
7841797967,15.8288561,108.3238891,1,,,,,POINT (108.3238891 15.8288561)
7841797976,15.8304541,108.3261253,3,,,,,POINT (108.3261253 15.8304541)
7841797977,15.8300657,108.3255339,1,,,,,POINT (108.3255339 15.8300657)
7841811088,15.8292374,108.3255273,3,,,,,POINT (108.3255273 15.8292374)
7841811089,15.8305193,108.3248882,1,,,,,POINT (108.3248882 15.8305193)
7841811090,15.8407338,108.3281681,3,,,,,POINT (108.3281681 15.8407338)
7841811091,15.8410254,108.327673,1,,,,,POINT (108.327673 15.8410254)
7841811209,15.5283518,108.5970496,3,,,,,POINT (108.5970496 15.5283518)
7841811241,15.5287152,108.5968158,3,,,,,POINT (108.5968158 15.5287152)
7841811256,15.5280228,108.5972415,3,,,,,POINT (108.5972415 15.5280228)
7841811275,15.5274021,108.5975863,3,,,,,POINT (108.5975863 15.5274021)
7841811292,15.5259598,108.5984284,3,,,,,POINT (108.5984284 15.5259598)
7841812256,15.8111841,108.1607437,1,,,,,POINT (108.1607437 15.8111841)
7841825210,15.871819,108.1755425,1,,,,,POINT (108.1755425 15.871819)
7841825238,15.8736844,108.1741015,3,,,,,POINT (108.1741015 15.8736844)
7841825270,15.8815162,108.1767685,3,,,,,POINT (108.1767685 15.8815162)
7841825275,15.8822953,108.1765891,3,,,,,POINT (108.1765891 15.8822953)
7841832896,15.8809252,108.1791492,4,,,,,POINT (108.1791492 15.8809252)
7841832910,15.8840094,108.1779063,3,,,,,POINT (108.1779063 15.8840094)
7841832923,15.8833204,108.178183,4,,,,,POINT (108.178183 15.8833204)
7841832956,15.8821019,108.1707156,3,,,,,POINT (108.1707156 15.8821019)
7841832999,15.8827392,108.1684179,3,,,,,POINT (108.1684179 15.8827392)
7841833008,15.880563,108.1676977,3,,,,,POINT (108.1676977 15.880563)
7841833037,15.8792615,108.1616042,1,,,,,POINT (108.1616042 15.8792615)
7841865081,15.7095699,108.4697614,3,,,,,POINT (108.4697614 15.7095699)
7841865082,15.692026,108.454072,3,,,,,POINT (108.454072 15.692026)
7841875962,15.8176728,108.2519247,3,,,,,POINT (108.2519247 15.8176728)
7841875963,15.8174332,108.2517162,1,,,,,POINT (108.2517162 15.8174332)
7841875964,15.8185789,108.2501775,3,,,,,POINT (108.2501775 15.8185789)
7841875965,15.8182771,108.2500304,1,,,,,POINT (108.2500304 15.8182771)
7841875967,15.8198039,108.2504214,4,,,,,POINT (108.2504214 15.8198039)
7841875982,15.8195445,108.2508138,3,,,,,POINT (108.2508138 15.8195445)
7841881505,15.6946902,108.4564948,1,,,,,POINT (108.4564948 15.6946902)
7841881523,15.6919969,108.4600174,3,,,,,POINT (108.4600174 15.6919969)
7841881625,15.7119773,108.4544764,1,,,,,POINT (108.4544764 15.7119773)
7841881629,15.7117367,108.4545292,3,,,,,POINT (108.4545292 15.7117367)
7841881630,15.7119967,108.4546749,1,,,,,POINT (108.4546749 15.7119967)
7841881633,15.7118026,108.4547508,3,,,,,POINT (108.4547508 15.7118026)
7841881634,15.6999862,108.4682764,1,,,,,POINT (108.4682764 15.6999862)
7841881640,15.6996864,108.4681006,3,,,,,POINT (108.4681006 15.6996864)
7841881641,15.6995731,108.4684682,1,,,,,POINT (108.4684682 15.6995731)
7841881650,15.6994076,108.4678304,3,,,,,POINT (108.4678304 15.6994076)
7841881651,15.6999681,108.4691226,1,,,,,POINT (108.4691226 15.6999681)
