trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,pickup_type,drop_off_type
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661949,0,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661950,1,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661951,2,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_11013474666,3,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661953,4,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661954,5,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661955,6,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661956,7,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661957,8,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661958,9,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_6666528584,10,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661959,11,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661960,12,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661961,13,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661962,14,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661963,15,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661964,16,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661965,17,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661966,18,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661967,19,0.0,0,0
trip_hanoi_BRT01_0_3,00:00:00,00:00:00,hanoi_stop_8237661968,20,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_738815662,0,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8205232247,1,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_5561070622,2,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8259365871,3,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_738814587,4,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_738813615,5,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_738813955,6,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_5484103149,7,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8259355482,8,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8259365848,9,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8209169361,10,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8259365830,11,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_481837167,12,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8739945228,13,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8739945229,14,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_481836867,15,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8739945230,16,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_481836709,17,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8739945231,18,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8739945232,19,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_2517061523,20,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8739945233,21,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8739945234,22,0.0,0,0
trip_hanoi_11_0_4,00:00:00,00:00:00,hanoi_stop_8739945235,23,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945237,0,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945238,1,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945239,2,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945240,3,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_481837399,4,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_481836829,5,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945241,6,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_995292341,7,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_995292569,8,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_481836891,9,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_481836920,10,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945242,11,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945243,12,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_481837098,13,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945244,14,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945245,15,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_5483657862,16,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_481837251,17,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_7132790440,18,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_738814872,19,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_5362040321,20,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_738815124,21,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_8739945246,22,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_738815783,23,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_6206929385,24,0.0,0,0
trip_hanoi_11_0_5,00:00:00,00:00:00,hanoi_stop_10069898861,25,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_7132790440,0,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_738814872,1,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_738815407,2,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_738813565,3,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_738813238,4,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8213181379,5,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_446044211,6,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_446044163,7,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080046,8,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_738814388,9,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080047,10,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080048,11,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080049,12,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080050,13,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080051,14,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080052,15,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080059,16,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080060,17,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080061,18,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080062,19,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_738813325,20,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080063,21,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080064,22,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8741080065,23,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_8213181378,24,0.0,0,0
trip_hanoi_04_0_6,00:00:00,00:00:00,hanoi_stop_11152433987,25,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080067,0,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080068,1,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080069,2,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080072,3,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080073,4,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080074,5,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080075,6,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080076,7,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080077,8,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080078,9,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080079,10,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080080,11,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080081,12,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_738814879,13,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080082,14,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_738813235,15,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_446044220,16,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_7821883016,17,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8259365871,18,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_738814587,19,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_738813615,20,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8741080071,21,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_11525014917,22,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_5169396322,23,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_12077799918,24,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_738814448,25,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_738813683,26,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_7825858603,27,0.0,0,0
trip_hanoi_04_0_7,00:00:00,00:00:00,hanoi_stop_8932663264,28,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_4292651591,0,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_4292785590,1,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_738815828,2,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8741294705,3,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_4476131489,4,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_738815421,5,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8741294709,6,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8741294710,7,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8741294711,8,0.0,0,0
