,Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Score
752,Chevrolet,Bolt EV Premier,Single Electric Motor,66,200,150,6.5,"$31,700",Electric,5,360,
753,Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300,355,180,7.5,"$56,995",Petrol,8,519,
754,Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300,355,180,7.4,"$62,495",Petrol,8,519,
755,Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300,355,180,7.4,"$64,100",Petrol,7,519,
756,Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300,355,180,7.6,"$66,700",Petrol,7,519,
757,Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200,420,200,6.8,"$71,600",Petrol,7,624,
758,Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200,420,200,6.7,"$76,700",Petrol,7,624,
759,Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300,355,180,7.5,"$65,500",Petrol,8,519,
760,Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200,420,200,6.8,"$70,000",Petrol,7,624,
761,GMC,Terrain,1.5L Turbo 4-cylinder,1500,175,190,9.5,"$29,900",Petrol,5,275,
762,GMC,Acadia,2.0L Turbo 4-cylinder,2000,228,200,7.8,"$36,800",Petrol,7,350,
763,GMC,Yukon,5.3L V8 Gasoline,5300,355,180,7.4,"$57,400",Petrol,8,519,
764,GMC,Yukon XL,6.2L V8 Gasoline,6200,420,200,6.9,"$61,100",Petrol,8,624,
765,GMC,Canyon,2.7L Turbo 4-cylinder,2700,310,190,7.6,"$36,900",Petrol,5,583,
766,GMC,Sierra 1500,5.3L V8 Gasoline,5300,355,180,7.3,"$37,100",Petrol,6,519,
767,GMC,Sierra 2500HD,6.6L V8 Diesel,6600,401,175,7.5,"$43,900",Diesel,6,629,
768,GMC,Sierra 3500HD,6.6L V8 Diesel,6600,445,175,7.4,"$49,000",Diesel,6,1234,
769,GMC,Hummer EV Pickup,Dual-Motor Electric,212,625,170,3,"$108,700",Electric,5,1000,
770,GMC,Hummer EV SUV,Dual-Motor Electric,212,625,170,3.5,"$105,600",Electric,5,1000,
771,GMC,Yukon Denali,6.2L V8 Gasoline,6200,420,200,6.8,"$72,800",Petrol,8,624,
772,GMC,Sierra Denali,6.2L V8 Gasoline,6200,420,190,6.7,"$66,800",Petrol,6,624,
773,GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500,175,190,9.6,"$36,500",Petrol,5,275,
774,GMC,Acadia AT4,3.6L V6 Gasoline,3600,310,210,7.6,"$41,400",Petrol,6,366,
775,GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300,355,180,7.4,"$53,800",Petrol,6,519,
776,GMC,Sierra 2500HD Denali,6.6L V8 Diesel,6600,401,175,7.5,"$72,200",Diesel,6,1234,
777,GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700,310,190,7.6,"$45,000",Petrol,5,583,
778,GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700,310,190,7.5,"$43,900",Petrol,5,583,
779,GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700,310,190,7.5,"$48,000",Petrol,5,583,
780,GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200,420,200,6.7,"$93,800",Petrol,8,624,
781,GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500,175,190,9.5,"$38,600",Petrol,5,275,
782,GMC,Acadia Denali,3.6L V6 engine,3564,310,210,6.5,"$54,300",Petrol,7,366,
783,GMC,Yukon AT4,5.3L V8 engine,5327,355,210,7.1,"$71,505",Petrol,8,519,
784,GMC,Yukon XL AT4,5.3L V8 engine,5327,355,210,7.3,"$73,305",Petrol,8,519,
785,GMC,Sierra 1500 Elevation,2.7L Turbo engine,2713,310,180,7,"$52,000",Petrol,5,569,
786,GMC,Sierra 1500 SLT,5.3L V8 engine,5327,355,180,6.8,"$56,000",Petrol,5,519,
787,GMC,Sierra 2500HD AT4,6.6L V8 engine,6600,401,170,7.5,"$70,000",Petrol,5,629,
788,GMC,Sierra 3500HD AT4,6.6L V8 engine,6600,401,170,7.7,"$72,000",Petrol,5,629,
789,GMC,Canyon Elevation,2.5L I4 engine,2488,200,175,8.5,"$36,300",Petrol,5,259,
790,GMC,Canyon Denali Black Edition,3.6L V6 engine,3564,308,180,6.9,"$44,000",Petrol,5,373,
791,GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,6162,420,200,5.8,"$80,000",Petrol,5,624,
792,GMC,Yukon XL Denali Reserve,6.2L V8 engine,6162,420,210,6,"$82,000",Petrol,7,624,
793,GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,1490,170,200,9.3,"$28,700",Petrol,5,275,
794,GMC,Acadia Black Edition,3.6L V6 engine,3564,310,210,6.5,"$45,000",Petrol,7,366,
795,GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",200,830,170,3.5,"$96,550",Electric,5,15590,
796,GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200,1000,170,3,"$96,550",Electric,5,15590,
797,GMC,Sierra Denali CarbonPro,6.2L V8 engine,6162,420,200,5.8,"$65,000",Petrol,5,624,
798,GMC,Yukon Denali Performance,6.2L V8 engine,6162,420,210,6,"$76,805",Petrol,8,624,
799,GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,6600,401,170,7.5,"$75,000",Petrol,5,629,
800,GMC,Canyon AT4X,3.6L V6 engine,3564,308,180,6.9,"$50,000",Petrol,5,373,
801,GMC,Yukon XL SLT,5.3L V8 engine,5327,355,210,7.3,"$65,000",Petrol,8,519,
802,GMC,Sierra 1500 Pro,4.3L V6 engine,4300,285,180,7.5,"$37,700",Petrol,3,413,
803,GMC,Sierra 2500HD Pro,6.6L V8 engine,6600,401,170,7.7,"$60,000",Petrol,3,629,
804,GMC,Sierra 3500HD Pro,6.6L V8 engine,6600,401,170,7.8,"$62,000",Petrol,3,629,
805,GMC,Terrain SLT,1.5L Turbocharged I4 engine,1490,170,200,9.4,"$31,000",Petrol,5,275,
806,GMC,Acadia SLE,3.6L V6 engine,3564,310,210,6.6,"$40,000",Petrol,7,366,
807,GMC,Canyon SLT,2.5L I4 engine,2488,200,175,8.6,"$38,000",Petrol,5,259,
808,GMC,Yukon XL Elevation,5.3L V8 engine,5327,355,210,7.4,"$75,000",Petrol,8,519,
809,GMC,Sierra 1500 AT4X,6.2L V8 engine,6162,420,200,5.9,"$82,000",Petrol,5,624,
810,GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200,830,170,3.6,"$110,000",Electric,5,15590,
811,GMC,Sierra EV Denali,Electric motors with advanced AWD,200,754,170,4.5,"$108,700",Electric,5,1064,
812,GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200,1000,170,3,"$112,700",Electric,5,15590,
813,GMC,Canyon AT4X Edition 1,3.6L V6 engine,3564,308,180,6.8,"$55,000",Petrol,5,373,
814,GMC,Yukon Denali Ultimate Black,6.2L V8 engine,6162,420,210,6,"$90,000",Petrol,8,624,
815,GMC,Sierra HD Denali Reserve,6.6L V8 engine,6600,401,170,7.5,"$85,000",Petrol,5,629,
816,GMC,Acadia Denali Ultimate,3.6L V6 engine,3564,310,210,6.5,"$60,000",Petrol,7,366,
817,GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,1490,170,200,9.3,"$35,000",Petrol,5,275,
818,GMC,Yukon Trailering Edition,5.3L V8 engine,5327,355,210,7.5,"$78,000",Petrol,8,519,
819,GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200,830,170,3.6,"$105,000",Electric,5,15590,
820,Kia,Rio,1.6L 4-Cylinder,1591,120,180,10.3,"$17,000",Petrol,5,151,
821,Kia,Rio 5-Door,1.6L 4-Cylinder,1591,120,180,10.3,"$18,000",Petrol,5,151,
822,Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591,175,210,7.5,"$28,000",Petrol,5,264,
823,Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,1599,360,250,5.2,"$55,000",Hybrid,5,520,
824,Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500,277,220,7,"$42,000",Petrol,7,421,
825,Kia,Telluride SX,3.8L V6,3778,291,240,7,"$50,000",Petrol,7,355,
826,Kia,Forte LXS,2.0L 4-Cylinder,1999,147,190,9.2,"$19,000",Petrol,5,179,
827,Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591,180,220,7.8,"$28,500",Petrol,5,264,
828,Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591,139,180,10.5,"$33,000",Hybrid,5,265,
829,Kia,EV6 Wind,Electric Motor,77.4,225,190,5.2,"$50,000",Electric,5,350,
830,Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591,201,200,6.5,"$28,000",Petrol,5,264,
831,Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591,175,210,7.5,"$28,500",Petrol,5,264,
832,Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500,300,270,5,"$55,000",Petrol,5,422,
833,Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591,227,200,7.9,"$47,000",Hybrid,7,352,
834,Kia,Carnival EX,3.5L V6,3500,290,220,8,"$42,500",Petrol,8,355,
835,Kia,Telluride Nightfall Edition,3.8L V6,3778,291,240,7,"$51,000",Petrol,7,355,
836,Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598,225,210,7.5,"$44,000",Hybrid,5,360,
837,Kia,EV6 First Edition,Electric Motor,77.4,320,230,5,"$58,000",Electric,5,450,
838,Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591,139,180,10.5,"$33,000",Hybrid,5,265,
839,Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591,201,200,6.5,"$25,000",Petrol,5,264,
840,Kia,Seltos EX,2.0L 4-Cylinder,1999,146,190,9,"$23,500",Petrol,5,179,
841,Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598,225,210,7,"$42,000",Hybrid,5,360,
842,Kia,Sorento LX,2.5L 4-Cylinder,2500,191,210,8.5,"$35,500",Petrol,7,246,
843,Kia,Telluride EX,3.8L V6,3778,291,240,7,"$44,000",Petrol,7,355,
844,Kia,Soul EX,2.0L 4-Cylinder,1999,147,190,9.5,"$22,000",Petrol,5,179,
845,Kia,Forte FE,2.0L 4-Cylinder,1999,147,190,9.2,"$18,500",Petrol,5,179,
846,Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591,180,220,7.8,"$29,000",Petrol,5,264,
847,Kia,Carnival LXS,3.5L V6,3500,290,220,8,"$39,500",Petrol,8,355,
848,Kia,EV6 Light,Electric Motor,77.4,225,190,5.2,"$46,000",Electric,5,350,
849,Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591,139,180,10.5,"$30,000",Hybrid,5,265,
850,Kia,Stinger GT,3.3L Turbocharged V6,3300,365,270,4.7,"$51,500",Petrol,5,510,
851,Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591,227,200,7.9,"$48,000",Hybrid,7,352,
852,Kia,Telluride SX Prestige,3.8L V6,3778,291,240,7,"$52,000",Petrol,7,355,
853,Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,1598,300,235,6,"$47,000",Hybrid,5,520,
854,Kia,EV6 GT Performance,Electric Motor,77.4,577,260,3.5,"$65,000",Electric,5,740,
855,Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591,139,180,10.5,"$34,500",Hybrid,5,265,
856,Kia,Carnival SX Prestige,3.5L V6,3500,290,220,8,"$47,000",Petrol,8,355,
857,Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591,175,210,7.5,"$32,000",Petrol,5,264,
858,Kia,Forte EX Premium,2.0L 4-Cylinder,1999,147,190,9.2,"$22,500",Petrol,5,179,
859,Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999,147,190,9.5,"$23,500",Petrol,5,179,
860,Kia,Rio S,1.6L 4-Cylinder,1591,120,180,10.3,"$17,500",Petrol,5,151,
861,Kia,Rio 5-Door S,1.6L 4-Cylinder,1591,120,180,10.3,"$18,000",Petrol,5,151,
862,Kia,Soul S,2.0L 4-Cylinder,1999,147,190,9.5,"$20,500",Petrol,5,179,
863,Kia,Seltos LX,2.0L 4-Cylinder,1999,146,190,9.2,"$23,000",Petrol,5,179,
864,Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,1599,300,235,6,"$45,000",Hybrid,5,520,
865,Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591,227,200,7.9,"$47,000",Hybrid,7,352,
866,Kia,Telluride LX,3.8L V6,3778,291,240,7,"$41,500",Petrol,7,355,
867,Kia,Carnival MPV EX,3.5L V6,3500,290,220,8,"$43,500",Petrol,8,355,
868,Kia,EV6 AWD GT-Line,Electric Motor,77.4,320,230,5,"$60,000",Electric,5,450,
869,Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591,201,200,6.5,"$25,500",Petrol,5,264,
870,Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999,147,190,9.5,"$23,000",Petrol,5,179,
871,Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591,175,210,7.5,"$30,000",Petrol,5,264,
872,Peugeot,e-2008 GT,Electric Motor,50,136,200,8.5,"$40,000",Electric,5,260,
873,Kia,Telluride Limited Edition,3.8L V6,3778,291,240,7,"$53,000",Petrol,7,355,
874,Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500,300,270,5,"$50,000",Petrol,5,422,
875,Kia,Carnival Special Edition,3.5L V6,3500,290,220,8,"$45,500",Petrol,8,355,
876,Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591,139,180,10.5,"$36,000",Hybrid,5,265,
877,Kia,EV6 First Edition AWD,Electric Motor,77.4,320,230,5,"$62,000",Electric,5,450,
878,Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591,227,200,7.8,"$49,000",Hybrid,7,352,
879,Kia,Forte Limited Edition,2.0L 4-Cylinder,1999,147,190,9.2,"$22,500",Petrol,5,179,
880,Bugatti,Chiron,8.0L Quad-Turbo W16,7993,1500,420,2.5,"$3,000,000",Petrol,2,1600,0.4
881,Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993,1500,350,2.3,"$3,300,000",Petrol,2,1600,0.4
882,Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993,1600,490,2.4,"$3,500,000",Petrol,2,1600,
883,Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993,1500,420,2.4,"$3,300,000",Petrol,2,1600,
884,Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993,1500,420,2.5,"$3,300,000",Petrol,2,1600,
885,Bugatti,Divo,8.0L Quad-Turbo W16,7993,1500,380,2.4,"$5,800,000",Petrol,2,1600,
886,Bugatti,Centodieci,8.0L Quad-Turbo W16,7993,1600,380,2.4,"$9,000,000",Petrol,2,1600,
887,Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,7993,1500,420,2.5,"$18,000,000",Petrol,2,1600,
888,Bugatti,Bolide,8.0L Quad-Turbo W16,7993,1850,500,2.2,"$4,500,000",Petrol,2,1600,
889,Bugatti,Mistral,8.0L Quad-Turbo W16,7993,1600,420,2.4,"$5,000,000",Petrol,2,1600,
890,Volvo,Volvo FH,13.0L I6 Turbo Diesel,13000,540,120,15,"$120,000",Diesel,2,2600,
891,Volvo,Volvo FH16,16.1L I6 Turbo Diesel,16100,750,120,14.5,"$160,000",Diesel,2,3500,
892,Volvo,Volvo FM,12.8L I6 Turbo Diesel,12800,460,110,16,"$100,000",Diesel,2,2200,
893,Volvo,Volvo FMX,13.0L I6 Turbo Diesel,13000,500,110,16.5,"$110,000",Diesel,2,2500,
894,Volvo,Volvo VNL,12.8L I6 Turbo Diesel,12800,500,120,15,"$125,000",Diesel,2,2400,
895,Volvo,Volvo VNR,12.8L I6 Turbo Diesel,12800,400,110,17,"$95,000",Diesel,2,1800,
896,Volvo,Volvo VHD,12.8L I6 Turbo Diesel,12800,500,100,18,"$120,000",Diesel,2,2500,
897,Volvo,Volvo FE,7.7L I6 Turbo Diesel,7700,280,90,20,"$85,000",Diesel,2,1200,
898,Volvo,Volvo FL,5.1L I4 Turbo Diesel,5100,180,80,22,"$75,000",Diesel,2,800,
899,Jaguar Land Rover,Jaguar F-Type,V6 / V8 Petrol,2995,335,260,5.1,"$70,000",Petrol,2,450,
900,Jaguar Land Rover,Jaguar XE,I4 Petrol,1999,250,250,6.5,"$45,000",Petrol,5,365,
901,Jaguar Land Rover,Jaguar XF,I4 Petrol,1999,250,250,6.5,"$50,000",Petrol,5,365,
902,Jaguar Land Rover,Jaguar XJ,V6 Petrol,2995,300,250,6,"$85,000",Petrol,5,400,
903,Jaguar Land Rover,Jaguar E-PACE,I4 Petrol,1999,200,230,7,"$50,000",Petrol,5,430,
904,Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),90,400,200,4.8,"$70,000",Electric,5,696,
905,Jaguar Land Rover,Jaguar F-PACE,I4 Petrol / V6 Petrol,1999,250,230,7.2,"$55,000 / $65,000",Petrol,5,365,
906,Jaguar Land Rover,Jaguar X-TYPE,I4 Petrol,1998,160,215,9,"$40,000",Petrol,5,215,
907,Jaguar Land Rover,Jaguar F-PACE R-Dynamic,I4 Petrol / V6 Petrol,1999,340,250,5.4,"$65,000",Petrol,5,480,
908,Jaguar Land Rover,Jaguar XE R-Dynamic,I4 Petrol,1999,340,250,5.4,"$60,000",Petrol,5,450,
909,Jaguar Land Rover,Jaguar F-Type SVR,V8 Petrol,5000,575,320,3.7,"$120,000",Petrol,2,700,
910,Jaguar Land Rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),90,400,200,4.5,"$85,000",Electric,5,696,
911,Jaguar Land Rover,Jaguar F-PACE SVR,V8 Petrol,5000,550,283,4,"$85,000",Petrol,5,700,
912,Jaguar Land Rover,Jaguar XE S,I4 Petrol,1999,340,250,5.3,"$55,000",Petrol,5,450,
913,Jaguar Land Rover,Jaguar XF R-Dynamic,I4 Petrol / V6 Petrol,1999,340,250,5.4,"$65,000",Petrol,5,480,
914,Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,2995,300,250,6,"$90,000",Petrol,5,400,
915,Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,5000,550,300,3.9,"$110,000",Petrol,2,680,
916,Jaguar Land Rover,Jaguar E-PACE S,I4 Petrol,1999,200,230,7,"$50,000",Petrol,5,430,
917,Jaguar Land Rover,Jaguar I-PACE HSE,Electric (Dual Motor),90,400,200,4.5,"$90,000",Electric,5,696,
918,Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,5000,550,300,3.9,"$100,000",Petrol,2,680,
919,Jaguar Land Rover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,1999,300,250,5.1,"$70,000",Petrol,2,400,
920,Jaguar Land Rover,Jaguar XE P300 R-Dynamic,I4 Petrol,1999,300,250,5.5,"$55,000",Petrol,5,400,
921,Jaguar Land Rover,Jaguar XF Sportbrake,I4 Petrol / V6 Petrol,1999,250,250,6.5,"$60,000",Petrol,5,400,
922,Jaguar Land Rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),90,400,200,4.5,"$85,000",Electric,5,696,
923,Jaguar Land Rover,Jaguar F-PACE S 30t AWD,I4 Petrol,1999,247,225,6.4,"$60,000",Petrol,5,365,
924,Jaguar Land Rover,Jaguar E-PACE R-Dynamic,I4 Petrol,1999,246,230,6.8,"$55,000",Petrol,5,430,
925,Jaguar Land Rover,Jaguar XJ50,V6 Petrol,2995,300,250,6,"$80,000",Petrol,5,400,
926,Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,V8 Petrol,5000,550,300,3.9,"$100,000",Petrol,2,680,
927,Jaguar Land Rover,Jaguar F-PACE S AWD,I4 Petrol / V6 Petrol,1999,340,250,5.4,"$65,000",Petrol,5,480,
928,Jaguar Land Rover,Jaguar XE SE,I4 Petrol,1999,250,240,6.2,"$50,000",Petrol,5,365,
929,Jaguar Land Rover,Jaguar F-Type V6 S Convertible,V6 Petrol,2995,380,280,4.8,"$80,000",Petrol,2,460,
930,Jaguar Land Rover,Jaguar XE R-Sport AWD,I4 Petrol / V6 Petrol,1999,300,250,5.5,"$55,000",Petrol,5,400,
931,Jaguar Land Rover,Jaguar XF Portfolio AWD,I4 Petrol / V6 Petrol,1999,340,250,5.4,"$60,000",Petrol,5,450,
932,Jaguar Land Rover,Jaguar F-Type Coupe R,V8 Petrol,5000,550,300,3.9,"$100,000",Petrol,2,680,
933,Jaguar Land Rover,Jaguar I-PACE First Edition,Electric (Dual Motor),90,400,200,4.5,"$85,000",Electric,5,696,
934,Jaguar Land Rover,Jaguar F-PACE Prestige AWD,I4 Petrol / V6 Petrol,1999,340,250,5.4,"$65,000",Petrol,5,480,
935,Jaguar Land Rover,Jaguar XJ Supercharged,V8 Petrol,5000,510,280,4.2,"$90,000",Petrol,5,625,
936,Jaguar Land Rover,Jaguar F-Type P450 AWD,V8 Petrol,5000,450,290,4,"$90,000",Petrol,2,600,
937,Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,I4 Petrol + Electric Motor,1999,398,220,5.1,"$75,000",Plug-in Hybrid,5,640,
938,Jaguar Land Rover,Jaguar F-Type P300 Coupe,I4 Petrol,1999,300,250,5.5,"$60,000",Petrol,2,400,
939,Acura,NSX Type S,Twin-Turbo V6 Hybrid,3493,600,307,2.9,"$157,000",Hybrid,2,666,
940,Acura,TLX PMC Edition,V6,3500,290,250,5.7,"$62,000",Petrol,5,362,
941,Acura,MDX Advance,V6,3500,290,190,6,"$60,000",Petrol,7,362,
942,Acura,RDX Technology,I4 Turbocharged,1500,272,210,6.6,"$45,000",Petrol,5,400,
943,Acura,ILX Premium,I4,2400,201,200,6.6,"$30,000",Petrol,5,180,
944,Acura,TLX A-Spec,V6,3500,290,250,5.7,"$50,000",Petrol,5,362,
945,Acura,RDX SH-AWD,I4 Turbocharged,1500,272,210,6.6,"$50,000",Petrol,5,400,
946,Acura,MDX SH-AWD,V6,3500,290,190,6,"$55,000",Petrol,7,362,
947,Acura,RDX Platinum Elite,I4 Turbocharged,1500,272,210,6.6,"$55,000",Petrol,5,400,
948,Acura,TLX A-Spec Sedan,V6,3500,290,250,5.7,"$50,000",Petrol,5,362,
949,Acura,TLX 2.4L,Inline-4,2400,206,210,6,"$35,000",Petrol,5,247,
950,Acura,MDX Hybrid,V6 Hybrid,3500,321,190,6,"$55,000",Hybrid,7,335,
951,Acura,RDX Hybrid,Inline-4 Hybrid,1500,247,210,6.6,"$50,000",Hybrid,5,400,
952,Acura,ILX Technology Package,Inline-4,2400,201,200,6.6,"$30,000",Petrol,5,180,
953,Acura,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,3493,500,300,3,"$150,000",Hybrid,2,600,
954,Acura,RDX Turbo AWD,Inline-4 Turbocharged,1500,272,210,6.6,"$45,000",Petrol,5,400,
955,Acura,TLX 3.5L V6,V6,3500,290,250,5.7,"$50,000",Petrol,5,362,
956,Acura,ILX Special Edition,Inline-4,2400,201,200,6.6,"$30,000",Petrol,5,180,
957,Acura,MDX SH-AWD w/Technology Package,V6,3500,290,190,6,"$55,000",Petrol,7,362,
958,Acura,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,3493,537,307,2.9,"$157,000",Hybrid,2,666,
959,Acura,MDX Elite,V6,3500,290,190,6,"$58,000",Petrol,7,362,
960,Acura,TLX V6 Advance,V6,3500,290,250,5.7,"$46,000",Petrol,5,362,
961,Acura,NSX Carbon Edition,Twin-Turbo V6 Hybrid,3493,537,307,2.9,"$157,000",Hybrid,2,666,
962,Acura,RDX Turbo SH-AWD,Turbocharged I4,1500,272,210,6.6,"$42,000",Petrol,5,400,
963,Acura,ILX Technology Plus,Inline-4,2400,201,200,6.6,"$28,000",Petrol,5,180,
964,Acura,TLX Type S PMC Edition,Turbocharged V6,3000,355,250,5.1,"$54,000",Petrol,5,480,
965,Acura,MDX Sport Hybrid,V6 Hybrid,3500,321,190,6,"$52,000",Hybrid,7,335,
966,Peugeot,208,Inline-4,1199,82,180,10.5,"$22,000",Petrol,5,160,0.05
967,Peugeot,2008,Inline-4,1199,100,190,9,"$25,000",Petrol,5,205,
968,Peugeot,301,Inline-4,1598,115,185,10,"$23,500",Petrol,5,150,
969,Peugeot,308,Inline-4,1598,130,200,8,"$28,000",Petrol,5,230,
970,Peugeot,3008,Inline-4,1598,180,210,7.5,"$32,000",Petrol,5,400,
971,Peugeot,5008,Inline-4,1998,165,200,9.5,"$35,000",Diesel,7,400,
972,Peugeot,508,Inline-4,1998,180,235,8,"$35,500",Petrol,5,300,
973,Peugeot,Partner,Diesel I4,1560,75,160,12,"$22,500",Diesel,5,200,
974,Peugeot,Expert,Diesel I4,1997,120,180,10,"$30,000",Diesel,3,300,
975,Peugeot,Boxer,Diesel I4,2200,140,160,11,"$32,000",Diesel,3,340,
976,Peugeot,e-208,Electric Motor,50,136,150,8.1,"$35,000",Electric,5,260,
977,Peugeot,e-2008,Electric Motor,50,136,150,8.5,"$38,000",Electric,5,260,
978,Peugeot,208 GTI,Inline-4,1598,208,230,6.5,"$28,000",Petrol,5,300,
979,Peugeot,308 GTI,Inline-4,1598,270,250,6,"$35,000",Petrol,5,330,
980,Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4,1598,360,250,5.2,"$55,000",Hybrid,5,520,
981,Peugeot,308 Allure,Inline-4,1199,130,205,9.3,"$25,000",Petrol,5,230,
982,Peugeot,2008 Allure,Inline-4,1199,130,200,9.7,"$27,000",Petrol,5,230,
983,Peugeot,3008 Allure,Inline-4,1499,180,210,8,"$30,000",Petrol,5,250,
984,Peugeot,5008 Allure,Inline-4,1499,180,200,8.5,"$33,000",Petrol,7,250,
985,Peugeot,508 Allure,Inline-4,1499,180,225,8,"$35,000",Petrol,5,250,
986,Peugeot,3008 GT,Inline-4,1598,200,220,7.5,"$35,000",Petrol,5,280,
987,Peugeot,508 GT,Inline-4,1598,225,235,6.8,"$40,000",Petrol,5,300,
988,Peugeot,3008 GT Hybrid,Hybrid I4,1598,300,235,6,"$45,000",Hybrid,5,400,
989,Peugeot,5008 GT Hybrid,Hybrid I4,1598,300,210,6.5,"$48,000",Hybrid,7,400,
990,Peugeot,208 Allure Premium,Inline-4,1199,130,200,9.5,"$28,000",Petrol,5,230,
991,Peugeot,Partner Tepee,Inline-4,1560,100,170,12,"$25,000",Diesel,5,260,
992,Peugeot,Expert L2H1,Inline-4,1997,120,160,13,"$30,000",Diesel,3,320,
993,Peugeot,Boxer L2H2,Inline-4,2200,130,140,14,"$35,000",Diesel,3,350,
994,Peugeot,Partner Electric,Electric Motor,,136,130,9,"$40,000",Electric,5,260,
995,Peugeot,Expert Electric,Electric Motor,,136,130,9.5,"$45,000",Electric,5,260,
996,Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,1598,225,250,5.5,"$45,000",Hybrid,5,360,
997,Peugeot,308 PSE,Hybrid I4,1598,360,250,5,"$55,000",Hybrid,5,520,
998,Peugeot,508 PSE,Hybrid I4,1598,360,250,5.2,"$60,000",Hybrid,5,520,
